"Rank","NameCountry/Region","No. of FTE Students","No. of students per staff","International Students","Female:Male Ratio"
"251-300","Zhejiang UniversityChinaCoursesExplore","47,508","15.9","4%","41 : 59"
"301-350","Aberystwyth UniversityUnited KingdomCoursesEnquire","9,252","19.2","18%","48 : 52"
"301-350","University of Alaska FairbanksUnited StatesCoursesEnquire","3,837","8.2","7%","53 : 47"
"301-350","Autonomous University of MadridSpainCourses","28,296","13.0","15%","56 : 44"
"301-350","Bangor UniversityUnited KingdomCoursesEnquire","9,567","19.5","22%","55 : 45"
"301-350","University of BremenGermanyCoursesVerify Documents","18,590","25.6","11%","50 : 50"
"301-350","University of Cincinnati – UptownUnited StatesCoursesEnquire","36,108","15.7","6%","54 : 46"
"301-350","University of ConnecticutUnited StatesCoursesEnquire","25,742","13.0","11%","51 : 49"
"301-350","Deakin UniversityAustraliaCoursesEnquire","32,713","30.4","17%","60 : 40"
"301-350","University of EssexUnited KingdomCoursesEnquire","12,695","19.8","39%","55 : 45"
"301-350","George Mason UniversityUnited StatesCoursesEnquire","26,622","17.0","7%","54 : 46"
"301-350","University of GreifswaldGermanyCourses","10,931","24.0","6%","55 : 45"
"301-350","Gwangju Institute of Science and TechnologySouth KoreaCourses","1,394","9.6","8%","25 : 75"
"301-350","University of HohenheimGermanyCoursesVerify Documents","9,163","41.2","13%","56 : 44"
"301-350","University of InnsbruckAustriaCourses","18,209","16.9","39%","54 : 46"
"301-350","Kazan Federal UniversityRussian FederationCourses","23,321","12.2","6%","69 : 31"
"301-350","University of KentUnited KingdomCoursesExplore","17,638","14.4","27%","53 : 47"
"301-350","Leibniz University HannoverGermanyCourses","22,401","62.7","12%","41 : 59"
"301-350","Macquarie UniversityAustraliaCoursesExplore","27,930","20.0","44%","55 : 45"
"301-350","Medical College of WisconsinUnited StatesCoursesEnquire","1,211","0.6","5%","48 : 52"
"301-350","University of MilanItalyCourses","58,618","24.3","5%","60 : 40"
"301-350","University of Milan-BicoccaItalyCourses","33,370","72.5","5%","60 : 40"
"301-350","Montpellier UniversityFranceCourses","36,731","18.4","14%","51 : 49"
"301-350","Nagoya UniversityJapanCourses","15,529","7.9","10%","29 : 71"
"301-350","University of Naples Federico IIItalyCourses","83,653","64.2","1%","n/a"
"301-350","National Chiao Tung UniversityTaiwanCourses","12,646","16.6","5%","27 : 73"
"301-350","National Taiwan University of Science and Technology (Taiwan Tech)TaiwanCoursesExplore","7,446","17.4","11%","34 : 66"
"301-350","University of NavarraSpainCoursesVerify Documents","11,259","10.6","16%","52 : 48"
"301-350","University of Nebraska-LincolnUnited StatesCoursesExplore","21,789","16.4","9%","46 : 54"
"301-350","Örebro UniversitySwedenCourses","8,788","15.8","2%","61 : 39"
"301-350","University of OregonUnited StatesCoursesEnquire","24,418","20.2","11%","52 : 48"
"301-350","University of PaduaItalyCourses","62,577","18.3","4%","56 : 44"
"301-350","University of PaviaItalyCourses","22,958","40.6","6%","56 : 44"
"301-350","University of PlymouthUnited KingdomCoursesEnquire","24,121","25.9","13%","52 : 48"
"301-350","Shanghai Jiao Tong UniversityChinaCoursesExplore","38,191","12.8","6%","37 : 63"
"301-350","University of Southern DenmarkDenmarkCourses","22,210","12.7","16%","52 : 48"
"301-350","Stellenbosch UniversitySouth AfricaCoursesExplore","21,849","23.0","8%","53 : 47"
"301-350","University of StrasbourgFranceCourses","46,208","17.8","21%","58 : 42"
"301-350","TU Dortmund UniversityGermanyCourses","29,143","88.9","10%","47 : 53"
"301-350","Toulouse 1 Capitole UniversityFranceCourses","19,011","43.8","19%","59 : 41"
"301-350","University of TriesteItalyCourses","18,135","25.8","9%","56 : 44"
"301-350","University of TurinItalyCourses","67,552","66.0","6%","62 : 38"
"301-350","University of TurkuFinlandCourses","12,326","14.6","5%","61 : 39"
"301-350","Vrije Universiteit BrusselBelgiumCoursesVerify Documents","9,020","17.1","16%","55 : 45"
"301-350","VSB - Technical University of OstravaCzech RepublicCoursesExplore","14,991","23.9","5%","49 : 51"
"301-350","Yonsei UniversitySouth KoreaCourses","24,774","11.6","14%","n/a"
"301-350","York UniversityCanadaCoursesExplore","48,007","39.4","9%","59 : 41"
"351-400","SUNY Binghamton UniversityUnited StatesCoursesEnquire","15,799","23.3","13%","48 : 52"
"351-400","University of CreteGreeceCourses","14,650","26.9","5%","63 : 37"
"351-400","University of CyprusCyprusCoursesExplore","6,880","22.9","8%","69 : 31"
"351-400","Drexel UniversityUnited StatesCoursesEnquire","20,713","10.8","17%","48 : 52"
"351-400","University of Eastern FinlandFinlandCourses","10,798","17.3","6%","64 : 36"
"351-400","University of FlorenceItalyCourses","54,290","17.2","7%","59 : 41"
"351-400","University of St GallenSwitzerlandCourses","6,848","10.8","34%","32 : 68"
"351-400","Graz University of TechnologyAustriaCourses","7,542","12.5","16%","22 : 78"
"351-400","University of GuelphCanadaCoursesEnquire","21,643","28.3","4%","60 : 40"
"351-400","Hanyang UniversitySouth KoreaCoursesExplore","16,729","10.4","19%","n/a"
"351-400","Hong Kong Baptist UniversityHong KongCoursesExplore","10,441","11.0","25%","61 : 39"
"351-400","University of HoustonUnited StatesCoursesEnquire","40,325","43.7","9%","50 : 50"
"351-400","Indian Institute of Technology BombayIndiaCourses","8,327","14.9","1%","16 : 84"
"351-400","Instituto Superior Técnico LisboaPortugalCourses","11,778","16.9","9%","27 : 73"
"351-400","University of JyväskyläFinlandCourses","9,703","15.2","5%","62 : 38"
"351-400","La Trobe UniversityAustraliaCoursesEnquire","22,037","29.0","27%","63 : 37"
"351-400","Loughborough UniversityUnited KingdomCoursesEnquire","13,951","15.9","22%","38 : 62"
"351-400","University of ManitobaCanadaCoursesEnquire","28,576","27.8","11%","55 : 45"
"351-400","Mizzou - University of MissouriUnited StatesCoursesEnquire","29,885","14.1","5%","53 : 47"
"351-400","University of Modena and Reggio EmiliaItalyCourses","19,693","25.3","6%","54 : 46"
"351-400","University of MontanaUnited StatesCoursesEnquire","12,470","15.2","3%","54 : 46"
"351-400","Maynooth UniversityIrelandCourses","7,653","28.0","11%","55 : 45"
"351-400","University of Nebraska Medical CenterUnited StatesCoursesEnquire","2,857","2.6","8%","67 : 33"
"351-400","University of New Mexico (Main campus)United StatesCoursesEnquire","23,618","6.5","4%","67 : 33"
"351-400","Norwegian University of Science and TechnologyNorwayCoursesVerify Documents","17,381","13.9","9%","46 : 54"
"351-400","University of OuluFinlandCoursesExplore","14,056","8.5","6%","49 : 51"
"351-400","Panthéon-Sorbonne University – Paris 1FranceCourses","42,215","34.3","20%","59 : 41"
"351-400","Polytechnic University of TurinItalyCourses","27,709","19.6","16%","29 : 71"
"351-400","University of Rome IIIItalyCourses","36,353","61.2","5%","59 : 41"
"351-400","Bilkent UniversityTurkeyCourses","9,370","13.6","3%","46 : 54"
"351-400","Sabancı UniversityTurkeyCoursesExplore","2,739","15.9","6%","39 : 61"
"351-400","San Diego State UniversityUnited StatesCoursesEnquire","27,420","31.7","5%","57 : 43"
"351-400","University of South AustraliaAustraliaCoursesEnquire","18,971","26.2","32%","59 : 41"
"351-400","University of South Carolina-ColumbiaUnited StatesCoursesEnquire","29,336","16.3","1%","55 : 45"
"351-400","University of South DakotaUnited StatesCoursesEnquire","8,003","17.1","2%","61 : 39"
"351-400","University of CampinasBrazilCourses","27,095","15.3","3%","48 : 52"
"351-400","University of StirlingUnited KingdomCourses","7,828","15.9","22%","61 : 39"
"351-400","Sun Yat-sen UniversityChinaCoursesExplore","51,351","16.6","8%","51 : 49"
"351-400","Swansea UniversityUnited KingdomCoursesEnquire","12,801","17.1","20%","49 : 51"
"351-400","Swinburne University of TechnologyAustraliaCoursesEnquire","20,314","36.5","32%","44 : 56"
"351-400","University of TartuEstoniaCourses","10,269","13.0","3%","66 : 34"
"351-400","Temple UniversityUnited StatesCoursesEnquire","33,268","13.3","5%","51 : 49"
"351-400","The University of Texas at San AntonioUnited StatesCoursesEnquire","27,520","26.9","6%","48 : 52"
"351-400","UiT The Arctic University of NorwayNorwayCourses","10,398","12.2","10%","60 : 40"
"351-400","Université Libre de BruxellesBelgiumCoursesVerify Documents","23,819","26.1","32%","54 : 46"
"351-400","Lille 2 University – Health and LawFranceCourses","26,894","38.5","8%","58 : 42"
"351-400","University College CorkIrelandCourses","15,805","22.3","15%","55 : 45"
"351-400","Verona UniversityItalyCourses","25,250","19.7","7%","65 : 35"
"351-400","Victoria University of WellingtonNew ZealandCoursesEnquire","17,142","21.1","21%","55 : 45"
"351-400","Washington State UniversityUnited StatesCoursesEnquire","24,550","18.3","7%","50 : 50"
"351-400","Wayne State UniversityUnited StatesCoursesEnquire","23,065","10.7","6%","57 : 43"
"401-500","American UniversityUnited StatesCoursesEnquire","11,604","12.0","12%","60 : 40"
"401-500","Aston UniversityUnited KingdomCoursesEnquire","8,834","17.8","31%","48 : 52"
"401-500","University of AveiroPortugalCourses","10,791","17.8","10%","51 : 49"
"401-500","University of Bari Aldo MoroItalyCourses","51,560","65.1","2%","65 : 35"
"401-500","Bar-Ilan UniversityIsraelCourses","17,503","16.0","5%","59 : 41"
"401-500","Makerere UniversityUgandaCourses","37,340","29.4","9%","50 : 50"
"401-500","Bournemouth UniversityUnited KingdomCoursesEnquire","14,907","25.9","18%","53 : 47"
"401-500","University of BresciaItalyCourses","14,076","25.0","7%","48 : 52"
"401-500","Brno University of TechnologyCzech RepublicCourses","23,694","21.3","15%","27 : 73"
"401-500","Brunel University LondonUnited KingdomCoursesEnquire","12,613","17.6","38%","46 : 54"
"401-500","Ca’ Foscari University of VeniceItalyCourses","19,267","38.3","7%","66 : 34"
"401-500","University of CagliariItalyCourses","30,638","51.0","1%","62 : 38"
"401-500","University of CanterburyNew ZealandCoursesEnquireExplore","12,187","16.5","20%","51 : 49"
"401-500","Catholic University of the Sacred HeartItalyCourses","30,304","18.9","10%","n/a"
"401-500","Charles University in PragueCzech RepublicCourses","51,438","13.0","15%","62 : 38"
"401-500","China Medical University, TaiwanTaiwanCoursesExplore","7,983","15.4","8%","53 : 47"
"401-500","City, University of LondonUnited KingdomCoursesEnquire","13,053","17.8","50%","55 : 45"
"401-500","Claude Bernard University Lyon 1FranceCourses","35,308","16.1","11%","50 : 50"
"401-500","University of CoimbraPortugalCourses","22,795","19.0","11%","55 : 45"
"401-500","Complutense University of MadridSpainCoursesVerify Documents","86,519","17.5","13%","62 : 38"
"401-500","Concordia UniversityCanadaCoursesEnquire","31,017","30.3","27%","50 : 50"
"401-500","Curtin UniversityAustraliaCoursesExplore","30,333","17.1","38%","53 : 47"
"401-500","Dublin City UniversityIrelandCourses","8,546","22.9","17%","51 : 49"
"401-500","East China University of Science and TechnologyChinaCourses","27,140","15.5","5%","n/a"
"401-500","Ewha Womans UniversitySouth KoreaCourses","17,625","14.4","6%","100 : 0"
"401-500","Federico Santa María Technical UniversityChileCoursesExplore","11,718","34.0","2%","24 : 76"
"401-500","University of FerraraItalyCourses","18,882","30.2","7%","56 : 44"
"401-500","Florida International UniversityUnited StatesCoursesExplore","32,566","25.9","7%","56 : 44"
"401-500","University of GenoaItalyCourses","37,373","29.5","9%","56 : 44"
"401-500","Georgia State UniversityUnited StatesCoursesEnquire","28,534","20.4","5%","59 : 41"
"401-500","University of GrazAustriaCourses","20,584","26.8","12%","65 : 35"
"401-500","Heriot-Watt UniversityUnited KingdomCoursesEnquire","8,773","17.8","43%","41 : 59"
"401-500","Hokkaido UniversityJapanCourses","18,162","8.2","9%","29 : 71"
"401-500","Howard UniversityUnited StatesCoursesEnquire","10,297","6.8","5%","65 : 35"
"401-500","University of HullUnited KingdomCoursesEnquire","15,141","18.7","20%","52 : 48"
"401-500","University of IdahoUnited StatesCoursesEnquire","11,641","21.5","6%","47 : 53"
"401-500","Indian Institute of Technology DelhiIndiaCourses","8,371","17.3","1%","18 : 82"
"401-500","Indian Institute of Technology KharagpurIndiaCourses","9,928","17.5","0%","15 : 85"
"401-500","Indian Institute of Technology MadrasIndiaCourses","8,234","15.9","1%","19 : 81"
"401-500","University of IoanninaGreeceCourses","20,825","36.3","4%","58 : 42"
"401-500","Iran University of Science and TechnologyIranCourses","10,311","23.9","0%","24 : 76"
"401-500","Johannes Kepler University of LinzAustriaCourses","19,646","29.1","10%","48 : 52"
"401-500","University of KaiserslauternGermanyCoursesVerify Documents","14,184","54.4","14%","36 : 64"
"401-500","Keele UniversityUnited KingdomCoursesEnquire","8,397","15.7","20%","55 : 45"
"401-500","University of KwaZulu-NatalSouth AfricaCoursesExplore","30,572","24.9","6%","58 : 42"
"401-500","Kyung Hee UniversitySouth KoreaCoursesExplore","24,356","17.4","14%","n/a"
"401-500","Kyushu UniversityJapanCourses","18,925","6.7","8%","28 : 72"
"401-500","Lehigh UniversityUnited StatesCoursesEnquireAdmissions Support","6,300","11.3","15%","44 : 56"
"401-500","Louisiana State UniversityUnited StatesCoursesEnquire","28,116","20.1","5%","52 : 48"
"401-500","University of MacauMacaoCoursesExplore","8,521","14.9","31%","58 : 42"
"401-500","Marche Polytechnic UniversityItalyCourses","16,589","23.0","4%","45 : 55"
"401-500","University of Maryland, Baltimore CountyUnited StatesCoursesEnquire","13,908","18.1","7%","46 : 54"
"401-500","Murdoch UniversityAustraliaCoursesExplore","16,606","32.8","43%","59 : 41"
"401-500","University of NantesFranceCourses","33,866","22.2","11%","56 : 44"
"401-500","National and Kapodistrian University of AthensGreeceCourses","63,052","32.3","9%","61 : 39"
"401-500","National Autonomous University of MexicoMexicoCourses","137,378","11.6","5%","51 : 49"
"401-500","National Cheng Kung University (NCKU)TaiwanCoursesExplore","21,234","14.4","11%","36 : 64"
"401-500","National Institute of Applied Sciences of Lyon (INSA Lyon)FranceCourses","6,137","8.2","31%","31 : 69"
"401-500","National Yang-Ming UniversityTaiwanCourses","4,496","5.4","2%","48 : 52"
"401-500","University of NeuchâtelSwitzerlandCourses","4,358","8.5","22%","59 : 41"
"401-500","NOVA University of LisbonPortugalCourses","18,867","17.9","7%","49 : 51"
"401-500","University of Nice Sophia AntipolisFranceCourses","27,304","20.3","22%","56 : 44"
"401-500","Novosibirsk State UniversityRussian FederationCourses","7,131","7.1","13%","52 : 48"
"401-500","The Open UniversityUnited KingdomCoursesEnquire","76,683","35.9","9%","61 : 39"
"401-500","Oxford Brookes UniversityUnited KingdomCoursesEnquire","14,238","18.5","25%","57 : 43"
"401-500","University of PalermoItalyCourses","43,875","22.4","1%","60 : 40"
"401-500","University of ParmaItalyCourses","26,937","29.1","7%","56 : 44"
"401-500","University of PisaItalyCourses","47,247","18.0","3%","52 : 48"
"401-500","Universitat Politècnica de CatalunyaSpainCourses","22,893","11.7","28%","12 : 88"
"401-500","Pontifical Catholic University of ChileChileCourses","25,075","15.3","7%","n/a"
"401-500","University of PortoPortugalCourses","32,720","18.8","9%","54 : 46"
"401-500","University of PortsmouthUnited KingdomCoursesEnquire","20,161","19.1","23%","45 : 55"
"401-500","RMIT UniversityAustraliaCoursesEnquire","29,501","18.1","24%","47 : 53"
"401-500","University of Rome II – Tor VergataItalyCourses","33,504","26.5","6%","52 : 48"
"401-500","Rovira i Virgili UniversitySpainCourses","12,533","12.8","9%","61 : 39"
"401-500","Saint Petersburg State UniversityRussian FederationCourses","20,836","5.2","7%","60 : 40"
"401-500","University of SalentoItalyCourses","19,959","58.4","1%","64 : 36"
"401-500","University of San FranciscoUnited StatesCoursesEnquire","10,788","17.0","17%","63 : 37"
"401-500","University of SaskatchewanCanadaCoursesEnquireExplore","19,028","16.3","14%","57 : 43"
"401-500","Sharif University of TechnologyIranCourses","10,977","18.7","0%","27 : 73"
"401-500","University of SienaItalyCourses","18,846","23.6","5%","59 : 41"
"401-500","Southern Cross UniversityAustraliaCoursesEnquire","9,026","32.8","15%","66 : 34"
"401-500","SUNY University at AlbanyUnited StatesCoursesEnquire","15,387","18.5","8%","51 : 49"
"401-500","University of StrathclydeUnited KingdomCoursesEnquire","15,705","20.2","20%","50 : 50"
"401-500","University of TampereFinlandCourses","10,045","9.5","4%","66 : 34"
"401-500","Boğaziçi UniversityTurkeyCourses","11,506","25.0","7%","50 : 50"
"401-500","Tampere University of TechnologyFinlandCourses","6,147","15.5","13%","23 : 77"
"401-500","Tokyo Medical and Dental University (TMDU)JapanCourses","2,872","3.3","7%","51 : 49"
"401-500","Tokyo Metropolitan UniversityJapanCourses","9,303","9.9","3%","35 : 65"
"401-500","University of TsukubaJapanCourses","15,930","12.6","16%","38 : 62"
"401-500","University of UlsanSouth KoreaCourses","14,037","13.3","3%","n/a"
"401-500","Ulster UniversityUnited KingdomCoursesEnquire","19,622","15.8","15%","55 : 45"
"401-500","Université du Québec à MontréalCanadaCoursesEnquire","27,046","24.7","9%","61 : 39"
"401-500","Universiti Teknologi MalaysiaMalaysiaCourses","16,270","9.0","13%","43 : 57"
"401-500","University of Urbino Carlo BoItalyCourses","13,435","37.4","7%","61 : 39"
"401-500","University of ValenciaSpainCourses","58,413","15.4","9%","60 : 40"
"401-500","University of WaikatoNew ZealandCoursesEnquire","10,159","17.0","25%","57 : 43"
"401-500","Western Sydney UniversityAustraliaCoursesExplore","30,704","32.2","9%","56 : 44"
"401-500","Wuhan UniversityChinaCoursesExplore","46,227","14.4","7%","n/a"
"401-500","Xiamen UniversityChinaCourses","32,921","12.3","5%","52 : 48"
"501-600","American University of BeirutLebanonCourses","7,695","8.9","25%","51 : 49"
"501-600","Amirkabir University of TechnologyIranCourses","14,080","25.6","1%","34 : 66"
"501-600","University of the Andes, ColombiaColombiaCourses","15,773","16.9","2%","44 : 56"
"501-600","University of ArkansasUnited StatesCoursesEnquire","22,819","21.2","5%","50 : 50"
"501-600","Auburn UniversityUnited StatesCoursesEnquire","22,386","17.6","4%","51 : 49"
"501-600","Babeş-Bolyai UniversityRomaniaCourses","37,915","23.5","2%","67 : 33"
"501-600","Bauman Moscow State Technical UniversityRussian FederationCourses","18,808","4.0","4%","23 : 77"
"501-600","Blaise Pascal UniversityFranceCourses","15,619","7.1","17%","55 : 45"
"501-600","University of BurgundyFranceCourses","26,612","20.8","11%","54 : 46"
"501-600","University of CanberraAustraliaCoursesExplore","11,221","28.6","24%","54 : 46"
"501-600","Ben-Gurion University of the NegevIsraelCourses","16,695","12.6","2%","49 : 51"
"501-600","Carleton UniversityCanadaCoursesEnquire","25,036","29.8","18%","47 : 53"
"501-600","University of CataniaItalyCourses","55,859","49.7","1%","61 : 39"
"501-600","Central Queensland UniversityAustraliaCoursesExplore","11,452","29.6","27%","59 : 41"
"501-600","University of ChileChileCourses","29,207","14.2","3%","47 : 53"
"501-600","China Agricultural UniversityChinaCourses","19,342","12.0","1%","57 : 43"
"501-600","Chung-Ang UniversitySouth KoreaCourses","13,015","17.4","17%","45 : 55"
"501-600","Czech Technical University in PragueCzech RepublicCourses","22,751","12.0","0%","0 : 100"
"501-600","De Montfort UniversityUnited KingdomCoursesEnquire","16,812","19.1","21%","57 : 43"
"501-600","East China Normal UniversityChinaCoursesExplore","29,623","14.0","11%","63 : 37"
"501-600","Edith Cowan UniversityAustraliaCoursesExplore","16,671","34.2","18%","61 : 39"
"501-600","Federal University of Rio de JaneiroBrazilCourses","52,878","12.8","2%","54 : 46"
"501-600","University of GranadaSpainCoursesVerify Documents","53,476","16.0","6%","56 : 44"
"501-600","University of HaifaIsraelCourses","17,758","30.8","1%","65 : 35"
"501-600","Harbin Institute of TechnologyChinaCourses","31,658","10.8","7%","29 : 71"
"501-600","University of HertfordshireUnited KingdomCoursesEnquire","19,665","19.4","27%","54 : 46"
"501-600","Hiroshima UniversityJapanCourses","14,686","8.2","5%","36 : 64"
"501-600","Huazhong University of Science and TechnologyChinaCoursesExplore","57,242","17.7","3%","34 : 66"
"501-600","Indian Institute of Technology GuwahatiIndiaCourses","4,710","14.2","1%","14 : 86"
"501-600","Indian Institute of Technology KanpurIndiaCourses","6,167","12.2","0%","13 : 87"
"501-600","Indian Institute of Technology RoorkeeIndiaCourses","8,061","18.7","1%","17 : 83"
"501-600","Isfahan University of TechnologyIranCourses","10,964","26.5","1%","39 : 61"
"501-600","Istanbul Technical UniversityTurkeyCourses","34,550","16.0","5%","34 : 66"
"501-600","Jadavpur UniversityIndiaCourses","10,697","16.1","0%","30 : 70"
"501-600","Kanazawa UniversityJapanCourses","10,546","10.4","5%","36 : 64"
"501-600","Kansas State UniversityUnited StatesCoursesEnquire","21,379","15.1","10%","50 : 50"
"501-600","Keio UniversityJapanCourses","33,751","11.9","5%","32 : 68"
"501-600","Kent State UniversityUnited StatesCoursesEnquire","23,122","19.0","7%","58 : 42"
"501-600","King Fahd University of Petroleum and MineralsSaudi ArabiaCourses","6,898","7.1","19%","0 : 100"
"501-600","King Saud UniversitySaudi ArabiaCourses","40,666","13.4","6%","n/a"
"501-600","University of La LagunaSpainCourses","22,422","14.9","5%","58 : 42"
"501-600","Lappeenranta-Lahti University of Technology LUTFinlandCoursesExplore","3,486","23.9","19%","31 : 69"
"501-600","University of LimerickIrelandCourses","12,212","19.8","13%","46 : 54"
"501-600","University of LisbonPortugalCourses","47,849","17.5","9%","51 : 49"
"501-600","Liverpool John Moores UniversityUnited KingdomCoursesEnquire","18,513","19.8","13%","52 : 48"
"501-600","Mahidol UniversityThailandCoursesExplore","27,402","7.5","3%","63 : 37"
"501-600","Manchester Metropolitan UniversityUnited KingdomCoursesEnquire","28,037","18.2","14%","57 : 43"
"501-600","University of MariborSloveniaCourses","14,531","17.3","4%","n/a"
"501-600","Masaryk UniversityCzech RepublicCourses","40,898","26.6","17%","62 : 38"
"501-600","University of the Basque CountrySpainCourses","46,373","15.3","5%","53 : 47"
"501-600","Massey UniversityNew ZealandCoursesEnquire","19,101","16.8","15%","62 : 38"
"501-600","Memorial University of NewfoundlandCanadaCoursesExplore","15,464","14.6","10%","59 : 41"
"501-600","Middle East Technical UniversityTurkeyCourses","25,779","22.2","7%","44 : 56"
"501-600","University of MinhoPortugalCourses","19,090","18.8","9%","52 : 48"
"501-600","Missouri University of Science and TechnologyUnited StatesCoursesEnquire","7,647","15.5","12%","23 : 77"
"501-600","Montana State UniversityUnited StatesCoursesEnquire","12,331","17.8","4%","46 : 54"
"501-600","Monterrey Institute of TechnologyMexicoCoursesExplore","14,353","20.5","12%","40 : 60"
"501-600","National Central UniversityTaiwanCourses","10,915","9.8","6%","31 : 69"
"501-600","National Sun Yat-Sen UniversityTaiwanCourses","9,336","19.6","4%","37 : 63"
"501-600","National Taiwan Normal UniversityTaiwanCoursesExplore","11,072","13.0","19%","57 : 43"
"501-600","National Technical University of AthensGreeceCourses","14,780","26.9","7%","36 : 64"
"501-600","Moscow Institute of Physics and Technology (MIPT)Russian FederationCourses","5,395","7.0","12%","n/a"
"501-600","New Jersey Institute of TechnologyUnited StatesCoursesEnquire","10,646","26.2","17%","25 : 75"
"501-600","New Mexico State University (Main campus)United StatesCoursesEnquire","15,035","18.8","7%","54 : 46"
"501-600","University of North Carolina at GreensboroUnited StatesCoursesEnquire","16,446","19.2","2%","66 : 34"
"501-600","Oklahoma State UniversityUnited StatesCoursesEnquire","21,270","21.4","7%","49 : 51"
"501-600","Osaka City UniversityJapanCourses","8,604","10.1","4%","36 : 64"
"501-600","Otto von Guericke University of MagdeburgGermanyCourses","14,104","13.1","13%","42 : 58"
"501-600","University of OviedoSpainCourses","24,210","13.7","5%","54 : 46"
"501-600","Palacký University OlomoucCzech RepublicCourses","18,540","11.4","9%","70 : 30"
"501-600","Panjab UniversityIndiaCourses","16,691","23.9","1%","46 : 54"
"501-600","Paris Dauphine UniversityFranceCourses","9,565","15.4","28%","53 : 47"
"501-600","Pontifical Catholic University of Rio de Janeiro (PUC-Rio)BrazilCourses","14,300","21.2","3%","49 : 51"
"501-600","Portland State UniversityUnited StatesCoursesEnquire","20,398","22.2","8%","54 : 46"
"501-600","University of PretoriaSouth AfricaCoursesExplore","37,314","20.0","8%","57 : 43"
"501-600","Pusan National UniversitySouth KoreaCoursesExplore","24,929","19.7","12%","51 : 49"
"501-600","Quaid-i-Azam UniversityPakistanCourses","12,688","25.7","0%","53 : 47"
"501-600","University of ReginaCanadaCoursesExplore","11,550","22.8","12%","61 : 39"
"501-600","Renmin University of ChinaChinaCourses","24,954","12.7","6%","n/a"
"501-600","University of Rennes 1FranceCourses","22,186","13.9","12%","50 : 50"
"501-600","University of SalamancaSpainCourses","31,035","17.9","12%","58 : 42"
"501-600","University of Santiago de CompostelaSpainCourses","29,085","15.3","6%","63 : 37"
"501-600","Semmelweis UniversityHungaryCoursesExplore","12,920","10.9","25%","64 : 36"
"501-600","University of SevilleSpainCourses","64,931","17.5","7%","55 : 45"
"501-600","Université de SherbrookeCanadaCoursesEnquire","13,438","5.4","5%","54 : 46"
"501-600","Soochow UniversityChinaCoursesExplore","36,465","12.9","2%","78 : 22"
"501-600","South China University of TechnologyChinaCourses","41,438","17.7","3%","33 : 67"
"501-600","Tallinn University of TechnologyEstoniaCourses","14,061","28.6","5%","44 : 56"
"501-600","Tehran University of Medical SciencesIranCourses","13,912","9.0","1%","62 : 38"
"501-600","University of Texas at ArlingtonUnited StatesCoursesEnquire","29,396","10.5","10%","60 : 40"
"501-600","Tianjin UniversityChinaCourses","29,693","12.2","1%","n/a"
"501-600","Tokyo University of Agriculture and TechnologyJapanCourses","5,865","14.4","5%","27 : 73"
"501-600","University of ToledoUnited StatesCoursesEnquire","19,465","17.5","9%","50 : 50"
"501-600","Tongji UniversityChinaCourses","37,394","13.5","10%","38 : 62"
"501-600","The University of TulsaUnited StatesCoursesEnquire","4,597","12.5","25%","43 : 57"
"501-600","United Arab Emirates UniversityUnited Arab EmiratesCoursesExplore","9,221","12.5","26%","76 : 24"
"501-600","University of WarsawPolandCourses","49,292","14.1","7%","67 : 33"
"501-600","University of Wisconsin-MilwaukeeUnited StatesCoursesEnquire","22,542","18.4","5%","52 : 48"
"501-600","Xi’an Jiaotong UniversityChinaCourses","29,863","12.3","4%","34 : 66"
"501-600","University of ZaragozaSpainCourses","31,046","11.8","5%","55 : 45"
"601-800","University of A CoruñaSpainCourses","17,062","13.0","2%","52 : 48"
"601-800","Adam Mickiewicz University, PoznańPolandCourses","40,633","15.6","1%","71 : 29"
"601-800","AGH University of Science and TechnologyPolandCourses","35,569","17.0","0%","0 : 100"
"601-800","Ajou UniversitySouth KoreaCourses","12,706","11.3","2%","33 : 67"
"601-800","University of AlcaláSpainCourses","30,812","25.1","18%","53 : 47"
"601-800","Alexandria UniversityEgyptCourses","127,431","23.3","1%","46 : 54"
"601-800","Alexandru Ioan Cuza UniversityRomaniaCourses","25,724","33.0","5%","63 : 37"
"601-800","Aligarh Muslim UniversityIndiaCourses","11,197","10.5","2%","17 : 83"
"601-800","American University of SharjahUnited Arab EmiratesCourses","5,226","14.1","82%","48 : 52"
"601-800","Amrita Vishwa VidyapeethamIndiaCourses","17,273","6.6","8%","n/a"
"601-800","Anadolu UniversityTurkeyCourses","379,231","162.6","1%","78 : 22"
"601-800","Andhra UniversityIndiaCourses","10,407","20.2","3%","36 : 64"
"601-800","University of AntioquiaColombiaCourses","38,872","23.0","1%","50 : 50"
"601-800","Aristotle University of ThessalonikiGreeceCourses","46,288","22.2","9%","52 : 48"
"601-800","Asia University, TaiwanTaiwanCourses","12,119","26.3","3%","53 : 47"
"601-800","Athens University of Economics and BusinessGreeceCourses","13,167","57.5","6%","47 : 53"
"601-800","Auckland University of TechnologyNew ZealandCoursesExplore","18,981","18.1","38%","58 : 42"
"601-800","Austral University of ChileChileCourses","13,794","17.8","1%","47 : 53"
"601-800","Beijing Institute of TechnologyChinaCourses","25,983","12.6","3%","35 : 65"
"601-800","Belarusian State UniversityBelarusCourses","29,303","10.6","6%","69 : 31"
"601-800","University of BelgradeSerbiaCourses","96,968","28.3","4%","60 : 40"
