"Rank","NameCountry/Region","No. of FTE Students","No. of students per staff","International Students","Female:Male Ratio"
"801–1000","Pablo de Olavide UniversitySpainCourses","12,025","15.2","17%","60 : 40"
"801–1000","Paris Nanterre UniversityFranceCourses","32,735","35.0","17%","62 : 38"
"801–1000","University of PatrasGreeceCourses","26,098","29.9","4%","49 : 51"
"801–1000","Pondicherry UniversityIndiaCourses","6,185","17.0","0%","38 : 62"
"801–1000","Pontifical Catholic University of PeruPeruCourses","22,322","7.0","3%","47 : 53"
"801–1000","Pontifical Catholic University of Rio Grande do Sul (PUCRS)BrazilCourses","19,398","23.2","0%","50 : 50"
"801–1000","Universiti Putra MalaysiaMalaysiaCourses","23,853","10.2","20%","64 : 36"
"801–1000","University Rey Juan CarlosSpainCourses","36,643","26.6","14%","58 : 42"
"801–1000","Riga Technical UniversityLatviaCourses","10,564","26.6","10%","34 : 66"
"801–1000","Robert Gordon UniversityUnited KingdomCoursesEnquire","9,406","18.0","23%","61 : 39"
"801–1000","University of RoehamptonUnited KingdomCoursesEnquire","7,692","17.1","29%","72 : 28"
"801–1000","Saitama UniversityJapanCourses","8,602","13.7","5%","33 : 67"
"801–1000","Samara National Research University (Samara University)Russian FederationCoursesExplore","9,934","10.3","7%","51 : 49"
"801–1000","Universidade Estadual Paulista (Unesp)BrazilCourses","30,718","9.7","4%","49 : 51"
"801–1000","Sapporo Medical UniversityJapanCourses","1,332","3.5","0%","41 : 59"
"801–1000","University of Science and Technology BeijingChinaCourses","24,090","14.9","4%","36 : 64"
"801–1000","University of SeoulSouth KoreaCourses","8,857","16.8","5%","n/a"
"801–1000","University of SfaxTunisiaCourses","33,185","14.4","1%","67 : 33"
"801–1000","Shahid Beheshti UniversityIranCourses","18,263","21.3","1%","52 : 48"
"801–1000","Shahid Beheshti University of Medical SciencesIranCourses","12,604","9.0","1%","62 : 38"
"801–1000","Shanghai UniversityChinaCourses","36,382","13.4","6%","47 : 53"
"801–1000","Shantou UniversityChinaCourses","9,981","11.0","1%","51 : 49"
"801–1000","University of SharjahUnited Arab EmiratesCourses","13,957","23.1","63%","65 : 35"
"801–1000","Sheffield Hallam UniversityUnited KingdomCoursesEnquire","24,924","16.6","14%","55 : 45"
"801–1000","Shinshu UniversityJapanCourses","10,700","9.9","3%","32 : 68"
"801–1000","Shiraz UniversityIranCourses","13,861","20.7","0%","49 : 51"
"801–1000","Sidi Mohamed Ben Abdellah UniversityMoroccoCourses","94,163","63.2","2%","40 : 60"
"801–1000","Sohag UniversityEgyptCourses","48,895","28.2","0%","58 : 42"
"801–1000","Southern Medical UniversityChinaCourses","18,658","6.5","5%","59 : 41"
"801–1000","University of South WalesUnited KingdomCoursesEnquire","16,500","17.5","20%","52 : 48"
"801–1000","Sri Venkateswara UniversityIndiaCourses","7,747","17.3","0%","40 : 60"
"801–1000","Staffordshire UniversityUnited KingdomCoursesExplore","9,456","15.3","14%","50 : 50"
"801–1000","Sultan Qaboos UniversityOmanCourses","7,624","8.9","3%","50 : 50"
"801–1000","Suranaree University of TechnologyThailandCourses","15,068","31.9","1%","54 : 46"
"801–1000","University of TalcaChileCourses","10,628","23.6","1%","52 : 48"
"801–1000","Tanta UniversityEgyptCourses","138,971","28.2","2%","56 : 44"
"801–1000","Teesside UniversityUnited KingdomCoursesEnquire","11,580","17.9","12%","56 : 44"
"801–1000","Universiti Tenaga Nasional (UNITEN)MalaysiaCourses","7,893","17.7","7%","40 : 60"
"801–1000","Texas State UniversityUnited StatesCoursesEnquire","31,120","19.7","1%","58 : 42"
"801–1000","Thapar UniversityIndiaCourses","7,503","15.5","1%","28 : 72"
"801–1000","Toho UniversityJapanCourses","5,096","13.4","0%","50 : 50"
"801–1000","Tokushima UniversityJapanCourses","7,566","8.8","2%","35 : 65"
"801–1000","Tokyo University of Agriculture and TechnologyJapanCourses","5,795","14.9","6%","30 : 70"
"801–1000","Tokyo Medical UniversityJapanCourses","1,333","1.5","0%","50 : 50"
"801–1000","Tokyo University of ScienceJapanCoursesExplore","19,162","24.8","2%","21 : 79"
"801–1000","Toyohashi University of Technology (TUT)JapanCourses","2,350","9.9","7%","9 : 91"
"801–1000","Tribhuvan UniversityNepalCourses","359,377","44.6","0%","44 : 56"
"801–1000","Tshwane University of TechnologySouth AfricaCourses","42,846","32.3","2%","52 : 48"
"801–1000","Universiti Utara MalaysiaMalaysiaCourses","13,171","12.1","23%","65 : 35"
"801–1000","Vilnius UniversityLithuaniaCourses","16,773","11.6","8%","65 : 35"
"801–1000","VIT UniversityIndiaCourses","30,941","17.9","3%","27 : 73"
"801–1000","Warsaw University of TechnologyPolandCourses","31,672","13.4","5%","34 : 66"
"801–1000","Wuhan University of TechnologyChinaCourses","50,924","14.0","3%","30 : 70"
"801–1000","Xiangtan UniversityChinaCoursesExplore","30,928","21.2","1%","53 : 47"
"801–1000","Xidian UniversityChinaCourses","33,258","17.4","2%","29 : 71"
"801–1000","Yamagata UniversityJapanCourses","8,955","8.6","1%","35 : 65"
"801–1000","University of YamanashiJapanCourses","4,725","6.4","4%","31 : 69"
"801–1000","Yangzhou UniversityChinaCoursesExplore","36,362","16.0","3%","55 : 45"
"801–1000","Yokohama National UniversityJapanCourses","9,972","12.6","7%","29 : 71"
"801–1000","University of ZagrebCroatiaCourses","66,967","18.7","1%","50 : 50"
"1001+","Ain Shams UniversityEgyptCourses","171,700","17.4","3%","52 : 48"
"1001+","Akdeniz UniversityTurkeyCourses","50,491","32.0","3%","55 : 45"
"1001+","Akita UniversityJapanCourses","5,074","9.2","4%","35 : 65"
"1001+","Al-Azhar UniversityEgyptCourses","318,158","41.9","5%","44 : 56"
"1001+","Alexandru Ioan Cuza UniversityRomaniaCourses","23,255","19.1","6%","65 : 35"
"1001+","Alzahra UniversityIranCourses","10,590","24.4","1%","100 : 0"
"1001+","Amity UniversityIndiaCourses","27,278","14.0","5%","43 : 57"
"1001+","University of the Andes, VenezuelaVenezuelaCourses","47,565","19.0","0%","62 : 38"
"1001+","Andhra UniversityIndiaCourses","9,752","16.8","4%","51 : 49"
"1001+","Universidad Andrés Bello (UNAB)ChileCourses","44,436","23.5","1%","52 : 48"
"1001+","Ankara UniversityTurkeyCourses","69,324","18.0","4%","52 : 48"
"1001+","Annamalai UniversityIndiaCourses","27,369","14.1","2%","42 : 58"
"1001+","University of AntioquiaColombiaCourses","40,505","23.3","0%","51 : 49"
"1001+","Aoyama Gakuin UniversityJapanCourses","19,520","8.2","3%","47 : 53"
"1001+","Assiut UniversityEgyptCourses","79,183","17.9","0%","45 : 55"
"1001+","Autonomous University of Baja CaliforniaMexicoCoursesExplore","59,812","20.4","2%","53 : 47"
"1001+","Universidad Autónoma del Estado de HidalgoMexicoCourses","33,839","17.9","0%","56 : 44"
"1001+","Universidad Autónoma de Nuevo León (UANL)MexicoCourses","102,466","27.2","1%","n/a"
"1001+","Benemérita Universidad Autónoma de PueblaMexicoCourses","78,390","35.2","0%","53 : 47"
"1001+","Autonomous University of San Luis PotosiMexicoCourses","31,102","9.3","1%","50 : 50"
"1001+","Universidad Autónoma del Estado de Mexico (UAEMex)MexicoCourses","57,087","23.2","0%","59 : 41"
"1001+","Universidad Autónoma de YucatánMexicoCourses","16,570","14.9","0%","49 : 51"
"1001+","Badji Mokhtar University – AnnabaAlgeriaCourses","40,514","33.6","1%","52 : 48"
"1001+","Bahauddin Zakariya UniversityPakistanCourses","24,532","30.2","0%","44 : 56"
"1001+","Bahçeşehir UniversityTurkeyCourses","14,159","34.2","12%","48 : 52"
"1001+","Belarusian State UniversityBelarusCourses","29,230","9.2","8%","65 : 35"
"1001+","University of Bío-BíoChileCourses","12,893","24.7","1%","42 : 58"
"1001+","University of BirjandIranCourses","11,347","28.7","1%","56 : 44"
"1001+","Birmingham City UniversityUnited KingdomCoursesEnquire","19,618","18.8","22%","62 : 38"
"1001+","Bucharest University of Economic StudiesRomaniaCourses","21,447","11.8","3%","47 : 53"
"1001+","Canterbury Christ Church UniversityUnited KingdomCoursesEnquire","11,728","18.7","12%","67 : 33"
"1001+","Catholic University of the NorthChileCourses","11,669","20.5","2%","45 : 55"
"1001+","Ceará State UniversityBrazilCourses","17,934","16.3","0%","56 : 44"
"1001+","Chaoyang University of TechnologyTaiwanCourses","17,017","43.3","8%","56 : 44"
"1001+","University of ChesterUnited KingdomCoursesEnquire","10,303","17.5","10%","66 : 34"
"1001+","Chiba Institute of TechnologyJapanCourses","9,774","30.7","1%","12 : 88"
"1001+","Chubu UniversityJapanCourses","12,661","24.8","1%","26 : 74"
"1001+","Chungnam National UniversitySouth KoreaCourses","22,773","21.7","4%","44 : 56"
"1001+","Chuo UniversityJapanCourses","26,698","37.9","4%","35 : 65"
"1001+","Cochin University of Science and TechnologyIndiaCourses","8,147","19.2","0%","36 : 64"
"1001+","University of ColomboSri LankaCourses","29,464","29.5","0%","56 : 44"
"1001+","University of ConcepciónChileCourses","27,077","17.5","1%","51 : 49"
"1001+","Université Frères Mentouri Constantine 1AlgeriaCourses","33,735","19.4","0%","55 : 45"
"1001+","Corvinus University of BudapestHungaryCourses","10,404","24.7","14%","54 : 46"
"1001+","Cukurova UniversityTurkeyCourses","41,446","18.7","4%","45 : 55"
"1001+","University of Dar es SalaamTanzaniaCourses","25,282","15.2","0%","33 : 67"
"1001+","Del Rosario UniversityColombiaCourses","9,568","12.5","1%","n/a"
"1001+","Democritus University of ThraceGreeceCourses","29,386","46.9","3%","54 : 46"
"1001+","Dokuz Eylül UniversityTurkeyCourses","63,639","19.2","2%","47 : 53"
"1001+","Doshisha UniversityJapanCourses","28,311","18.9","4%","40 : 60"
"1001+","University of Economics, PragueCzech RepublicCourses","14,945","29.2","22%","54 : 46"
"1001+","Ehime UniversityJapanCourses","9,419","12.8","3%","37 : 63"
"1001+","The University of Electro-CommunicationsJapanCourses","4,806","15.7","6%","11 : 89"
"1001+","University of Engineering & Technology (UET) LahorePakistanCourses","12,467","13.9","2%","23 : 77"
"1001+","Far Eastern Federal UniversityRussian FederationCourses","15,480","9.4","15%","n/a"
"1001+","Universidade Federal do Ceará (UFC)BrazilCourses","31,719","14.6","1%","47 : 53"
"1001+","Federal University of GoiásBrazilCourses","29,558","13.3","0%","44 : 56"
"1001+","Federal University of ItajubáBrazilCourses","8,997","18.2","1%","29 : 71"
"1001+","Federal University of LavrasBrazilCourses","15,389","22.1","1%","52 : 48"
"1001+","Federal University of ParáBrazilCourses","49,435","20.7","0%","56 : 44"
"1001+","Universidade Federal do Paraná (UFPR)BrazilCourses","32,952","12.8","0%","51 : 49"
"1001+","Federal University of PernambucoBrazilCourses","38,264","14.7","1%","50 : 50"
"1001+","Federal University of Rio Grande do Norte (UFRN)BrazilCourses","39,365","16.3","0%","56 : 44"
"1001+","Federal University of Santa MariaBrazilCourses","26,334","13.8","0%","56 : 44"
"1001+","Universidade Tecnológica Federal do Paraná (UTFPR)BrazilCourses","33,025","13.2","1%","36 : 64"
"1001+","Federal University of UberlândiaBrazilCourses","20,461","11.5","%","n/a"
"1001+","Federal University of ViçosaBrazilCourses","17,340","14.6","2%","51 : 49"
"1001+","Feng Chia UniversityTaiwanCourses","19,811","23.3","15%","37 : 63"
"1001+","Fluminense Federal UniversityBrazilCourses","68,410","19.0","0%","49 : 51"
"1001+","University of FukuiJapanCourses","4,999","9.2","4%","29 : 71"
"1001+","Universitas Gadjah MadaIndonesiaCourses","41,201","10.5","1%","54 : 46"
"1001+","Gazi UniversityTurkeyCourses","79,733","31.5","3%","49 : 51"
"1001+","G.B. Pant University of Agriculture & Technology, PantnagarIndiaCourses","4,389","7.5","0%","43 : 57"
"1001+","University of GdańskPolandCourses","29,683","17.6","2%","61 : 39"
"1001+","Gdańsk University of TechnologyPolandCourses","23,017","18.7","2%","40 : 60"
"1001+","Gifu UniversityJapanCourses","7,161","7.9","4%","35 : 65"
"1001+","GITAM UniversityIndiaCourses","16,223","14.7","2%","32 : 68"
"1001+","Government College University LahorePakistanCourses","8,841","33.5","1%","43 : 57"
"1001+","Grigore T. Popa University of Medicine and PharmacyRomaniaCourses","9,602","11.4","29%","66 : 34"
"1001+","University of GuadalajaraMexicoCoursesExplore","120,298","52.4","0%","52 : 48"
"1001+","University of GuanajuatoMexicoCourses","24,798","16.6","1%","52 : 48"
"1001+","Guangxi UniversityChinaCourses","34,199","15.8","5%","46 : 54"
"1001+","Gunma UniversityJapanCourses","6,362","7.3","3%","37 : 63"
"1001+","Hallym UniversitySouth KoreaCourses","8,372","9.8","4%","n/a"
"1001+","Harbin Engineering UniversityChinaCourses","24,124","14.1","2%","26 : 74"
"1001+","The Hashemite UniversityJordanCourses","16,879","16.8","4%","58 : 42"
"1001+","Université Hassan II de CasablancaMoroccoCourses","100,095","30.7","2%","53 : 47"
"1001+","Helwan UniversityEgyptCourses","154,964","36.0","1%","58 : 42"
"1001+","Hosei UniversityJapanCourses","30,364","41.0","2%","36 : 64"
"1001+","Huaqiao UniversityChinaCourses","29,637","17.8","11%","49 : 51"
"1001+","University of HyogoJapanCourses","6,607","14.0","2%","39 : 61"
"1001+","Ibaraki UniversityJapanCourses","8,153","12.0","3%","35 : 65"
"1001+","Imam Abdulrahman Bin Faisal UniversitySaudi ArabiaCoursesExplore","28,627","10.6","3%","78 : 22"
"1001+","Incheon National UniversitySouth KoreaCourses","13,807","23.0","2%","44 : 56"
"1001+","IPB UniversityIndonesiaCourses","23,044","13.1","1%","58 : 42"
"1001+","I-Shou UniversityTaiwanCourses","16,425","31.1","9%","47 : 53"
"1001+","Ivane Javakhishvili Tbilisi State UniversityGeorgiaCoursesExplore","20,225","24.8","2%","62 : 38"
"1001+","Ivan Franko National University of LvivUkraineCourses","18,210","9.6","1%","75 : 25"
"1001+","Iwate UniversityJapanCourses","5,626","14.7","3%","37 : 63"
"1001+","Izmir Institute of TechnologyTurkeyCourses","5,035","22.7","3%","46 : 54"
"1001+","Kagoshima UniversityJapanCourses","10,498","10.2","3%","38 : 62"
"1001+","Kanagawa UniversityJapanCourses","18,541","13.8","3%","28 : 72"
"1001+","Kansai UniversityJapanCourses","30,401","12.0","3%","39 : 61"
"1001+","Kasetsart UniversityThailandCourses","68,213","22.9","1%","62 : 38"
"1001+","Kaunas University of TechnologyLithuaniaCourses","10,146","14.0","5%","38 : 62"
"1001+","Kazan National Research Technological UniversityRussian FederationCourses","15,631","10.6","10%","47 : 53"
"1001+","University of KeralaIndiaCourses","8,210","19.3","0%","56 : 44"
"1001+","Kharazmi UniversityIranCourses","13,129","20.7","1%","57 : 43"
"1001+","Khon Kaen UniversityThailandCourses","36,280","18.5","2%","56 : 44"
"1001+","KIIT UniversityIndiaCoursesExplore","19,633","14.0","2%","37 : 63"
"1001+","King Mongkut’s Institute of Technology LadkrabangThailandCourses","22,938","22.4","0%","53 : 47"
"1001+","King Mongkut's University of Technology North BangkokThailandCourses","25,542","24.1","0%","40 : 60"
"1001+","Kitasato UniversityJapanCourses","8,539","5.3","0%","53 : 47"
"1001+","Kogakuin UniversityJapanCoursesExplore","6,531","17.0","1%","15 : 85"
"1001+","Kookmin UniversitySouth KoreaCourses","17,299","11.1","9%","45 : 55"
"1001+","Kwansei Gakuin UniversityJapanCourses","23,965","21.1","3%","48 : 52"
"1001+","Kyoto Institute of TechnologyJapanCourses","4,060","13.2","5%","27 : 73"
"1001+","University of LahorePakistanCourses","24,674","14.3","2%","35 : 65"
"1001+","University of LeónSpainCourses","12,303","14.6","5%","56 : 44"
"1001+","L.N. Gumilyov Eurasian National UniversityKazakhstanCourses","16,155","4.9","3%","n/a"
"1001+","Lobachevsky State University of Nizhni NovgorodRussian FederationCourses","18,205","8.0","7%","53 : 47"
"1001+","University of ŁódźPolandCourses","33,758","15.2","4%","65 : 35"
"1001+","Lodz University of TechnologyPolandCourses","17,115","13.1","3%","41 : 59"
"1001+","London South Bank UniversityUnited KingdomCoursesEnquire","11,965","17.1","34%","56 : 44"
"1001+","Londrina State UniversityBrazilCourses","23,392","13.7","1%","57 : 43"
"1001+","Lviv Polytechnic National UniversityUkraineCourses","22,520","11.0","1%","39 : 61"
"1001+","Maharaja Sayajirao University of BarodaIndiaCourses","34,111","27.3","0%","58 : 42"
"1001+","Mahasarakham UniversityThailandCourses","43,552","34.4","0%","63 : 37"
"1001+","Universiti Malaysia Sarawak (UNIMAS)MalaysiaCoursesExplore","15,426","19.2","5%","65 : 35"
"1001+","Manipal Academy of Higher EducationIndiaCourses","25,145","9.7","8%","43 : 57"
"1001+","Marmara UniversityTurkeyCourses","72,603","35.7","4%","52 : 48"
"1001+","Meiji UniversityJapanCourses","32,270","29.8","4%","32 : 68"
"1001+","Meijo UniversityJapanCourses","15,422","32.6","2%","27 : 73"
"1001+","Menoufia UniversityEgyptCourses","82,327","38.7","1%","44 : 56"
"1001+","Universidad Michoacana de San Nicolás de HidalgoMexicoCourses","39,392","29.0","1%","51 : 49"
"1001+","Ming Chuan UniversityTaiwanCourses","18,800","22.7","11%","60 : 40"
"1001+","Minia UniversityEgyptCourses","58,870","15.9","1%","61 : 39"
"1001+","MIREA - Russian Technological UniversityRussian FederationCourses","16,441","14.9","3%","31 : 69"
"1001+","University of MiyazakiJapanCourses","5,507","8.3","2%","35 : 65"
"1001+","University of MonastirTunisiaCourses","21,267","11.3","1%","68 : 32"
"1001+","Moscow Aviation InstituteRussian FederationCourses","15,263","10.5","9%","28 : 72"
"1001+","Moscow Power Engineering InstituteRussian FederationCourses","11,252","15.4","9%","38 : 62"
"1001+","Muroran Institute of TechnologyJapanCoursesExplore","3,320","18.0","4%","9 : 91"
"1001+","University of MysoreIndiaCourses","7,944","20.3","8%","43 : 57"
"1001+","Nagaoka University of TechnologyJapanCourses","2,388","10.3","12%","11 : 89"
"1001+","Nagoya Institute of TechnologyJapanCourses","5,637","16.1","4%","14 : 86"
"1001+","University of NairobiKenyaCourses","72,466","40.4","1%","36 : 64"
"1001+","Nara Medical UniversityJapanCourses","1,202","3.6","1%","48 : 52"
"1001+","Naresuan UniversityThailandCourses","23,232","15.8","1%","66 : 34"
"1001+","National Changhua University of EducationTaiwanCourses","8,124","21.4","8%","53 : 47"
"1001+","National Chiayi UniversityTaiwanCourses","12,537","26.0","4%","48 : 52"
"1001+","National Chung Cheng UniversityTaiwanCourses","14,278","19.9","4%","37 : 63"
"1001+","National University of ColombiaColombiaCourses","51,844","22.0","1%","38 : 62"
"1001+","National University of CórdobaArgentinaCourses","64,491","11.5","2%","63 : 37"
"1001+","National University of KaohsiungTaiwanCourses","5,599","23.5","4%","41 : 59"
"1001+","National University of La PlataArgentinaCourses","118,688","23.9","5%","56 : 44"
"1001+","Instituto Politécnico Nacional (IPN)MexicoCourses","178,492","10.5","0%","38 : 62"
"1001+","National Research University of Electronic Technology (MIET)Russian FederationCourses","4,197","11.6","3%","31 : 69"
"1001+","National Research Saratov State UniversityRussian FederationCourses","8,756","9.7","6%","60 : 40"
"1001+","National University of the SouthArgentinaCourses","20,325","6.9","1%","58 : 42"
"1001+","Nicolaus Copernicus University in ToruńPolandCourses","23,670","12.0","2%","69 : 31"
"1001+","University of Nigeria NsukkaNigeriaCourses","32,429","14.2","1%","48 : 52"
"1001+","North China Electric Power UniversityChinaCourses","30,412","16.7","1%","35 : 65"
"1001+","Ochanomizu UniversityJapanCourses","2,947","14.2","5%","100 : 0"
"1001+","Oita UniversityJapanCourses","5,682","9.4","1%","37 : 63"
"1001+","Ondokuz Mayis UniversityTurkeyCourses","33,790","30.5","6%","52 : 48"
"1001+","Osaka Prefecture UniversityJapanCourses","7,794","10.0","4%","36 : 64"
"1001+","University of PardubiceCzech RepublicCourses","7,807","14.5","6%","55 : 45"
"1001+","Perm National Research Polytechnic UniversityRussian FederationCourses","9,509","9.0","5%","38 : 62"
"1001+","Perm State UniversityRussian FederationCourses","12,452","14.2","1%","65 : 35"
"1001+","Pirogov Russian National Research Medical UniversityRussian FederationCourses","8,608","5.7","7%","73 : 27"
"1001+","PMAS Arid Agriculture University RawalpindiPakistanCourses","10,919","45.5","0%","39 : 61"
"1001+","Universidad Pontificia Bolivariana (UPB)ColombiaCourses","13,748","11.3","1%","56 : 44"
"1001+","Pontifícia Universidade Católica do ParanáBrazilCourses","25,198","25.8","1%","52 : 48"
"1001+","Pontifical Catholic University of ValparaísoChileCourses","15,165","23.1","1%","43 : 57"
"1001+","Prince of Songkla UniversityThailandCourses","41,469","18.0","2%","69 : 31"
"1001+","PSG College of TechnologyIndiaCourses","8,283","15.3","0%","38 : 62"
"1001+","Universidade do Estado do Rio de Janeiro (UERJ)BrazilCourses","22,918","8.7","0%","57 : 43"
"1001+","Ritsumeikan UniversityJapanCourses","32,739","17.0","5%","36 : 64"
"1001+","University of the RyukyusJapanCourses","8,184","10.9","2%","38 : 62"
"1001+","Saga UniversityJapanCourses","6,994","9.9","2%","38 : 62"
"1001+","Saitama Medical UniversityJapanCourses","1,889","1.5","0%","52 : 48"
"1001+","University of Santiago, Chile (USACH)ChileCourses","24,606","25.9","2%","40 : 60"
"1001+","SASTRA UniversityIndiaCourses","12,997","16.5","0%","50 : 50"
"1001+","Sathyabama Institute of Science and TechnologyIndiaCourses","15,886","19.5","1%","48 : 52"
"1001+","University of Sciences and Technology Houari BoumedieneAlgeriaCourses","35,418","19.0","1%","n/a"
"1001+","Sechenov UniversityRussian FederationCoursesExplore","15,320","8.5","13%","79 : 21"
"1001+","Seoul National University of Science and Technology (SeoulTech)South KoreaCourses","12,407","17.3","3%","34 : 66"
"1001+","Shahid Bahonar University of KermanIranCourses","14,635","22.2","0%","56 : 44"
"1001+","Shahrood University of TechnologyIranCourses","8,453","27.0","0%","46 : 54"
"1001+","Shanghai Maritime UniversityChinaCourses","23,281","18.0","3%","40 : 60"
"1001+","Shibaura Institute of Technology TokyoJapanCourses","7,287","23.9","13%","19 : 81"
"1001+","Shimane UniversityJapanCourses","6,125","7.9","2%","36 : 64"
"1001+","Shizuoka UniversityJapanCourses","9,932","13.7","3%","29 : 71"
"1001+","University of ShizuokaJapanCourses","2,937","11.4","4%","60 : 40"
"1001+","Showa UniversityJapanCourses","3,650","2.0","0%","58 : 42"
"1001+","Siberian Federal UniversityRussian FederationCourses","26,705","15.9","3%","50 : 50"
"1001+","University of Silesia in KatowicePolandCourses","25,546","13.5","3%","67 : 33"
"1001+","Simón Bolívar UniversityVenezuelaCourses","11,040","14.9","0%","44 : 56"
"1001+","Slovak University of Technology in BratislavaSlovakiaCourses","14,579","13.0","2%","34 : 66"
"1001+","Sofia UniversityBulgariaCourses","23,029","14.4","5%","65 : 35"
"1001+","University of SonoraMexicoCourses","29,921","20.9","1%","53 : 47"
"1001+","Sophia UniversityJapanCoursesExplore","13,281","24.5","9%","54 : 46"
"1001+","University of South AfricaSouth AfricaCourses","163,520","106.7","8%","67 : 33"
"1001+","University of South ChinaChinaCourses","21,927","3.6","1%","44 : 56"
"1001+","Southern Federal UniversityRussian FederationCourses","17,627","8.3","8%","51 : 49"
"1001+","University of Southern MississippiUnited StatesCoursesEnquire","13,562","18.5","4%","64 : 36"
"1001+","South Valley UniversityEgyptCourses","46,462","55.9","0%","62 : 38"
"1001+","Southwest Jiaotong UniversityChinaCourses","36,351","16.0","2%","25 : 75"
"1001+","Srinakharinwirot UniversityThailandCourses","23,105","19.5","0%","66 : 34"
"1001+","SRM Institute of Science and TechnologyIndiaCourses","47,375","16.4","2%","21 : 79"
"1001+","Universidade Estadual de MaringáBrazilCourses","20,522","11.4","1%","55 : 45"
"1001+","State University of Ponta GrossaBrazilCourses","10,378","10.8","0%","57 : 43"
"1001+","St Petersburg Electrotechnical University (LETI)Russian FederationCoursesExplore","8,418","13.1","12%","30 : 70"
"1001+","Tamil Nadu Agricultural UniversityIndiaCourses","5,893","7.3","0%","62 : 38"
"1001+","Tamkang UniversityTaiwanCourses","27,041","23.9","7%","48 : 52"
"1001+","University of TarapacáChileCourses","8,857","25.0","2%","54 : 46"
"1001+","Taras Shevchenko National University of KyivUkraineCourses","22,400","8.8","4%","57 : 43"
"1001+","Technical University of KošiceSlovakiaCourses","9,013","11.6","5%","29 : 71"
"1001+","Technical University of LiberecCzech RepublicCourses","5,706","11.0","11%","55 : 45"
"1001+","Universiti Teknologi MARAMalaysiaCourses","54,418","16.4","0%","66 : 34"
"1001+","Institut Teknologi Sepuluh NopemberIndonesiaCourses","16,712","13.2","3%","40 : 60"
"1001+","Thammasat UniversityThailandCourses","33,023","12.2","1%","63 : 37"
"1001+","University of Abou Bekr Belkaïd TlemcenAlgeriaCourses","44,100","24.3","1%","72 : 28"
"1001+","TOBB University of Economics and TechnologyTurkeyCourses","5,474","16.5","1%","46 : 54"
"1001+","Tokai UniversityJapanCourses","30,070","12.9","2%","26 : 74"
"1001+","Tokyo University of AgricultureJapanCourses","12,145","34.9","2%","41 : 59"
"1001+","Tokyo City UniversityJapanCourses","7,760","15.9","1%","23 : 77"
"1001+","Tokyo Denki UniversityJapanCourses","9,315","25.2","2%","11 : 89"
"1001+","Tokyo University of Marine Science and TechnologyJapanCourses","2,686","11.0","7%","33 : 67"
"1001+","Tomas Bata University in ZlínCzech RepublicCourses","8,804","20.2","10%","59 : 41"
"1001+","Tottori UniversityJapanCourses","6,094","8.2","2%","36 : 64"
"1001+","University of ToyamaJapanCourses","9,289","12.0","3%","40 : 60"
"1001+","Toyo UniversityJapanCourses","30,484","31.0","4%","41 : 59"
"1001+","University of Tunis El ManarTunisiaCourses","34,455","10.3","1%","67 : 33"
"1001+","Unisinos UniversityBrazilCourses","13,475","21.1","1%","52 : 48"
"1001+","Ural Federal UniversityRussian FederationCourses","24,406","10.9","9%","49 : 51"
"1001+","Urmia UniversityIranCourses","13,569","27.8","0%","50 : 50"
"1001+","Utsunomiya UniversityJapanCourses","4,989","13.8","5%","37 : 63"
"1001+","University of ValparaísoChileCourses","16,535","17.9","3%","57 : 43"
"1001+","University of VeracruzMexicoCourses","61,886","13.6","0%","53 : 47"
"1001+","University of Veterinary and Animal Sciences, LahorePakistanCourses","5,255","28.9","1%","47 : 53"
"1001+","V.N. Karazin Kharkiv National UniversityUkraineCourses","16,069","10.1","29%","55 : 45"
"1001+","Volgograd State Technical UniversityRussian FederationCourses","13,061","12.5","7%","39 : 61"
"1001+","Voronezh State UniversityRussian FederationCourses","15,490","11.4","10%","57 : 43"
"1001+","VSB - Technical University of OstravaCzech RepublicCoursesExplore","14,835","17.3","10%","36 : 64"
"1001+","University of West BohemiaCzech RepublicCourses","11,984","17.5","4%","52 : 48"
"1001+","Universidade Estadual do Oeste do Paraná (Unioeste)BrazilCourses","10,919","4.1","0%","59 : 41"
"1001+","West University of TimişoaraRomaniaCourses","14,189","18.3","4%","64 : 36"
"1001+","Wrocław University of Science and TechnologyPolandCourses","34,819","18.5","2%","33 : 67"
"1001+","Yamaguchi UniversityJapanCourses","10,569","10.8","4%","36 : 64"
"1001+","Yanshan UniversityChinaCourses","32,183","16.3","1%","39 : 61"
"1001+","Yarmouk UniversityJordanCourses","35,320","34.5","9%","61 : 39"
"1001+","Yazd UniversityIranCourses","13,635","30.3","0%","57 : 43"
"1001+","Yeditepe UniversityTurkeyCoursesExplore","19,705","18.6","2%","55 : 45"
"1001+","Yuan Ze UniversityTaiwanCourses","8,186","19.2","9%","42 : 58"
"1001+","Zagazig UniversityEgyptCourses","135,036","20.6","2%","51 : 49"
"1001+","University of ZanjanIranCourses","10,606","26.7","0%","55 : 45"
