"Rank","NameCountry/Region","No. of FTE Students","No. of students per staff","International Students","Female:Male Ratio"
"801+","University of TalcaChileCourses","10,436","25.1","1%","50 : 50"
"801+","Tamkang UniversityTaiwanCourses","27,612","26.5","6%","48 : 52"
"801+","Taras Shevchenko National University of KyivUkraineCourses","20,759","8.2","3%","60 : 40"
"801+","Technical University of LiberecCzech RepublicCourses","6,599","13.5","7%","65 : 35"
"801+","Universiti Teknologi MARAMalaysiaCourses","59,795","15.3","0%","65 : 35"
"801+","University of Abou Bekr Belkaïd TlemcenAlgeriaCourses","43,008","25.1","1%","67 : 33"
"801+","Tokai UniversityJapanCourses","29,959","12.9","1%","27 : 73"
"801+","Tokyo Denki UniversityJapanCourses","9,652","26.8","2%","10 : 90"
"801+","Tokyo University of Marine Science and TechnologyJapanCourses","2,678","11.4","6%","33 : 67"
"801+","Tomas Bata University in ZlínCzech RepublicCourses","10,223","23.3","8%","n/a"
"801+","Tottori UniversityJapanCourses","6,185","8.2","2%","35 : 65"
"801+","University of ToyamaJapanCourses","9,308","11.3","3%","39 : 61"
"801+","University of Tunis El ManarTunisiaCourses","37,781","21.1","1%","65 : 35"
"801+","Ural Federal UniversityRussian FederationCourses","28,089","10.0","4%","47 : 53"
"801+","Universiti Utara MalaysiaMalaysiaCourses","12,538","12.1","18%","73 : 27"
"801+","Utsunomiya UniversityJapanCourses","5,024","14.6","5%","36 : 64"
"801+","V.N. Karazin Kharkiv National UniversityUkraineCourses","15,778","10.4","25%","54 : 46"
"801+","VIT UniversityIndiaCourses","29,572","20.0","2%","25 : 75"
"801+","Voronezh State UniversityRussian FederationCourses","14,011","10.1","9%","53 : 47"
"801+","VSB - Technical University of OstravaCzech RepublicCoursesExplore","20,191","25.2","7%","n/a"
"801+","University of West BohemiaCzech RepublicCourses","14,067","19.7","3%","52 : 48"
"801+","Wuhan University of TechnologyChinaCourses","50,753","14.9","3%","30 : 70"
"801+","Xiangtan UniversityChinaCoursesExplore","28,407","19.7","1%","51 : 49"
"801+","Xidian UniversityChinaCourses","32,064","16.8","2%","29 : 71"
"801+","Yamaguchi UniversityJapanCourses","10,573","11.0","3%","35 : 65"
"801+","Yazd UniversityIranCourses","12,500","32.1","0%","61 : 39"
"801+","Yokohama National UniversityJapanCourses","10,124","13.0","7%","28 : 72"
"801+","Universidad Autónoma de YucatánMexicoCourses","15,271","11.3","0%","51 : 49"
"801+","Yıldız Technical UniversityTurkeyCoursesExplore","34,417","28.3","4%","37 : 63"
"801+","University of ZagrebCroatiaCourses","67,332","18.4","1%","58 : 42"
"801+","University of ZanjanIranCourses","9,444","24.0","0%","55 : 45"
"801+","University of ŁódźPolandCourses","36,400","16.4","2%","66 : 34"
