Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
1015,University of BirjandIranCourses,"11,284",33.5,1%,53:47:00
1016,Chaoyang University of TechnologyTaiwanCourses,"17,235",43.3,7%,57:43:00
1017,Chiba Institute of TechnologyJapanCourses,"9,668",31,1%,0.520138889
1018,University of DhakaBangladeshCourses,"63,010",6.8,5%,39 : 61
1019,Dokuz Eylül UniversityTurkeyCourses,"58,134",17.6,2%,55:45:00
1020,Doshisha UniversityJapanCourses,"29,220",23.8,3%,39 : 61
1021,Far Eastern Federal UniversityRussian FederationCourses,"15,764",8.3,14%,n/a
1022,Federal University of GoiásBrazilCourses,"27,514",10.2,0%,45:55:00
1023,Federal University of LavrasBrazilCourses,"12,168",17.6,1%,52:48:00
1024,Universidade Federal de Ouro Preto (UFOP)BrazilCourses,"15,380",15.7,0%,52:48:00
1025,Universidade Federal do Paraná (UFPR)BrazilCourses,"33,820",13.6,1%,47:53:00
1026,Federal University of Santa MariaBrazilCourses,"25,751",13.5,0%,n/a
1027,Federal University of ViçosaBrazilCourses,"16,752",13.8,3%,52:48:00
1028,Fluminense Federal UniversityBrazilCourses,"61,662",18.1,0%,49:51:00
1029,University of FukuiJapanCourses,"4,980",9.1,4%,28 : 72
1030,Gazi UniversityTurkeyCourses,"78,021",28.2,3%,49:51:00
1031,"G.B. Pant University of Agriculture & Technology, PantnagarIndiaCourses","4,567",8.2,0%,46:54:00
1032,University of GdańskPolandCourses,"28,397",17.4,1%,69:31:00
1033,GITAM UniversityIndiaCourses,"14,822",16.3,1%,27 : 73
1034,Government College University LahorePakistanCourses,"8,526",19.3,1%,43:57:00
1035,University of GuadalajaraMexicoCoursesExplore,"118,665",54,0%,51:49:00
1036,Guangxi UniversityChinaCourses,"33,970",15.8,5%,46:54:00
1037,The Hashemite UniversityJordanCourses,"24,958",25.7,4%,62:38:00
1038,University of HyogoJapanCourses,"6,682",14.1,2%,38 : 62
1039,Ibaraki UniversityJapanCourses,"8,113",14,3%,35 : 65
1040,IPB UniversityIndonesiaCourses,"22,718",15.8,1%,57:43:00
1041,Ivane Javakhishvili Tbilisi State UniversityGeorgiaCoursesExplore,"21,866",28.5,2%,62:38:00
1042,Ivan Franko National University of LvivUkraineCourses,"18,632",11.3,1%,68:32:00
1043,Jawaharlal Nehru Technological University Anantapur (JNTUA)IndiaCourses,"4,621",13.6,0%,39 : 61
1044,Kanagawa UniversityJapanCourses,"18,467",39.4,3%,28 : 72
1045,Kansai UniversityJapanCourses,"30,211",11.5,2%,39 : 61
1046,Kaunas University of TechnologyLithuaniaCourses,"10,439",13.8,6%,39 : 61
1047,King Mongkut's University of Technology North BangkokThailandCourses,"25,640",24.4,0%,38 : 62
1048,Kogakuin UniversityJapanCoursesExplore,"6,506",20.5,1%,0.602083333
1049,Kwansei Gakuin UniversityJapanCourses,"24,410",15.2,4%,47:53:00
1050,University of LahorePakistanCourses,"27,872",16.2,2%,29 : 71
1051,University of ŁódźPolandCourses,"35,088",15.9,3%,66:34:00
1052,Lodz University of TechnologyPolandCourses,"19,984",15.2,2%,n/a
1053,Londrina State UniversityBrazilCourses,"16,461",9.8,0%,57:43:00
1054,Lviv Polytechnic National UniversityUkraineCourses,"28,691",12.2,1%,n/a
1055,Maharaja Sayajirao University of BarodaIndiaCourses,"29,624",29.1,0%,56:44:00
1056,Manipal Academy of Higher EducationIndiaCourses,"24,705",9.8,9%,43:57:00
1057,Meijo UniversityJapanCourses,"15,485",31.9,2%,27 : 73
1058,Ming Chuan UniversityTaiwanCourses,"18,843",22.2,11%,60:40:00
1059,University of MonastirTunisiaCourses,"23,637",12.4,1%,67:33:00
1060,University of MysoreIndiaCourses,"8,535",20.1,9%,34 : 66
1061,National Chiayi UniversityTaiwanCourses,"12,750",26.6,4%,48:52:00
1062,National University of KaohsiungTaiwanCourses,"5,416",23.3,3%,40 : 60
1063,Instituto Politécnico Nacional (IPN)MexicoCourses,"173,868",10.3,0%,39 : 61
1064,National Research University of Electronic Technology (MIET)Russian FederationCourses,"4,318",10.8,2%,31 : 69
1065,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic InstituteUkraineCourses,"21,601",8.3,1%,32 : 68
1066,Oita UniversityJapanCourses,"5,793",7.2,2%,37 : 63
1067,Ondokuz Mayis UniversityTurkeyCourses,"42,911",18.8,4%,56:44:00
1068,Perm State UniversityRussian FederationCourses,"12,371",13.1,1%,63:37:00
1069,University of PeshawarPakistanCourses,"7,900",14.9,1%,42:58:00
1070,PMAS Arid Agriculture University RawalpindiPakistanCourses,"9,957",40.5,0%,39 : 61
1071,PSG College of TechnologyIndiaCourses,"8,490",14.7,0%,38 : 62
1072,RUDN UniversityRussian FederationCourses,"16,215",9.4,32%,67:33:00
1073,SASTRA UniversityIndiaCourses,"13,147",18.9,0%,50:50:00
1074,Sathyabama Institute of Science and TechnologyIndiaCourses,"17,861",22.1,1%,51:49:00
1075,Sechenov UniversityRussian FederationCoursesExplore,"16,128",9,10%,58:42:00
1076,Shanghai Maritime UniversityChinaCourses,"23,552",18.8,3%,37 : 63
1077,Shibaura Institute of Technology TokyoJapanCourses,"9,911",17.7,4%,0.684027778
1078,Siberian Federal UniversityRussian FederationCourses,"28,008",11.3,1%,47:53:00
1079,Sidi Mohamed Ben Abdellah UniversityMoroccoCourses,"82,558",58.3,2%,45:55:00
1080,Sofia UniversityBulgariaCourses,"23,956",13.7,4%,65:35:00
1081,Southwest Jiaotong UniversityChinaCourses,"40,819",15.3,2%,26 : 74
1082,SRM Institute of Science and TechnologyIndiaCourses,"42,886",15.3,2%,1.011805556
1083,Universidade Estadual de MaringáBrazilCourses,"23,341",14.1,1%,59:41:00
1084,Tamil Nadu Agricultural UniversityIndiaCourses,"5,780",7.1,0%,62:38:00
1085,Tamkang UniversityTaiwanCourses,"27,060",24,6%,48:52:00
1086,Technical University of LiberecCzech RepublicCourses,"6,129",12.1,9%,54:46:00
1087,Tokyo City UniversityJapanCourses,"7,904",15.6,1%,0.970833333
1088,Tokyo Denki UniversityJapanCourses,"9,400",25.7,2%,0.479166667
1089,Tottori UniversityJapanCourses,"6,165",8,2%,36 : 64
1090,Toyo UniversityJapanCourses,"30,142",33.5,1%,41:59:00
1091,University of Tunis El ManarTunisiaCourses,"30,301",16.7,1%,76:24:00
1092,Unisinos UniversityBrazilCourses,"14,412",20.9,1%,52:48:00
1093,Ural Federal UniversityRussian FederationCourses,"24,917",9.8,7%,46:54:00
1094,Universiti Utara MalaysiaMalaysiaCourses,"14,315",13,18%,73:27:00
1095,Utsunomiya UniversityJapanCourses,"4,928",14.5,4%,36 : 64
1096,"University of Veterinary and Animal Sciences, LahorePakistanCourses","5,003",28.6,0%,45:55:00
1097,V.N. Karazin Kharkiv National UniversityUkraineCourses,"16,067",9.8,27%,53:47:00
1098,Volgograd State Technical UniversityRussian FederationCourses,"9,254",12,6%,n/a
1099,Voronezh State UniversityRussian FederationCourses,"15,468",10.1,9%,58:42:00
1100,Universidade Estadual do Oeste do Paraná (Unioeste)BrazilCourses,"10,791",5,0%,53:47:00
1101,Yazd UniversityIranCourses,"13,600",23.9,0%,56:44:00
1102,Yeditepe UniversityTurkeyCourses,"23,260",25.1,1%,52:48:00
1103,University of ZanjanIranCourses,"10,305",25.8,0%,55:45:00
