Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
666,Indian Institute of Technology HyderabadIndiaCourses,"2,088",11.9,0%,0.888888889
667,Indian Institute of Technology KanpurIndiaCourses,"6,860",13.6,0%,0.643055556
668,Indian Institute of Technology MadrasIndiaCourses,"9,241",15.6,1%,0.888888889
669,University of IndonesiaIndonesiaCourses,"41,170",9.9,11%,65:35:00
670,University of International Business and EconomicsChinaCourses,"15,775",17.4,18%,66:34:00
671,University of IoanninaGreeceCourses,"21,902",44.3,3%,47:53:00
672,Iran University of Medical SciencesIranCourses,"8,673",9,3%,59:41:00
673,Iran University of Science and TechnologyIranCourses,"13,273",31.7,1%,31 : 69
674,ISCTE-University Institute of LisbonPortugalCourses,"8,898",24.2,12%,50:50:00
675,Isfahan University of TechnologyIranCourses,"10,064",20.7,1%,44:56:00
676,Istanbul Technical UniversityTurkeyCourses,"34,825",23,4%,34 : 66
677,Jagiellonian UniversityPolandCourses,"40,608",10.9,9%,68:32:00
678,Jamia Millia IslamiaIndiaCourses,"10,653",9.7,3%,40 : 60
679,Jaume I UniversitySpainCourses,"12,182",15.6,9%,58:42:00
680,Jawaharlal Nehru UniversityIndiaCourses,"7,938",13.9,4%,52:48:00
681,Jiangsu Normal UniversityChinaCourses,"21,455",14.3,2%,n/a
682,Jikei University School of MedicineJapanCourses,"1,078",0.9,1%,47:53:00
683,University of JohannesburgSouth AfricaCoursesExplore,"26,445",23.9,15%,55:45:00
684,Johannes Kepler University of LinzAustriaCourses,"6,122",10.5,11%,51:49:00
685,Kafrelsheikh UniversityEgyptCourses,"74,546",39.7,1%,51:49:00
686,University of KaiserslauternGermanyCoursesVerify Documents,"14,869",51.6,18%,39 : 61
687,Kansas State UniversityUnited StatesCoursesEnquire,"21,536",14.3,9%,50:50:00
688,Kazan Federal UniversityRussian FederationCourses,"26,670",10.8,13%,66:34:00
689,Universiti Kebangsaan MalaysiaMalaysiaCourses,"17,180",10.1,15%,61:39:00
690,Keio UniversityJapanCourses,"34,916",10.4,8%,36 : 64
691,Kent State UniversityUnited StatesCoursesEnquire,"24,559",20.4,9%,60:40:00
692,Kindai UniversityJapanCourses,"33,125",13.6,2%,30 : 70
693,King Khalid UniversitySaudi ArabiaCourses,"38,865",8.1,11%,53:47:00
694,Kobe UniversityJapanCourses,"15,593",9.5,7%,35 : 65
695,Konkuk UniversitySouth KoreaCourses,"12,225",23.2,16%,70:30:00
696,Kurume UniversityJapanCourses,"4,850",7.3,2%,39 : 61
697,Lakehead UniversityCanadaCoursesExplore,"8,050",24.5,13%,56:44:00
698,University of La LagunaSpainCourses,"18,336",12.9,4%,58:42:00
699,Lehigh UniversityUnited StatesCoursesEnquireAdmissions Support,"6,462",10.8,17%,44:56:00
700,University of LeobenAustriaCourses,"3,074",5.9,15%,26 : 74
701,University of LilleFranceCourses,"69,287",29,13%,58:42:00
702,University of LincolnUnited KingdomCourses,"12,060",15.1,13%,56:44:00
703,University of LjubljanaSloveniaCourses,"40,110",14.7,6%,60:40:00
704,University of LleidaSpainCourses,"8,595",14.7,8%,59:41:00
705,University of LorraineFranceCourses,"58,678",19.2,16%,52:48:00
706,"Lumière University, Lyon 2FranceCourses","25,134",51.1,19%,72:28:00
707,Mae Fah Luang UniversityThailandCourses,"13,534",22.3,4%,73:27:00
708,Mahidol UniversityThailandCoursesExplore,"28,476",10.2,4%,49:51:00
709,Makerere UniversityUgandaCourses,"34,651",23.6,8%,45:55:00
710,Universiti Malaysia PerlisMalaysiaCourses,"12,154",17.1,5%,49:51:00
711,University of MaltaMaltaCourses,"11,772",13,9%,58:42:00
712,Manchester Metropolitan UniversityUnited KingdomCoursesEnquire,"28,146",15.1,16%,58:42:00
713,"University of Maryland, Baltimore CountyUnited StatesCoursesEnquire","11,667",18.1,8%,45:55:00
714,Masaryk UniversityCzech RepublicCourses,"31,611",20.2,21%,62:38:00
715,Metropolitan Autonomous UniversityMexicoCourses,"57,827",20,0%,48:52:00
716,Middle East Technical UniversityTurkeyCourses,"27,455",31.6,6%,44:56:00
717,Miguel Hernández University of ElcheSpainCourses,"13,591",20,5%,49:51:00
718,University of MinhoPortugalCourses,"18,066",17.9,10%,54:46:00
719,Montana State UniversityUnited StatesCoursesEnquire,"14,357",19.4,3%,46:54:00
720,Monterrey Institute of TechnologyMexicoCoursesExplore,"14,343",16.2,11%,41:59:00
721,Nanjing University of Information Science and TechnologyChinaCourses,"21,857",15.5,3%,n/a
722,Nanjing Medical UniversityChinaCourses,"15,420",9,5%,n/a
723,Nanjing Normal UniversityChinaCourses,"27,490",13.2,3%,70:30:00
724,University of NantesFranceCourses,"37,078",24.7,11%,56:44:00
725,National Autonomous University of MexicoMexicoCourses,"161,718",17.1,8%,51:49:00
726,National Cheng Kung University (NCKU)TaiwanCoursesExplore,"20,663",13.7,13%,37 : 63
727,National Institute of Applied Sciences of Lyon (INSA Lyon)FranceCourses,"6,173",19.6,28%,32 : 68
728,National University of Science and Technology (MISiS)Russian FederationCourses,"7,090",11.3,26%,41:59:00
729,National Taiwan Normal UniversityTaiwanCoursesExplore,"10,789",12.1,24%,n/a
730,National Technical University of AthensGreeceCourses,"14,133",20.6,8%,33 : 67
731,"University of Nevada, Las VegasUnited StatesCoursesEnquire","24,982",22.7,5%,57:43:00
732,New Mexico State University (Main campus)United StatesCoursesEnquire,"12,753",16.5,8%,54:46:00
733,Nippon Medical SchoolJapanCourses,850,0.9,0%,34 : 66
734,University of North Carolina at GreensboroUnited StatesCoursesEnquire,"18,999",22.2,4%,66:34:00
735,Northwestern Polytechnical UniversityChinaCoursesExplore,"28,432",13.9,4%,26 : 74
736,Nottingham Trent UniversityUnited KingdomCoursesEnquire,"24,140",15,19%,57:43:00
737,NOVA University of LisbonPortugalCourses,"19,694",18.1,17%,50:50:00
738,Ohio University (Main campus)United StatesCoursesEnquire,"25,013",22.3,5%,56:44:00
739,Old Dominion UniversityUnited StatesCoursesEnquire,"18,878",18.2,3%,55:45:00
740,University of OviedoSpainCourses,"21,663",12.7,3%,54:46:00
741,Oxford Brookes UniversityUnited KingdomCoursesEnquire,"13,915",16.2,28%,59:41:00
742,Palacký University OlomoucCzech RepublicCourses,"17,443",13.8,12%,69:31:00
743,University of PalermoItalyCourses,"29,437",20.5,1%,58:42:00
744,Panjab UniversityIndiaCourses,"19,912",23.4,1%,49:51:00
745,Panthéon-Sorbonne University – Paris 1FranceCourses,"33,883",26.1,21%,59:41:00
746,University of ParmaItalyCourses,"25,140",27.4,6%,56:44:00
747,Universitat Politècnica de CatalunyaSpainCourses,"25,484",10.6,16%,28 : 72
748,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)BrazilCourses,"15,581",21.9,5%,51:49:00
749,Portland State UniversityUnited StatesCoursesEnquire,"20,219",18.4,9%,55:45:00
750,University of PretoriaSouth AfricaCoursesExplore,"35,086",22,8%,57:43:00
751,Pusan National UniversitySouth KoreaCoursesExplore,"24,331",18.3,11%,47:53:00
752,Universiti Putra MalaysiaMalaysiaCourses,"20,018",12.1,23%,73:27:00
753,Université du QuébecCanadaCoursesEnquire,"52,994",19.7,11%,58:42:00
754,University of ReginaCanadaCoursesExplore,"12,935",23.4,22%,59:41:00
755,University of Rennes 1FranceCourses,"28,351",18,12%,53:47:00
756,Roskilde UniversityDenmarkCourses,"6,382",18,12%,63:37:00
757,Ryerson UniversityCanadaCoursesExplore,"33,694",43.1,4%,55:45:00
758,Universiti Sains MalaysiaMalaysiaCourses,"20,908",10.7,15%,68:32:00
759,Saint Petersburg State UniversityRussian FederationCourses,"21,489",7.4,12%,63:37:00
760,University of SalamancaSpainCourses,"28,673",17.6,16%,59:41:00
761,University of SalentoItalyCourses,"12,040",29.7,1%,63:37:00
762,University of Santiago de CompostelaSpainCourses,"25,455",15.2,8%,61:39:00
763,University of SassariItalyCourses,"12,993",24.1,2%,66:34:00
764,Savitribai Phule Pune UniversityIndiaCourses,"6,056",12.7,2%,58:42:00
765,Shahid Beheshti University of Medical SciencesIranCourses,"12,713",9.1,2%,60:40:00
766,Shandong UniversityChinaCourses,"45,767",14.6,7%,n/a
767,University of SharjahUnited Arab EmiratesCourses,"14,286",20.8,60%,66:34:00
768,Université de SherbrookeCanadaCoursesEnquire,"15,667",12.9,7%,55:45:00
769,Shiraz University of TechnologyIranCourses,"1,602",15.9,0%,37 : 63
770,Sichuan UniversityChinaCourses,"64,648",13.8,4%,50:50:00
771,Sidi Mohamed Ben Abdellah UniversityMoroccoCourses,"90,736",57.1,2%,42:58:00
772,University of South DakotaUnited StatesCoursesEnquire,"14,542",35.1,3%,61:39:00
773,Southern Cross UniversityAustraliaCoursesEnquire,"9,064",25,25%,63:37:00
774,University of Southern QueenslandAustraliaCourses,"12,405",25.8,15%,57:43:00
775,University of SplitCroatiaCourses,"20,043",22.5,2%,n/a
776,Stevens Institute of TechnologyUnited StatesCoursesEnquire,"5,943",16.7,38%,29 : 71
777,University of the Sunshine CoastAustraliaCoursesExplore,"9,720",31.3,17%,65:35:00
778,University of TabrizIranCourses,"20,360",26.4,0%,47:53:00
779,Tabriz University of Medical SciencesIranCourses,"8,047",9.5,0%,50:50:00
780,University of Technology of CompiègneFranceCourses,"4,229",15.4,23%,37 : 63
781,University of TehranIranCourses,"53,614",24.5,2%,44:56:00
782,Universiti Teknologi MalaysiaMalaysiaCourses,"19,087",11.2,14%,52:48:00
783,Universiti Teknologi PetronasMalaysiaCourses,"6,212",15.9,17%,34 : 66
784,University of Texas at ArlingtonUnited StatesCoursesEnquire,"28,835",25.2,15%,56:44:00
785,Texas Tech UniversityUnited StatesCoursesEnquire,"33,015",20.6,9%,46:54:00
786,Thapar UniversityIndiaCourses,"7,752",14.8,1%,28 : 72
787,University of ThessalyGreeceCourses,"17,004",38.9,4%,51:49:00
788,Tokyo Metropolitan UniversityJapanCourses,"9,160",13.6,5%,37 : 63
789,University of ToledoUnited StatesCoursesEnquire,"18,587",15.5,11%,51:49:00
790,Tomsk Polytechnic UniversityRussian FederationCourses,"9,121",8.7,28%,34 : 66
791,University of ToursFranceCourses,"27,285",21.2,11%,60:40:00
792,TU BraunschweigGermanyCourses,"20,020",10.4,14%,38 : 62
793,University of UlsanSouth KoreaCourses,"12,730",11.5,3%,46:54:00
794,Ulster UniversityUnited KingdomCoursesEnquire,"17,817",17.1,8%,55:45:00
795,University of WarsawPolandCourses,"50,484",14,10%,64:36:00
796,Waseda UniversityJapanCourses,"48,839",14.1,10%,38 : 62
797,University of the West of EnglandUnited KingdomCoursesEnquire,"21,737",18.3,21%,53:47:00
798,University of the Western CapeSouth AfricaCourses,"21,999",30.5,8%,61:39:00
799,Western Washington UniversityUnited StatesCoursesEnquire,"13,726",17.7,1%,57:43:00
800,University of WestminsterUnited KingdomCoursesEnquire,"16,401",17.4,46%,60:40:00
801,West Virginia UniversityUnited StatesCoursesEnquire,"25,966",18.5,8%,48:52:00
802,University of WindsorCanadaCoursesEnquire,"13,140",29,23%,51:49:00
803,Worcester Polytechnic InstituteUnited StatesCoursesEnquire,"5,733",12.7,22%,34 : 66
804,Acharya Nagarjuna UniversityIndiaCourses,"4,792",12.5,6%,36 : 64
805,University of A CoruñaSpainCourses,"14,962",11.4,3%,52:48:00
806,"Adam Mickiewicz University, PoznańPolandCourses","37,634",14.2,2%,69:31:00
807,University of the AegeanGreeceCourses,"13,040",41.3,1%,57:43:00
808,"University of Agriculture, FaisalabadPakistanCourses","24,440",35.4,0%,44:56:00
809,Aichi Medical UniversityJapanCourses,"1,288",2.8,1%,58:42:00
810,Ain Shams UniversityEgyptCourses,"179,636",16.9,3%,54:46:00
811,Ajou UniversitySouth KoreaCourses,"9,906",11.3,7%,n/a
812,Al-Balqa Applied UniversityJordanCourses,"33,918",31.3,4%,55:45:00
813,University of AlgarvePortugalCourses,"7,780",12.9,16%,58:42:00
814,University of AlicanteSpainCourses,"27,207",18.4,9%,58:42:00
815,Aligarh Muslim UniversityIndiaCourses,"18,783",13.5,2%,38 : 62
816,American University in CairoEgyptCourses,"5,936",13.7,5%,55:45:00
817,American University of SharjahUnited Arab EmiratesCourses,"5,652",14,83%,46:54:00
818,"Asia University, TaiwanTaiwanCourses","11,779",29.8,5%,61:39:00
819,Athens University of Economics and BusinessGreeceCourses,"9,678",44.4,5%,47:53:00
820,Atılım UniversityTurkeyCoursesExplore,"9,862",16.8,6%,47:53:00
821,Babeş-Bolyai UniversityRomaniaCourses,"37,168",24.6,4%,64:36:00
822,University of BaghdadIraqCourses,"66,399",10.4,0%,59:41:00
823,Bauman Moscow State Technical UniversityRussian FederationCourses,"19,785",4.8,8%,28 : 72
824,University of BedfordshireUnited KingdomCoursesEnquire,"10,808",20,34%,62:38:00
825,Beijing Jiaotong UniversityChinaCourses,"26,457",14,8%,n/a
826,University of BéjaïaAlgeriaCourses,"43,026",25.4,0%,60:40:00
827,Benha UniversityEgyptCourses,"97,843",30.5,5%,38 : 62
828,Birmingham City UniversityUnited KingdomCoursesEnquire,"19,975",18.1,23%,62:38:00
829,University of BradfordUnited KingdomCoursesEnquire,"8,917",17.7,28%,56:44:00
830,University of BrasíliaBrazilCourses,"44,074",15.2,2%,51:49:00
831,Bucharest University of Economic StudiesRomaniaCourses,"22,022",14.8,3%,71:29:00
832,University of CadizSpainCourses,"19,288",19.1,8%,55:45:00
833,Capital Medical UniversityChinaCourses,"13,178",6.8,5%,69:31:00
834,Cardiff Metropolitan UniversityUnited KingdomCoursesEnquire,"8,661",16.5,17%,55:45:00
835,Carlos III University of MadridSpainCoursesExplore,"17,265",11,15%,43:57:00
836,University of Castilla-La ManchaSpainCoursesExplore,"23,530",13.8,6%,56:44:00
837,University of Central LancashireUnited KingdomCoursesEnquire,"18,824",16.5,18%,58:42:00
838,Chang Gung UniversityTaiwanCourses,"7,556",12.3,5%,46:54:00
839,Chiba UniversityJapanCourses,"13,764",9.8,5%,38 : 62
840,University of ChileChileCourses,"35,447",15,6%,47:53:00
841,"China University of Geosciences, BeijingChinaCourses","17,752",15.2,1%,35 : 65
842,"China University of Geosciences, WuhanChinaCourses","28,934",16.7,4%,n/a
843,China University of Mining and TechnologyChinaCourses,"47,225",18.6,2%,32 : 68
844,China Pharmaceutical UniversityChinaCourses,"16,144",18,3%,n/a
845,Chongqing UniversityChinaCourses,"44,394",16,4%,n/a
846,Chonnam National UniversitySouth KoreaCoursesExplore,"22,469",16.9,6%,49:51:00
847,Chulalongkorn UniversityThailandCoursesExplore,"38,531",14,4%,59:41:00
848,University of CórdobaSpainCourses,"17,406",15.1,8%,56:44:00
849,Czech Technical University in PragueCzech RepublicCourses,"19,499",10.6,19%,31 : 69
850,University of DebrecenHungaryCoursesExplore,"26,771",11.9,18%,55:45:00
851,University of DerbyUnited KingdomCoursesEnquire,"13,502",15.2,13%,56:44:00
852,University of DeustoSpainCoursesVerify Documents,"9,209",21.8,11%,60:40:00
853,Eastern Mediterranean UniversityNorthern CyprusCoursesExplore,"18,865",27.1,83%,41:59:00
854,University of East LondonUnited KingdomCoursesEnquire,"10,302",17.2,30%,63:37:00
855,Edinburgh Napier UniversityUnited KingdomCourses,"10,668",18.8,33%,55:45:00
856,Embry-Riddle Aeronautical UniversityUnited StatesCoursesEnquire,"16,340",16.8,9%,0.806944444
857,University of ÉvoraPortugalCourses,"6,442",12.4,12%,54:46:00
858,Federal University of PelotasBrazilCourses,"23,198",17.4,0%,57:43:00
859,Federal University of Rio de JaneiroBrazilCourses,"48,675",12.3,2%,53:47:00
860,Federico Santa María Technical UniversityChileCoursesExplore,"19,067",27.3,3%,24 : 76
861,Ferdowsi University of MashhadIranCourses,"23,992",29.5,5%,57:43:00
862,Florida Atlantic UniversityUnited StatesCoursesEnquire,"23,658",18.3,10%,60:40:00
863,Florida Institute of TechnologyUnited StatesCoursesEnquire,"5,344",14.1,33%,34 : 66
864,University of La FronteraChileCourses,"10,437",24.6,1%,49:51:00
865,Fu Jen Catholic UniversityTaiwanCourses,"20,450",20.7,9%,60:40:00
866,Fuzhou UniversityChinaCourses,"34,979",15.9,2%,42:58:00
867,Gdańsk University of TechnologyPolandCourses,"16,834",14.8,4%,41:59:00
868,University of GhanaGhanaCourses,"36,819",28.7,1%,45:55:00
869,Guangdong University of TechnologyChinaCourses,"43,815",19.7,0%,30 : 70
870,Hamamatsu University School of MedicineJapanCourses,"1,210",3.8,1%,49:51:00
871,Hanoi University of Science and TechnologyVietnamCourses,"32,161",21.4,1%,1.011805556
872,Hyogo College of MedicineJapanCourses,888,2,1%,36 : 64
873,Ilmenau University of TechnologyGermanyCourses,"5,807",17.7,22%,27 : 73
874,Indian Institute of Science Education and Research KolkataIndiaCourses,"1,335",11.8,0%,26 : 74
875,Indian Institute of Technology (Indian School of Mines) DhanbadIndiaCourses,"7,833",25.1,1%,0.684027778
876,Indian Institute of Technology PatnaIndiaCourses,"1,387",12.6,0%,0.520138889
877,Inha UniversitySouth KoreaCourses,"19,196",23.5,6%,39 : 61
878,"International Islamic University, IslamabadPakistanCourses","30,614",19.7,8%,50:50:00
879,University of IsfahanIranCourses,"13,782",20.9,1%,61:39:00
880,Isfahan University of Medical SciencesIranCourses,"11,340",12.3,1%,62:38:00
881,Istanbul UniversityTurkeyCourses,"122,002",59.7,6%,51:49:00
882,Jadavpur UniversityIndiaCourses,"11,528",18.4,1%,32 : 68
883,University of JaénSpainCourses,"16,782",20.4,10%,55:45:00
884,Jeonbuk National UniversitySouth KoreaCoursesExplore,"20,601",20.7,5%,45:55:00
885,Jiangsu UniversityChinaCoursesExplore,"35,335",9.5,5%,42:58:00
886,Jilin UniversityChinaCoursesExplore,"70,450",10.8,3%,47:53:00
887,Jinan UniversityChinaCoursesExplore,"34,904",14,34%,60:40:00
888,The University of JordanJordanCourses,"30,495",16.9,16%,66:34:00
889,Juntendo UniversityJapanCourses,"4,653",3.8,2%,53:47:00
890,Kanazawa UniversityJapanCourses,"10,420",9.8,5%,37 : 63
891,Kaohsiung Medical UniversityTaiwanCourses,"6,881",12.2,7%,56:44:00
892,Karabük UniversityTurkeyCoursesExplore,"52,191",53.1,12%,47:53:00
893,Karlstad UniversitySwedenCourses,"8,552",12.8,%,63:37:00
894,Kingston UniversityUnited KingdomCoursesEnquire,"15,700",17.6,36%,57:43:00
895,K.N. Toosi University of TechnologyIranCourses,"6,582",22.3,1%,35 : 65
896,Kumamoto UniversityJapanCourses,"10,032",7.6,7%,38 : 62
897,University of KurdistanIranCourses,"9,441",28.9,1%,54:46:00
898,Kuwait UniversityKuwaitCourses,"36,551",23.6,15%,75:25:00
899,Kyoto Prefectural University of MedicineJapanCourses,"1,330",3.4,1%,46:54:00
900,Kyungpook National UniversitySouth KoreaCoursesExplore,"24,155",23.5,6%,43:57:00
901,University of LagosNigeriaCourses,"34,056",20.3,0%,46:54:00
902,Lahore University of Management SciencesPakistanCoursesExplore,"3,859",14.6,1%,41:59:00
903,University of Las Palmas de Gran CanariaSpainCourses,"18,714",17.1,7%,56:44:00
904,University of LatviaLatviaCourses,"12,367",33.1,6%,70:30:00
905,Lebanese American UniversityLebanonCourses,"7,866",13.4,18%,50:50:00
906,Leeds Beckett UniversityUnited KingdomCoursesEnquire,"19,726",19.5,12%,51:49:00
907,Louisiana Tech UniversityUnited StatesCoursesEnquire,"11,210",22.6,4%,46:54:00
908,Lviv Polytechnic National UniversityUkraineCourses,"21,560",10.5,1%,41:59:00
909,University of MalagaSpainCourses,"35,654",12.9,9%,53:47:00
910,University of MariborSloveniaCourses,"12,124",13.6,5%,55:45:00
911,Marquette UniversityUnited StatesCoursesEnquire,"10,472",12,4%,53:47:00
912,University of MazandaranIranCourses,"12,942",33.7,2%,65:35:00
913,Mississippi State UniversityUnited StatesCoursesEnquire,"26,121",19,3%,51:49:00
914,University of MurciaSpainCoursesExplore,"27,662",16.3,7%,66:34:00
915,Muroran Institute of TechnologyJapanCoursesExplore,"3,365",17.5,4%,0.520138889
916,University of NairobiKenyaCourses,"69,456",39.3,1%,36 : 64
917,Nanjing Agricultural UniversityChinaCourses,"25,963",15.9,3%,56:44:00
918,Nanjing Tech UniversityChinaCourses,"33,175",13.9,2%,n/a
919,National Central UniversityTaiwanCourses,"10,838",9.4,10%,35 : 65
920,National Chengchi UniversityTaiwanCourses,"13,558",15.6,16%,57:43:00
921,National Dong Hwa UniversityTaiwanCoursesExplore,"10,269",18.1,9%,51:49:00
922,National Institute of Technology RourkelaIndiaCourses,"5,851",18.8,4%,0.806944444
923,"National Institute of Technology, TiruchirappalliIndiaCourses","6,081",19.1,8%,0.888888889
924,National University of Sciences and TechnologyPakistanCourses,"10,645",8.1,3%,33 : 67
925,National Sun Yat-Sen UniversityTaiwanCourses,"9,190",13.2,6%,39 : 61
926,National Taipei University of TechnologyTaiwanCoursesExplore,"9,994",15.9,8%,27 : 73
927,The New SchoolUnited StatesCoursesEnquire,"10,434",9.4,35%,71:29:00
928,Niigata UniversityJapanCoursesExplore,"12,158",7.9,2%,38 : 62
929,Normandy UniversityFranceCoursesVerify Documents,"68,013",20.3,11%,55:45:00
930,Northeastern UniversityChinaCourses,"36,015",14.5,4%,n/a
931,Northeast Normal UniversityChinaCourses,"25,425",14.7,2%,73:27:00
932,University of Northern British Columbia (UNBC)CanadaCoursesEnquire,"2,733",14,8%,62:38:00
933,Northwest UniversityChinaCourses,"24,237",14.8,4%,55:45:00
934,NorthWest A&F UniversityChinaCourses,"29,327",15.3,1%,51:49:00
935,Okayama UniversityJapanCourses,"13,099",8,8%,39 : 61
936,Osaka City UniversityJapanCourses,"8,279",8.9,4%,36 : 64
937,Osmania UniversityIndiaCourses,"12,454",17.8,2%,31 : 69
938,Pablo de Olavide UniversitySpainCourses,"12,113",14.4,18%,59:41:00
939,University of PatrasGreeceCourses,"25,580",27.6,5%,48:52:00
940,University of PécsHungaryCoursesExplore,"16,859",11.3,22%,56:44:00
941,Polytechnic Institute of PortoPortugalCourses,"18,511",17.1,6%,47:53:00
942,Polytechnic University of ValenciaSpainCourses,"21,119",10,14%,38 : 62
943,Pondicherry UniversityIndiaCourses,"6,107",17.2,1%,42:58:00
944,Pontifical Catholic University of PeruPeruCourses,"24,984",7.5,3%,47:53:00
945,Pontifical Catholic University of Rio Grande do Sul (PUCRS)BrazilCourses,"16,750",22.8,0%,50:50:00
946,University of Puerto RicoPuerto RicoCourses,"49,713",13.9,1%,58:42:00
947,University of the PunjabPakistanCourses,"27,907",26.9,0%,52:48:00
948,University Rey Juan CarlosSpainCourses,"42,079",25.2,11%,58:42:00
949,Rikkyo UniversityJapanCourses,"20,183",14.1,4%,53:47:00
950,Rochester Institute of TechnologyUnited StatesCoursesEnquire,"13,996",15.7,18%,36 : 64
951,University of RoehamptonUnited KingdomCoursesEnquire,"7,665",16.3,28%,71:29:00
952,RUDN UniversityRussian FederationCourses,"19,803",11.6,29%,60:40:00
953,Université Saint-Joseph de BeyrouthLebanonCourses,"7,566",19.4,5%,63:37:00
954,Saint-Petersburg Mining UniversityRussian FederationCourses,"7,298",11.1,11%,40 : 60
955,University of SalfordUnited KingdomCoursesEnquire,"15,356",17,22%,52:48:00
956,Universidade Estadual Paulista (Unesp)BrazilCourses,"39,577",13,2%,51:49:00
957,Sapporo Medical UniversityJapanCourses,"1,336",3.5,0%,42:58:00
958,University of Science and Technology BeijingChinaCourses,"24,232",14.7,4%,37 : 63
959,University of SeoulSouth KoreaCourses,"8,807",16.6,5%,n/a
960,University of SevilleSpainCourses,"62,811",20.6,6%,53:47:00
961,Shahid Beheshti UniversityIranCourses,"18,403",21.4,2%,51:49:00
962,Shanghai UniversityChinaCourses,"36,637",11.3,6%,49:51:00
963,Shanghai University of Finance and Economics (SUFE)ChinaCourses,"15,130",14.5,5%,n/a
964,Shanghai Maritime UniversityChinaCourses,"23,789",17.9,3%,38 : 62
965,Shantou UniversityChinaCourses,"10,305",11.7,1%,50:50:00
966,Sheffield Hallam UniversityUnited KingdomCoursesEnquire,"25,119",17,13%,55:45:00
967,Shiraz UniversityIranCourses,"14,286",20.6,0%,49:51:00
968,Sogang UniversitySouth KoreaCourses,"9,559",22.9,11%,45:55:00
969,University of South Bohemia in České BudějoviceCzech RepublicCourses,"9,738",15.2,5%,70:30:00
970,Southwestern University of Finance and EconomicsChinaCourses,"22,283",15.9,2%,63:37:00
971,Sri Venkateswara UniversityIndiaCourses,"7,832",15.5,0%,41:59:00
972,Staffordshire UniversityUnited KingdomCoursesExplore,"8,558",14.8,12%,49:51:00
973,St Marianna University School of MedicineJapanCourses,846,1,1%,36 : 64
974,Sultan Qaboos UniversityOmanCourses,"6,823",7.4,4%,50:50:00
975,University of SzegedHungaryCourses,"19,700",12.5,16%,57:43:00
976,Tallinn UniversityEstoniaCourses,"7,681",27.2,12%,73:27:00
977,Tallinn University of TechnologyEstoniaCourses,"9,895",21.8,14%,43:57:00
978,Tanta UniversityEgyptCourses,"128,995",23.6,1%,53:47:00
979,Technical University of MadridSpainCourses,"40,592",14,13%,32 : 68
980,Technological University DublinIrelandCourses,"14,904",20,20%,43:57:00
981,Teesside UniversityUnited KingdomCoursesEnquire,"11,919",18.3,11%,56:44:00
982,Universiti Tenaga Nasional (UNITEN)MalaysiaCourses,"6,780",16.1,6%,38 : 62
983,University of Texas at El PasoUnited StatesCoursesEnquire,"17,089",23.2,8%,53:47:00
984,Tezpur UniversityIndiaCourses,"3,904",14,1%,42:58:00
985,Tokyo University of Agriculture and TechnologyJapanCourses,"5,766",14.8,6%,30 : 70
986,Tokyo Medical UniversityJapanCourses,"1,350",1.6,1%,52:48:00
987,Tokyo University of ScienceJapanCoursesExplore,"18,490",24.4,2%,1.011805556
988,University of Trás-os-Montes and Alto DouroPortugalCourses,"6,793",12.1,4%,54:46:00
989,Tshwane University of TechnologySouth AfricaCourses,"45,992",39.4,2%,52:48:00
990,Universiti Utara MalaysiaMalaysiaCourses,"12,871",11.7,25%,65:35:00
991,"Vietnam National University, HanoiVietnamCoursesExplore","32,944",13.4,1%,54:46:00
992,University of VigoSpainCourses,"18,652",16.4,5%,50:50:00
993,Vilnius UniversityLithuaniaCourses,"16,216",10.8,9%,65:35:00
994,VIT UniversityIndiaCourses,"33,380",19.9,1%,25 : 75
995,University of WolverhamptonUnited KingdomCoursesEnquire,"15,687",20.4,21%,61:39:00
996,Wuhan University of TechnologyChinaCourses,"51,684",14,3%,30 : 70
997,Xiangtan UniversityChinaCoursesExplore,"31,340",21.2,1%,53:47:00
998,Xidian UniversityChinaCourses,"34,140",17.1,3%,29 : 71
999,Yangzhou UniversityChinaCoursesExplore,"36,880",15.1,3%,55:45:00
1000,Yeungnam UniversitySouth KoreaCourses,"20,135",14.8,5%,50:50:00
1001,University of ZaragozaSpainCourses,"28,211",10.3,6%,54:46:00
1002,Acıbadem UniversityTurkeyCourses,"2,342",4.3,2%,74:26:00
1003,AGH University of Science and TechnologyPolandCourses,"28,620",13,2%,n/a
1004,Akdeniz UniversityTurkeyCourses,"42,862",35.9,1%,45:55:00
1005,Akita UniversityJapanCourses,"4,942",9.8,4%,35 : 65
1006,Al-Azhar UniversityEgyptCourses,"342,151",32.6,6%,45:55:00
1007,Alexandria UniversityEgyptCourses,"182,129",27.4,3%,54:46:00
1008,Alexandru Ioan Cuza UniversityRomaniaCourses,"23,124",18.1,6%,63:37:00
1009,Al-Farabi Kazakh National UniversityKazakhstanCourses,"21,138",5.6,11%,55:45:00
1010,University of AlmeríaSpainCourses,"12,913",18.4,12%,56:44:00
1011,Alzahra UniversityIranCourses,"10,110",22.5,1%,100:00:00
1012,Amity UniversityIndiaCourses,"29,623",15,4%,46:54:00
1013,Anadolu UniversityTurkeyCourses,"830,104",493.5,1%,37 : 63
1014,"University of the Andes, ChileChileCourses","8,402",14.4,2%,59:41:00
