Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
321,University of HoustonUnited StatesCoursesEnquire,"42,962",43.6,10%,50:50:00
322,HSE UniversityRussian FederationCourses,"19,527",11.3,9%,n/a
323,Khalifa UniversityUnited Arab EmiratesCoursesExplore,"3,288",8.1,28%,51:49:00
324,La Trobe UniversityAustraliaCoursesEnquire,"21,203",34.8,28%,62:38:00
325,University of LiègeBelgiumCoursesVerify Documents,"20,730",26.5,21%,56:44:00
326,University of MalayaMalaysiaCourses,"17,095",8.9,23%,57:43:00
327,University of MilanItalyCourses,"46,843",23,6%,59:41:00
328,Montpellier UniversityFranceCourses,"39,837",19.9,14%,53:47:00
329,Nagoya UniversityJapanCourses,"15,630",9.2,10%,29 : 71
330,University of Naples Federico IIItalyCourses,"49,789",20.5,1%,56:44:00
331,"National University of Ireland, GalwayIrelandCourses","13,888",26.8,18%,57:43:00
332,University of NewcastleAustraliaCoursesEnquire,"22,220",20.9,17%,55:45:00
333,University of New Mexico (Main campus)United StatesCoursesEnquire,"21,506",18.8,5%,55:45:00
334,Oregon State UniversityUnited StatesCoursesEnquire,"24,280",16.2,11%,46:54:00
335,University of PisaItalyCourses,"32,751",22.1,5%,52:48:00
336,Politecnico di MilanoItalyCoursesExplore,"33,663",24.2,15%,34 : 66
337,Reykjavík UniversityIcelandCourses,"3,110",27.2,7%,42:58:00
338,Southern University of Science and Technology (SUSTech)ChinaCoursesExplore,"2,115",6.3,0%,33 : 67
339,Stellenbosch UniversitySouth AfricaCoursesExplore,"23,750",26,8%,55:45:00
340,Sun Yat-sen UniversityChinaCoursesExplore,"51,061",16.2,9%,51:49:00
341,University of TartuEstoniaCourses,"8,518",11.3,6%,68:32:00
342,Technion Israel Institute of TechnologyIsraelCourses,"14,703",21.8,5%,36 : 64
343,The University of Tennessee-KnoxvilleUnited StatesCoursesEnquire,"25,720",16.7,5%,n/a
344,TU Dortmund UniversityGermanyCourses,"33,665",102,10%,45:55:00
345,Tulane UniversityUnited StatesCoursesEnquireAdmissions Support,"11,120",10.5,11%,57:43:00
346,Umeå UniversitySwedenCourses,"16,762",11.9,11%,60:40:00
347,University College CorkIrelandCourses,"16,578",22.2,18%,57:43:00
348,Université de Versailles Saint-Quentin-en-YvelinesFranceCourses,"16,817",24.1,14%,59:41:00
349,Victoria UniversityAustraliaCoursesEnquire,"15,153",31.1,19%,53:47:00
350,University of VictoriaCanadaCoursesEnquire,"19,286",23.4,21%,56:44:00
351,Washington State UniversityUnited StatesCoursesEnquire,"27,689",19.3,8%,52:48:00
352,Wayne State UniversityUnited StatesCoursesEnquire,"22,123",11,9%,55:45:00
353,Wuhan UniversityChinaCoursesExplore,"50,015",14.2,8%,n/a
354,Aberystwyth UniversityUnited KingdomCoursesEnquire,"7,163",15.7,18%,47:53:00
355,Aston UniversityUnited KingdomCoursesEnquire,"9,926",21.6,29%,49:51:00
356,Autonomous University of MadridSpainCourses,"29,532",13.4,14%,59:41:00
357,Babol Noshirvani University of TechnologyIranCourses,"5,353",30.9,0%,33 : 67
358,"University of California, MercedUnited StatesCoursesEnquire","6,680",19.3,8%,51:49:00
359,"City, University of LondonUnited KingdomCoursesEnquire","14,067",18.7,53%,56:44:00
360,University of Côte d’AzurFranceCourses,"35,112",21.8,23%,55:45:00
361,University of CreteGreeceCourses,"14,890",27.8,4%,61:39:00
362,University of CyprusCyprusCoursesExplore,"6,861",22.7,10%,67:33:00
363,Deakin UniversityAustraliaCoursesEnquire,"37,330",30.3,19%,58:42:00
364,Drexel UniversityUnited StatesCoursesEnquire,"19,650",10.5,18%,49:51:00
365,University of Eastern FinlandFinlandCourses,"11,572",18.7,7%,63:37:00
366,Free University of Bozen-BolzanoItalyCourses,"3,445",11.4,11%,67:33:00
367,Hanyang UniversitySouth KoreaCoursesExplore,"20,010",14.8,19%,n/a
368,Hofstra UniversityUnited StatesCoursesExplore,"9,813",13.6,10%,57:43:00
369,Huazhong University of Science and TechnologyChinaCoursesExplore,"56,282",16.6,5%,35 : 65
370,IMT AtlantiqueFranceCourses,"1,664",8,45%,n/a
371,Indian Institute of Technology IndoreIndiaCourses,"1,118",8.6,0%,0.684027778
372,University of InnsbruckAustriaCourses,"14,524",13,39%,54:46:00
373,Iowa State UniversityUnited StatesCoursesEnquire,"31,931",18.3,12%,44:56:00
374,Jordan University of Science and TechnologyJordanCourses,"22,318",12.1,19%,57:43:00
375,Justus Liebig University GiessenGermanyCourses,"28,389",47,9%,61:39:00
376,University of KansasUnited StatesCoursesEnquire,"24,450",9.9,9%,51:49:00
377,University of KentUnited KingdomCoursesExplore,"17,369",13.1,30%,53:47:00
378,Kyung Hee UniversitySouth KoreaCoursesExplore,"22,013",16.9,23%,45:55:00
379,Linköping UniversitySwedenCoursesVerify Documents,"18,221",8.2,11%,55:45:00
380,University of MacauMacaoCoursesExplore,"9,893",15.2,36%,58:42:00
381,Maynooth UniversityIrelandCourses,"8,768",27.6,12%,56:44:00
382,University of Modena and Reggio EmiliaItalyCourses,"16,137",22.2,6%,53:47:00
383,Nankai UniversityChinaCoursesExplore,"28,336",13.7,6%,n/a
384,National Research Nuclear University MEPhIRussian FederationCourses,"6,804",9.7,21%,30 : 70
385,University of Nebraska-LincolnUnited StatesCoursesExplore,"22,728",16.6,12%,48:52:00
386,Norwegian University of Science and TechnologyNorwayCoursesVerify Documents,"34,803",16.2,9%,49:51:00
387,University of PerugiaItalyCourses,"23,401",34.4,5%,56:44:00
388,Rensselaer Polytechnic InstituteUnited StatesCoursesEnquireAdmissions Support,"7,459",15.4,19%,32 : 68
389,Rush UniversityUnited StatesCoursesEnquire,"2,426",1.4,1%,74:26:00
390,Sabancı UniversityTurkeyCoursesExplore,"3,632",22,10%,38 : 62
391,University of SalernoItalyCourses,"23,171",24.3,2%,58:42:00
392,University of SienaItalyCourses,"12,143",13.8,7%,59:41:00
393,University of StirlingUnited KingdomCoursesExplore,"9,183",16,22%,62:38:00
394,University of TasmaniaAustraliaCoursesEnquire,"11,920",15,26%,57:43:00
395,Temple UniversityUnited StatesCoursesEnquire,"34,450",9.1,9%,52:48:00
396,University of TurkuFinlandCourses,"12,604",16.3,6%,62:38:00
397,United Arab Emirates UniversityUnited Arab EmiratesCoursesExplore,"7,494",9.2,24%,81:19:00
398,University of VermontUnited StatesCoursesEnquire,"11,126",8.7,5%,56:44:00
399,Western Sydney UniversityAustraliaCoursesExplore,"32,461",33.2,14%,55:45:00
400,York UniversityCanadaCoursesExplore,"46,220",41.5,24%,57:43:00
401,The University of AlabamaUnited StatesCoursesEnquire,"34,539",22.3,5%,55:45:00
402,University of Alabama in HuntsvilleUnited StatesCoursesEnquire,"5,969",14.1,9%,44:56:00
403,American University of BeirutLebanonCourses,"8,214",8.6,21%,51:49:00
404,Australian Catholic UniversityAustraliaCoursesEnquire,"23,078",42.4,11%,73:27:00
405,Bangor UniversityUnited KingdomCoursesEnquire,"9,277",18.9,24%,56:44:00
406,University of Bari Aldo MoroItalyCourses,"30,273",20.6,1%,61:39:00
407,Bar-Ilan UniversityIsraelCourses,"16,637",17.7,5%,59:41:00
408,University of BordeauxFranceCoursesExplore,"54,484",21.3,13%,58:42:00
409,Brunel University LondonUnited KingdomCoursesEnquire,"10,979",16,38%,47:53:00
410,University of CalabriaItalyCourses,"29,008",33.3,2%,60:40:00
411,University of CampinasBrazilCourses,"27,936",14.5,4%,47:53:00
412,Catholic University of the Sacred HeartItalyCourses,"30,690",22.2,9%,66:34:00
413,Centrale NantesFranceCourses,"1,656",16,43%,25 : 75
414,CentraleSupélecFranceCourses,"4,339",12.1,32%,0.970833333
415,Charles University in PragueCzech RepublicCourses,"49,236",12.9,17%,62:38:00
416,Claude Bernard University Lyon 1FranceCourses,"26,034",12.3,13%,52:48:00
417,"Colorado State University, Fort CollinsUnited StatesCoursesEnquire","25,374",16.5,6%,53:47:00
418,Complutense University of MadridSpainCoursesVerify Documents,"64,466",20.1,14%,61:39:00
419,University of DesarrolloChileCoursesExplore,"15,925",18,2%,55:45:00
420,Diego Portales UniversityChileCourses,"16,802",14.6,2%,49:51:00
421,Dublin City UniversityIrelandCourses,"9,748",27.3,14%,50:50:00
422,University of FerraraItalyCourses,"14,464",24.4,7%,56:44:00
423,University of FlorenceItalyCourses,"35,055",20.5,7%,55:45:00
424,Florida International UniversityUnited StatesCoursesExplore,"33,394",23.9,8%,56:44:00
425,Fujita Health UniversityJapanCoursesExplore,"2,810",3.1,0%,55:45:00
426,University of GenoaItalyCourses,"23,547",18.9,9%,55:45:00
427,University of GeorgiaUnited StatesCoursesEnquire,"34,707",16.6,8%,57:43:00
428,Georgia State UniversityUnited StatesCoursesEnquire,"33,233",16.1,5%,59:41:00
429,Graz University of TechnologyAustriaCourses,"6,403",10.2,19%,1.011805556
430,University of GreifswaldGermanyCourses,"10,414",19.7,6%,56:44:00
431,Gwangju Institute of Science and TechnologySouth KoreaCourses,"1,964",11.6,6%,26 : 74
432,Hamburg University of TechnologyGermanyCourses,"7,452",50.7,18%,26 : 74
433,Harbin Institute of TechnologyChinaCourses,"30,116",9.9,10%,31 : 69
434,Hasselt UniversityBelgiumCourses,"5,256",32.4,12%,47:53:00
435,Hokkaido UniversityJapanCourses,"18,114",7.9,10%,30 : 70
436,Hong Kong Baptist UniversityHong KongCoursesExplore,"10,872",10.5,31%,62:38:00
437,Indian Institute of Technology BombayIndiaCourses,"10,001",17.1,1%,0.806944444
438,Indian Institute of Technology RoorkeeIndiaCourses,"7,925",17.4,2%,0.479166667
439,JSS Academy of Higher Education and ResearchIndiaCourses,"5,421",8.6,8%,55:45:00
440,University of JyväskyläFinlandCourses,"10,338",15.9,5%,60:40:00
441,University of KaiserslauternGermanyCoursesVerify Documents,"14,648",53.9,16%,38 : 62
442,University of KentuckyUnited StatesCoursesEnquire,"27,299",14.5,5%,55:45:00
443,Koç UniversityTurkeyCourses,"5,378",15.7,8%,52:48:00
444,University of KwaZulu-NatalSouth AfricaCoursesExplore,"35,451",28.4,5%,58:42:00
445,Kyushu UniversityJapanCourses,"18,647",8.3,12%,28 : 72
446,Leibniz University HannoverGermanyCourses,"26,318",44.4,12%,40 : 60
447,University of LilleFranceCourses,"66,710",28.2,12%,56:44:00
448,Loughborough UniversityUnited KingdomCoursesEnquire,"14,225",14.7,24%,39 : 61
449,University of ManitobaCanadaCoursesEnquire,"29,260",28.4,16%,54:46:00
450,Marche Polytechnic UniversityItalyCourses,"10,850",20.9,4%,48:52:00
451,Middlesex UniversityUnited KingdomCoursesEnquire,"15,135",18,46%,60:40:00
452,University of Milan-BicoccaItalyCourses,"26,508",30.4,6%,62:38:00
453,University of MontanaUnited StatesCoursesEnquire,"8,957",16.1,3%,56:44:00
454,Murdoch UniversityAustraliaCoursesExplore,"15,723",30.9,43%,59:41:00
455,National Taiwan University of Science and Technology (Taiwan Tech)TaiwanCoursesExplore,"8,087",18.9,13%,30 : 70
456,National Tsing Hua UniversityTaiwanCourses,"16,037",15.6,8%,41:59:00
457,University of Nebraska Medical CenterUnited StatesCoursesEnquire,"2,806",2.3,8%,67:33:00
458,New Mexico Institute of Mining and TechnologyUnited StatesCoursesEnquire,"1,791",6.3,9%,28 : 72
459,Northern Arizona UniversityUnited StatesCoursesEnquire,"27,449",26.6,5%,59:41:00
460,Northumbria UniversityUnited KingdomCoursesEnquire,"22,084",17.9,16%,54:46:00
461,University of OklahomaUnited StatesCoursesEnquire,"27,352",10.3,7%,52:48:00
462,Örebro UniversitySwedenCourses,"9,437",19.4,2%,61:39:00
463,University of PaviaItalyCourses,"24,032",39.2,7%,56:44:00
464,University of PlymouthUnited KingdomCoursesEnquire,"17,901",17.5,15%,54:46:00
465,Polytechnic University of BariItalyCourses,"6,107",23.6,1%,32 : 68
466,Polytechnic University of TurinItalyCourses,"31,008",30.4,14%,29 : 71
467,University of PortoPortugalCourses,"31,855",18.9,12%,55:45:00
468,University of PortsmouthUnited KingdomCoursesEnquire,"19,305",15.5,26%,45:55:00
469,Qatar UniversityQatarCourses,"14,395",17.5,43%,75:25:00
470,RMIT UniversityAustraliaCoursesEnquire,"32,151",20.2,27%,47:53:00
471,University of Rome II – Tor VergataItalyCourses,"34,899",19.2,7%,52:48:00
472,University of Rome IIIItalyCourses,"32,615",52.7,4%,58:42:00
473,Rovira i Virgili UniversitySpainCourses,"12,709",12.7,10%,59:41:00
474,Royal Veterinary CollegeUnited KingdomCoursesEnquire,"1,966",10.3,17%,77:23:00
475,University of St GallenSwitzerlandCourses,"7,495",11.7,35%,35 : 65
476,University of SaskatchewanCanadaCoursesEnquireExplore,"16,884",16.7,19%,56:44:00
477,Sciences PoFranceCourses,"11,584",44,34%,59:41:00
478,Semmelweis UniversityHungaryCoursesExplore,"10,809",9.6,32%,67:33:00
479,University of SiegenGermanyCourses,"19,586",43.3,11%,49:51:00
480,SOAS University of LondonUnited KingdomCoursesExplore,"4,965",11.7,54%,65:35:00
481,University of South Carolina-ColumbiaUnited StatesCoursesEnquire,"31,547",16.2,6%,55:45:00
482,SUNY University at AlbanyUnited StatesCoursesEnquire,"15,954",16.2,10%,52:48:00
483,University of StrasbourgFranceCourses,"45,482",18.5,20%,58:42:00
484,University of StrathclydeUnited KingdomCoursesEnquire,"17,727",19.4,27%,50:50:00
485,Swinburne University of TechnologyAustraliaCoursesEnquire,"12,862",25.3,26%,38 : 62
486,Tampere University of TechnologyFinlandCourses,"5,439",21.4,10%,1.011805556
487,Teikyo UniversityJapanCourses,"23,711",18.1,2%,34 : 66
488,Tokyo Medical and Dental University (TMDU)JapanCourses,"2,986",3.2,8%,50:50:00
489,Tokyo Metropolitan UniversityJapanCourses,"9,185",13.4,4%,36 : 64
490,Tongji UniversityChinaCourses,"36,511",13.5,10%,40 : 60
491,University of TriesteItalyCourses,"16,084",22.9,9%,56:44:00
492,University of TsukubaJapanCourses,"16,717",13.3,20%,39 : 61
493,The University of TulsaUnited StatesCoursesEnquire,"4,563",11.9,23%,43:57:00
494,University of TurinItalyCourses,"52,495",27.9,8%,61:39:00
495,UiT The Arctic University of NorwayNorwayCourses,"16,266",13.4,10%,58:42:00
496,University of Urbino Carlo BoItalyCourses,"14,386",40.3,6%,61:39:00
497,University of ValenciaSpainCourses,"50,927",16.7,11%,62:38:00
498,Verona UniversityItalyCourses,"19,030",26.1,5%,65:35:00
499,Victoria University of WellingtonNew ZealandCoursesEnquire,"17,391",19.1,21%,56:44:00
500,University of WaikatoNew ZealandCoursesEnquire,"9,805",17.1,18%,58:42:00
501,University of the West of ScotlandUnited KingdomCoursesEnquire,"11,161",20.7,18%,58:42:00
502,University of Wisconsin-MilwaukeeUnited StatesCoursesEnquire,"21,251",19.1,6%,53:47:00
503,Amirkabir University of TechnologyIranCourses,"11,918",21.7,2%,35 : 65
504,University of AveiroPortugalCourses,"9,842",16.5,11%,51:49:00
505,University of the Balearic IslandsSpainCourses,"11,507",12.7,6%,59:41:00
506,Beihang UniversityChinaCourses,"29,520",14.4,6%,n/a
507,University of BergamoItalyCourses,"17,349",56.7,6%,62:38:00
508,Bilkent UniversityTurkeyCourses,"10,659",15,7%,46:54:00
509,SUNY Binghamton UniversityUnited StatesCoursesEnquire,"17,582",23,15%,48:52:00
510,Boğaziçi UniversityTurkeyCourses,"12,374",25.4,7%,49:51:00
511,Bond UniversityAustraliaCoursesEnquire,"3,273",10.7,41%,53:47:00
512,Université Bourgogne Franche-Comté (UBFC)FranceCourses,"58,837",33.6,11%,54:46:00
513,Bournemouth UniversityUnited KingdomCoursesEnquire,"12,777",16.5,19%,57:43:00
514,University of BresciaItalyCourses,"14,296",26.2,7%,46:54:00
515,Carleton UniversityCanadaCoursesEnquire,"26,856",30.3,20%,48:52:00
516,University of CataniaItalyCourses,"26,267",20.6,1%,57:43:00
517,Central Queensland UniversityAustraliaCoursesExplore,"13,770",26.4,28%,56:44:00
518,Charles Darwin UniversityAustraliaCoursesEnquire,"6,537",25.7,34%,64:36:00
519,Chemnitz University of TechnologyGermanyCourses,"10,831",47.3,22%,42:58:00
520,"China Medical University, TaiwanTaiwanCoursesExplore","7,730",17,10%,54:46:00
521,Chung-Ang UniversitySouth KoreaCourses,"13,815",18.9,18%,n/a
522,University of CoimbraPortugalCourses,"21,236",17.4,17%,56:44:00
523,Creighton UniversityUnited StatesCoursesEnquire,"8,281",11.5,10%,62:38:00
524,East China Normal UniversityChinaCoursesExplore,"25,237",11.5,17%,66:34:00
525,Edith Cowan UniversityAustraliaCoursesExplore,"17,100",36,26%,60:40:00
526,University of GrazAustriaCourses,"20,586",22.2,14%,64:36:00
527,University of GuelphCanadaCoursesEnquire,"21,644",27.8,5%,59:41:00
528,Hacettepe UniversityTurkeyCourses,"42,827",19.9,4%,57:43:00
529,University of HullUnited KingdomCoursesEnquire,"13,433",16.9,18%,53:47:00
530,Hunan UniversityChinaCourses,"42,692",22.5,2%,45:55:00
531,University of IdahoUnited StatesCoursesEnquire,"9,675",17.2,8%,48:52:00
532,Indian Institute of Technology DelhiIndiaCourses,"8,130",14.9,1%,0.725
533,Indian Institute of Technology KanpurIndiaCourses,"6,609",15.2,1%,0.643055556
534,Indian Institute of Technology KharagpurIndiaCourses,"9,397",13.9,0%,0.643055556
535,ITMO UniversityRussian FederationCourses,"10,268",9.3,15%,38 : 62
536,Johannes Kepler University of LinzAustriaCourses,"6,345",11.1,11%,52:48:00
537,University of KashanIranCourses,"7,844",25.7,4%,55:45:00
538,Keele UniversityUnited KingdomCoursesEnquire,"8,505",14.7,21%,57:43:00
539,Kent State UniversityUnited StatesCoursesEnquire,"24,469",19.3,10%,59:41:00
540,King Saud UniversitySaudi ArabiaCourses,"38,917",11,10%,51:49:00
541,King Saud bin Abdulaziz University for Health SciencesSaudi ArabiaCourses,"8,122",4.4,1%,47:53:00
542,University of La LagunaSpainCourses,"18,736",13.1,4%,58:42:00
543,Lappeenranta-Lahti University of Technology LUTFinlandCoursesExplore,"3,670",24.6,20%,31 : 69
544,Lehigh UniversityUnited StatesCoursesEnquireAdmissions Support,"6,443",11.2,17%,44:56:00
545,University of LimerickIrelandCourses,"13,969",21.4,17%,48:52:00
546,Lincoln UniversityNew ZealandCoursesEnquire,"2,426",13.2,38%,49:51:00
547,University of LisbonPortugalCourses,"50,170",18.7,11%,50:50:00
548,Liverpool John Moores UniversityUnited KingdomCoursesEnquire,"18,752",17.5,13%,54:46:00
549,Louisiana State UniversityUnited StatesCoursesEnquire,"29,533",20.5,6%,52:48:00
550,Makerere UniversityUgandaCourses,"38,596",29.2,8%,52:48:00
551,"University of Maryland, Baltimore CountyUnited StatesCoursesEnquire","11,647",18.6,8%,45:55:00
552,Massey UniversityNew ZealandCoursesEnquire,"18,944",15.7,30%,62:38:00
553,Memorial University of NewfoundlandCanadaCoursesExplore,"15,154",13.8,16%,57:43:00
554,Missouri University of Science and TechnologyUnited StatesCoursesEnquire,"8,135",22.7,15%,1.011805556
555,Montana State UniversityUnited StatesCoursesEnquire,"14,192",18.8,4%,46:54:00
556,Nanjing University of Information Science and TechnologyChinaCourses,"19,265",14.6,3%,n/a
557,National and Kapodistrian University of AthensGreeceCourses,"54,364",27.5,11%,62:38:00
558,National Cheng Kung University (NCKU)TaiwanCoursesExplore,"20,511",13.7,12%,36 : 64
559,National Chiao Tung UniversityTaiwanCourses,"12,053",16.8,12%,28 : 72
560,National Yang-Ming UniversityTaiwanCourses,"4,255",5.1,2%,48:52:00
561,University of NeuchâtelSwitzerlandCourses,"4,352",9,22%,59:41:00
562,New Jersey Institute of TechnologyUnited StatesCoursesEnquire,"12,044",19.8,19%,24 : 76
563,Norwegian University of Life SciencesNorwayCourses,"5,700",6.9,23%,60:40:00
564,NOVA University of LisbonPortugalCourses,"19,885",18.6,17%,50:50:00
565,Novosibirsk State UniversityRussian FederationCourses,"7,250",6.4,19%,57:43:00
566,Oklahoma State UniversityUnited StatesCoursesEnquire,"21,638",15.6,7%,49:51:00
567,The Open UniversityUnited KingdomCoursesEnquire,"64,638",34,8%,61:39:00
568,Oxford Brookes UniversityUnited KingdomCoursesEnquire,"14,006",16.7,28%,59:41:00
569,University of PalermoItalyCourses,"28,801",19.5,1%,58:42:00
570,Panthéon-Sorbonne University – Paris 1FranceCourses,"40,917",33.7,20%,60:40:00
571,University of ParmaItalyCourses,"24,346",26.3,6%,56:44:00
572,Universidad Peruana Cayetano HerediaPeruCourses,"5,885",12.1,0%,60:40:00
573,University of the PhilippinesPhilippinesCourses,"45,410",9.7,1%,53:47:00
574,Universitat Politècnica de CatalunyaSpainCourses,"21,591",9.1,14%,28 : 72
575,Pontifical Javeriana UniversityColombiaCourses,"29,643",16.4,1%,56:44:00
576,Renmin University of ChinaChinaCourses,"25,168",11.8,6%,n/a
577,Saint Louis UniversityUnited StatesCoursesEnquire,"11,220",7.3,7%,59:41:00
578,Saint Petersburg State UniversityRussian FederationCourses,"21,644",7.3,11%,64:36:00
579,University of SalentoItalyCourses,"11,927",28.4,1%,63:37:00
580,San Diego State UniversityUnited StatesCoursesEnquire,"29,974",30.3,8%,55:45:00
581,Savitribai Phule Pune UniversityIndiaCourses,"6,186",15.3,2%,46:54:00
582,Sejong UniversitySouth KoreaCourses,"11,886",16.4,9%,47:53:00
583,Shandong UniversityChinaCourses,"46,351",13.7,6%,n/a
584,Soochow UniversityChinaCoursesExplore,"42,684",15.2,7%,58:42:00
585,South China University of TechnologyChinaCourses,"42,472",14.5,5%,36 : 64
586,Southeast UniversityChinaCourses,"33,063",11.8,5%,40 : 60
587,Southern Cross UniversityAustraliaCoursesEnquire,"8,678",24.5,21%,64:36:00
588,Stevens Institute of TechnologyUnited StatesCoursesEnquire,"5,636",16.2,35%,29 : 71
589,Taipei Medical UniversityTaiwanCoursesExplore,"5,895",10.5,9%,57:43:00
590,The University of Texas at San AntonioUnited StatesCoursesEnquire,"26,089",25.1,5%,50:50:00
591,Tianjin UniversityChinaCourses,"33,429",12.9,5%,n/a
592,University of ToledoUnited StatesCoursesEnquire,"18,238",15.2,11%,50:50:00
593,Tomsk Polytechnic UniversityRussian FederationCourses,"9,682",8.7,26%,33 : 67
594,Tomsk State UniversityRussian FederationCourses,"7,673",9.6,29%,n/a
595,Universiti Tunku Abdul Rahman (UTAR)MalaysiaCoursesExplore,"19,179",17.2,2%,52:48:00
596,University of UdineItalyCourses,"11,472",17.1,6%,53:47:00
597,University of UlsanSouth KoreaCourses,"13,523",12.3,4%,46:54:00
598,The University of the West IndiesJamaicaCoursesExplore,"43,295",12.5,4%,68:32:00
599,Worcester Polytechnic InstituteUnited StatesCoursesEnquire,"5,517",12.6,22%,33 : 67
600,Xiamen UniversityChinaCourses,"40,507",14.9,5%,49:51:00
601,Xi’an Jiaotong UniversityChinaCourses,"33,973",10.8,5%,34 : 66
602,University of the AegeanGreeceCourses,"12,352",38.7,1%,57:43:00
603,The University of AizuJapanCoursesExplore,"1,165",10.5,5%,0.520138889
604,University of AlcaláSpainCourses,"17,711",12.8,22%,55:45:00
605,University of AlgarvePortugalCourses,"7,501",12.4,13%,57:43:00
606,American University in CairoEgyptCourses,"5,997",13.7,4%,54:46:00
607,Amrita Vishwa VidyapeethamIndiaCourses,"14,395",11.9,13%,n/a
608,"University of the Andes, ColombiaColombiaCourses","15,921",8.7,2%,45:55:00
609,Aristotle University of ThessalonikiGreeceCourses,"46,597",26.3,5%,58:42:00
610,University of ArkansasUnited StatesCoursesEnquire,"24,545",20.3,6%,52:48:00
611,Athens University of Economics and BusinessGreeceCourses,"9,839",46.9,4%,47:53:00
612,Auburn UniversityUnited StatesCoursesEnquire,"24,274",18.2,6%,50:50:00
613,Banaras Hindu UniversityIndiaCourses,"12,220",9.3,3%,27 : 73
614,University of the Basque CountrySpainCourses,"42,581",14.6,4%,53:47:00
615,Baylor UniversityUnited StatesCoursesEnquire,"16,932",16.6,5%,57:43:00
616,Beijing Institute of TechnologyChinaCourses,"28,910",11.8,8%,35 : 65
617,University of Beira InteriorPortugalCourses,"6,909",15.6,10%,52:48:00
618,Ben-Gurion University of the NegevIsraelCourses,"15,133",18.9,3%,53:47:00
619,Benha UniversityEgyptCourses,"89,763",29,5%,42:58:00
620,Beni-Suef UniversityEgyptCourses,"66,543",26.1,1%,44:56:00
621,University of BradfordUnited KingdomCoursesEnquire,"9,239",16.9,28%,56:44:00
622,University of BrightonUnited KingdomCoursesEnquire,"16,906",17.5,22%,58:42:00
623,Ca’ Foscari University of VeniceItalyCourses,"16,090",34.3,9%,65:35:00
624,University of CagliariItalyCourses,"27,885",24,2%,59:41:00
625,Carlos III University of MadridSpainCoursesExplore,"16,917",11,15%,43:57:00
626,Catholic University of PortugalPortugalCourses,"10,904",10.7,16%,60:40:00
627,University of Central FloridaUnited StatesCoursesEnquire,"54,697",36.2,3%,56:44:00
628,Central South UniversityChinaCoursesExplore,"53,069",17.3,2%,41:59:00
629,Chang Gung UniversityTaiwanCourses,"7,527",12.3,4%,44:56:00
630,Chiba UniversityJapanCourses,"13,898",10,5%,37 : 63
631,University of ChileChileCourses,"39,345",17.1,6%,47:53:00
632,China Agricultural UniversityChinaCourses,"19,056",11.5,1%,58:42:00
633,"China University of Geosciences, BeijingChinaCourses","18,114",17.4,1%,32 : 68
634,University of Clermont AuvergneFranceCourses,"34,572",18.3,13%,57:43:00
635,COMSATS University IslamabadPakistanCourses,"31,413",10.9,1%,25 : 75
636,Concordia UniversityCanadaCoursesEnquire,"32,065",30.6,28%,50:50:00
637,University of Costa RicaCosta RicaCourses,"32,276",14.3,2%,50:50:00
638,Covenant UniversityNigeriaCoursesExplore,"9,369",18.1,0%,37 : 63
639,Coventry UniversityUnited KingdomCoursesExplore,"25,118",14.4,45%,48:52:00
640,Dalian University of TechnologyChinaCourses,"39,075",16.2,2%,35 : 65
641,University of DaytonUnited StatesCoursesEnquire,"10,116",13.9,13%,52:48:00
642,University of DelhiIndiaCourses,"22,854",23.8,1%,47:53:00
643,De Montfort UniversityUnited KingdomCoursesEnquire,"17,131",19.2,25%,57:43:00
644,University of DeustoSpainCoursesVerify Documents,"8,665",21.3,11%,59:41:00
645,East China University of Science and TechnologyChinaCourses,"21,602",11.9,1%,40 : 60
646,Eastern Mediterranean UniversityNorthern CyprusCoursesExplore,"19,694",30.6,84%,37 : 63
647,École Centrale de LyonFranceCourses,"1,938",15.6,29%,26 : 74
648,École normale supérieure Paris-SaclayFranceCourses,"1,830",11.7,15%,30 : 70
649,Edinburgh Napier UniversityUnited KingdomCourses,"11,156",20,32%,56:44:00
650,Embry-Riddle Aeronautical UniversityUnited StatesCoursesEnquire,"16,010",17.3,10%,0.765972222
651,Eötvös Loránd UniversityHungaryCoursesExplore,"27,267",19.4,10%,65:35:00
652,Ewha Womans UniversitySouth KoreaCourses,"14,893",14.3,14%,100:00:00
653,Federal University of Minas GeraisBrazilCourses,"44,108",13.3,2%,53:47:00
654,Federal University of Rio de JaneiroBrazilCourses,"55,109",14,2%,54:46:00
655,Universidade Federal do Rio Grande do SulBrazilCourses,"47,931",17.1,2%,50:50:00
656,Universidade Federal de São Paulo (UNIFESP)BrazilCourses,"13,520",8.6,1%,60:40:00
657,Federico Santa María Technical UniversityChileCoursesExplore,"19,273",27.9,3%,24 : 76
658,Fordham UniversityUnited StatesCoursesEnquire,"12,646",12.5,15%,59:41:00
659,Fuzhou UniversityChinaCourses,"34,664",16.6,1%,42:58:00
660,Glasgow Caledonian UniversityUnited KingdomCoursesEnquire,"12,986",20.1,18%,59:41:00
661,University of GranadaSpainCoursesVerify Documents,"52,989",14.9,10%,57:43:00
662,University of GreenwichUnited KingdomCoursesEnquire,"14,579",17.9,35%,57:43:00
663,University of HaifaIsraelCourses,"17,848",30.6,2%,66:34:00
664,University of HertfordshireUnited KingdomCoursesEnquire,"17,555",17.6,28%,54:46:00
