Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
1014,Aoyama Gakuin UniversityJapanCourses,"19,520",8.2,3%,47:53:00
1015,Assiut UniversityEgyptCourses,"79,183",17.9,0%,45:55:00
1016,Autonomous University of Baja CaliforniaMexicoCoursesExplore,"59,812",20.4,2%,53:47:00
1017,Universidad Autónoma del Estado de HidalgoMexicoCourses,"33,839",17.9,0%,56:44:00
1018,Universidad Autónoma de Nuevo León (UANL)MexicoCourses,"102,466",27.2,1%,n/a
1019,Benemérita Universidad Autónoma de PueblaMexicoCourses,"78,390",35.2,0%,53:47:00
1020,Autonomous University of San Luis PotosiMexicoCourses,"31,102",9.3,1%,50:50:00
1021,Universidad Autónoma del Estado de Mexico (UAEMex)MexicoCourses,"57,087",23.2,0%,59:41:00
1022,Universidad Autónoma de YucatánMexicoCourses,"16,570",14.9,0%,49:51:00
1023,Badji Mokhtar University – AnnabaAlgeriaCourses,"40,514",33.6,1%,52:48:00
1024,Bahauddin Zakariya UniversityPakistanCourses,"24,532",30.2,0%,44:56:00
1025,Bahçeşehir UniversityTurkeyCourses,"14,159",34.2,12%,48:52:00
1026,Belarusian State UniversityBelarusCourses,"29,230",9.2,8%,65:35:00
1027,University of Bío-BíoChileCourses,"12,893",24.7,1%,42:58:00
1028,University of BirjandIranCourses,"11,347",28.7,1%,56:44:00
1029,Birmingham City UniversityUnited KingdomCoursesEnquire,"19,618",18.8,22%,62:38:00
1030,Bucharest University of Economic StudiesRomaniaCourses,"21,447",11.8,3%,47:53:00
1031,Canterbury Christ Church UniversityUnited KingdomCoursesEnquire,"11,728",18.7,12%,67:33:00
1032,Catholic University of the NorthChileCourses,"11,669",20.5,2%,45:55:00
1033,Ceará State UniversityBrazilCourses,"17,934",16.3,0%,56:44:00
1034,Chaoyang University of TechnologyTaiwanCourses,"17,017",43.3,8%,56:44:00
1035,University of ChesterUnited KingdomCoursesEnquire,"10,303",17.5,10%,66:34:00
1036,Chiba Institute of TechnologyJapanCourses,"9,774",30.7,1%,0.561111111
1037,Chubu UniversityJapanCourses,"12,661",24.8,1%,26 : 74
1038,Chungnam National UniversitySouth KoreaCourses,"22,773",21.7,4%,44:56:00
1039,Chuo UniversityJapanCourses,"26,698",37.9,4%,35 : 65
1040,Cochin University of Science and TechnologyIndiaCourses,"8,147",19.2,0%,36 : 64
1041,University of ColomboSri LankaCourses,"29,464",29.5,0%,56:44:00
1042,University of ConcepciónChileCourses,"27,077",17.5,1%,51:49:00
1043,Université Frères Mentouri Constantine 1AlgeriaCourses,"33,735",19.4,0%,55:45:00
1044,Corvinus University of BudapestHungaryCourses,"10,404",24.7,14%,54:46:00
1045,Cukurova UniversityTurkeyCourses,"41,446",18.7,4%,45:55:00
1046,University of Dar es SalaamTanzaniaCourses,"25,282",15.2,0%,33 : 67
1047,Del Rosario UniversityColombiaCourses,"9,568",12.5,1%,n/a
1048,Democritus University of ThraceGreeceCourses,"29,386",46.9,3%,54:46:00
1049,Dokuz Eylül UniversityTurkeyCourses,"63,639",19.2,2%,47:53:00
1050,Doshisha UniversityJapanCourses,"28,311",18.9,4%,40 : 60
1051,"University of Economics, PragueCzech RepublicCourses","14,945",29.2,22%,54:46:00
1052,Ehime UniversityJapanCourses,"9,419",12.8,3%,37 : 63
1053,The University of Electro-CommunicationsJapanCourses,"4,806",15.7,6%,0.520138889
1054,University of Engineering & Technology (UET) LahorePakistanCourses,"12,467",13.9,2%,1.011805556
1055,Far Eastern Federal UniversityRussian FederationCourses,"15,480",9.4,15%,n/a
1056,Universidade Federal do Ceará (UFC)BrazilCourses,"31,719",14.6,1%,47:53:00
1057,Federal University of GoiásBrazilCourses,"29,558",13.3,0%,44:56:00
1058,Federal University of ItajubáBrazilCourses,"8,997",18.2,1%,29 : 71
1059,Federal University of LavrasBrazilCourses,"15,389",22.1,1%,52:48:00
1060,Federal University of ParáBrazilCourses,"49,435",20.7,0%,56:44:00
1061,Universidade Federal do Paraná (UFPR)BrazilCourses,"32,952",12.8,0%,51:49:00
1062,Federal University of PernambucoBrazilCourses,"38,264",14.7,1%,50:50:00
1063,Federal University of Rio Grande do Norte (UFRN)BrazilCourses,"39,365",16.3,0%,56:44:00
1064,Federal University of Santa MariaBrazilCourses,"26,334",13.8,0%,56:44:00
1065,Universidade Tecnológica Federal do Paraná (UTFPR)BrazilCourses,"33,025",13.2,1%,36 : 64
1066,Federal University of UberlândiaBrazilCourses,"20,461",11.5,%,n/a
1067,Federal University of ViçosaBrazilCourses,"17,340",14.6,2%,51:49:00
1068,Feng Chia UniversityTaiwanCourses,"19,811",23.3,15%,37 : 63
1069,Fluminense Federal UniversityBrazilCourses,"68,410",19,0%,49:51:00
1070,University of FukuiJapanCourses,"4,999",9.2,4%,29 : 71
1071,Universitas Gadjah MadaIndonesiaCourses,"41,201",10.5,1%,54:46:00
1072,Gazi UniversityTurkeyCourses,"79,733",31.5,3%,49:51:00
1073,"G.B. Pant University of Agriculture & Technology, PantnagarIndiaCourses","4,389",7.5,0%,43:57:00
1074,University of GdańskPolandCourses,"29,683",17.6,2%,61:39:00
1075,Gdańsk University of TechnologyPolandCourses,"23,017",18.7,2%,40 : 60
1076,Gifu UniversityJapanCourses,"7,161",7.9,4%,35 : 65
1077,GITAM UniversityIndiaCourses,"16,223",14.7,2%,32 : 68
1078,Government College University LahorePakistanCourses,"8,841",33.5,1%,43:57:00
1079,Grigore T. Popa University of Medicine and PharmacyRomaniaCourses,"9,602",11.4,29%,66:34:00
1080,University of GuadalajaraMexicoCoursesExplore,"120,298",52.4,0%,52:48:00
1081,University of GuanajuatoMexicoCourses,"24,798",16.6,1%,52:48:00
1082,Guangxi UniversityChinaCourses,"34,199",15.8,5%,46:54:00
1083,Gunma UniversityJapanCourses,"6,362",7.3,3%,37 : 63
1084,Hallym UniversitySouth KoreaCourses,"8,372",9.8,4%,n/a
1085,Harbin Engineering UniversityChinaCourses,"24,124",14.1,2%,26 : 74
1086,The Hashemite UniversityJordanCourses,"16,879",16.8,4%,58:42:00
1087,Université Hassan II de CasablancaMoroccoCourses,"100,095",30.7,2%,53:47:00
1088,Helwan UniversityEgyptCourses,"154,964",36,1%,58:42:00
1089,Hosei UniversityJapanCourses,"30,364",41,2%,36 : 64
1090,Huaqiao UniversityChinaCourses,"29,637",17.8,11%,49:51:00
1091,University of HyogoJapanCourses,"6,607",14,2%,39 : 61
1092,Ibaraki UniversityJapanCourses,"8,153",12,3%,35 : 65
1093,Imam Abdulrahman Bin Faisal UniversitySaudi ArabiaCoursesExplore,"28,627",10.6,3%,78:22:00
1094,Incheon National UniversitySouth KoreaCourses,"13,807",23,2%,44:56:00
1095,IPB UniversityIndonesiaCourses,"23,044",13.1,1%,58:42:00
1096,I-Shou UniversityTaiwanCourses,"16,425",31.1,9%,47:53:00
1097,Ivane Javakhishvili Tbilisi State UniversityGeorgiaCoursesExplore,"20,225",24.8,2%,62:38:00
1098,Ivan Franko National University of LvivUkraineCourses,"18,210",9.6,1%,75:25:00
1099,Iwate UniversityJapanCourses,"5,626",14.7,3%,37 : 63
1100,Izmir Institute of TechnologyTurkeyCourses,"5,035",22.7,3%,46:54:00
1101,Kagoshima UniversityJapanCourses,"10,498",10.2,3%,38 : 62
1102,Kanagawa UniversityJapanCourses,"18,541",13.8,3%,28 : 72
1103,Kansai UniversityJapanCourses,"30,401",12,3%,39 : 61
1104,Kasetsart UniversityThailandCourses,"68,213",22.9,1%,62:38:00
1105,Kaunas University of TechnologyLithuaniaCourses,"10,146",14,5%,38 : 62
1106,Kazan National Research Technological UniversityRussian FederationCourses,"15,631",10.6,10%,47:53:00
1107,University of KeralaIndiaCourses,"8,210",19.3,0%,56:44:00
1108,Kharazmi UniversityIranCourses,"13,129",20.7,1%,57:43:00
1109,Khon Kaen UniversityThailandCourses,"36,280",18.5,2%,56:44:00
1110,KIIT UniversityIndiaCoursesExplore,"19,633",14,2%,37 : 63
1111,King Mongkut’s Institute of Technology LadkrabangThailandCourses,"22,938",22.4,0%,53:47:00
1112,King Mongkut's University of Technology North BangkokThailandCourses,"25,542",24.1,0%,40 : 60
1113,Kitasato UniversityJapanCourses,"8,539",5.3,0%,53:47:00
1114,Kogakuin UniversityJapanCoursesExplore,"6,531",17,1%,0.684027778
1115,Kookmin UniversitySouth KoreaCourses,"17,299",11.1,9%,45:55:00
1116,Kwansei Gakuin UniversityJapanCourses,"23,965",21.1,3%,48:52:00
1117,Kyoto Institute of TechnologyJapanCourses,"4,060",13.2,5%,27 : 73
1118,University of LahorePakistanCourses,"24,674",14.3,2%,35 : 65
1119,University of LeónSpainCourses,"12,303",14.6,5%,56:44:00
1120,L.N. Gumilyov Eurasian National UniversityKazakhstanCourses,"16,155",4.9,3%,n/a
1121,Lobachevsky State University of Nizhni NovgorodRussian FederationCourses,"18,205",8,7%,53:47:00
1122,University of ŁódźPolandCourses,"33,758",15.2,4%,65:35:00
1123,Lodz University of TechnologyPolandCourses,"17,115",13.1,3%,41:59:00
1124,London South Bank UniversityUnited KingdomCoursesEnquire,"11,965",17.1,34%,56:44:00
1125,Londrina State UniversityBrazilCourses,"23,392",13.7,1%,57:43:00
1126,Lviv Polytechnic National UniversityUkraineCourses,"22,520",11,1%,39 : 61
1127,Maharaja Sayajirao University of BarodaIndiaCourses,"34,111",27.3,0%,58:42:00
1128,Mahasarakham UniversityThailandCourses,"43,552",34.4,0%,63:37:00
1129,Universiti Malaysia Sarawak (UNIMAS)MalaysiaCoursesExplore,"15,426",19.2,5%,65:35:00
1130,Manipal Academy of Higher EducationIndiaCourses,"25,145",9.7,8%,43:57:00
1131,Marmara UniversityTurkeyCourses,"72,603",35.7,4%,52:48:00
1132,Meiji UniversityJapanCourses,"32,270",29.8,4%,32 : 68
1133,Meijo UniversityJapanCourses,"15,422",32.6,2%,27 : 73
1134,Menoufia UniversityEgyptCourses,"82,327",38.7,1%,44:56:00
1135,Universidad Michoacana de San Nicolás de HidalgoMexicoCourses,"39,392",29,1%,51:49:00
1136,Ming Chuan UniversityTaiwanCourses,"18,800",22.7,11%,60:40:00
1137,Minia UniversityEgyptCourses,"58,870",15.9,1%,61:39:00
1138,MIREA - Russian Technological UniversityRussian FederationCourses,"16,441",14.9,3%,31 : 69
1139,University of MiyazakiJapanCourses,"5,507",8.3,2%,35 : 65
1140,University of MonastirTunisiaCourses,"21,267",11.3,1%,68:32:00
1141,Moscow Aviation InstituteRussian FederationCourses,"15,263",10.5,9%,28 : 72
1142,Moscow Power Engineering InstituteRussian FederationCourses,"11,252",15.4,9%,38 : 62
1143,Muroran Institute of TechnologyJapanCoursesExplore,"3,320",18,4%,0.438194444
1144,University of MysoreIndiaCourses,"7,944",20.3,8%,43:57:00
1145,Nagaoka University of TechnologyJapanCourses,"2,388",10.3,12%,0.520138889
1146,Nagoya Institute of TechnologyJapanCourses,"5,637",16.1,4%,0.643055556
1147,University of NairobiKenyaCourses,"72,466",40.4,1%,36 : 64
1148,Nara Medical UniversityJapanCourses,"1,202",3.6,1%,48:52:00
1149,Naresuan UniversityThailandCourses,"23,232",15.8,1%,66:34:00
1150,National Changhua University of EducationTaiwanCourses,"8,124",21.4,8%,53:47:00
1151,National Chiayi UniversityTaiwanCourses,"12,537",26,4%,48:52:00
1152,National Chung Cheng UniversityTaiwanCourses,"14,278",19.9,4%,37 : 63
1153,National University of ColombiaColombiaCourses,"51,844",22,1%,38 : 62
1154,National University of CórdobaArgentinaCourses,"64,491",11.5,2%,63:37:00
1155,National University of KaohsiungTaiwanCourses,"5,599",23.5,4%,41:59:00
1156,National University of La PlataArgentinaCourses,"118,688",23.9,5%,56:44:00
1157,Instituto Politécnico Nacional (IPN)MexicoCourses,"178,492",10.5,0%,38 : 62
1158,National Research University of Electronic Technology (MIET)Russian FederationCourses,"4,197",11.6,3%,31 : 69
1159,National Research Saratov State UniversityRussian FederationCourses,"8,756",9.7,6%,60:40:00
1160,National University of the SouthArgentinaCourses,"20,325",6.9,1%,58:42:00
1161,Nicolaus Copernicus University in ToruńPolandCourses,"23,670",12,2%,69:31:00
1162,University of Nigeria NsukkaNigeriaCourses,"32,429",14.2,1%,48:52:00
1163,North China Electric Power UniversityChinaCourses,"30,412",16.7,1%,35 : 65
1164,Ochanomizu UniversityJapanCourses,"2,947",14.2,5%,100:00:00
1165,Oita UniversityJapanCourses,"5,682",9.4,1%,37 : 63
1166,Ondokuz Mayis UniversityTurkeyCourses,"33,790",30.5,6%,52:48:00
1167,Osaka Prefecture UniversityJapanCourses,"7,794",10,4%,36 : 64
1168,University of PardubiceCzech RepublicCourses,"7,807",14.5,6%,55:45:00
1169,Perm National Research Polytechnic UniversityRussian FederationCourses,"9,509",9,5%,38 : 62
1170,Perm State UniversityRussian FederationCourses,"12,452",14.2,1%,65:35:00
1171,Pirogov Russian National Research Medical UniversityRussian FederationCourses,"8,608",5.7,7%,73:27:00
1172,PMAS Arid Agriculture University RawalpindiPakistanCourses,"10,919",45.5,0%,39 : 61
1173,Universidad Pontificia Bolivariana (UPB)ColombiaCourses,"13,748",11.3,1%,56:44:00
1174,Pontifícia Universidade Católica do ParanáBrazilCourses,"25,198",25.8,1%,52:48:00
1175,Pontifical Catholic University of ValparaísoChileCourses,"15,165",23.1,1%,43:57:00
1176,Prince of Songkla UniversityThailandCourses,"41,469",18,2%,69:31:00
1177,PSG College of TechnologyIndiaCourses,"8,283",15.3,0%,38 : 62
1178,Universidade do Estado do Rio de Janeiro (UERJ)BrazilCourses,"22,918",8.7,0%,57:43:00
1179,Ritsumeikan UniversityJapanCourses,"32,739",17,5%,36 : 64
1180,University of the RyukyusJapanCourses,"8,184",10.9,2%,38 : 62
1181,Saga UniversityJapanCourses,"6,994",9.9,2%,38 : 62
1182,Saitama Medical UniversityJapanCourses,"1,889",1.5,0%,52:48:00
1183,"University of Santiago, Chile (USACH)ChileCourses","24,606",25.9,2%,40 : 60
1184,SASTRA UniversityIndiaCourses,"12,997",16.5,0%,50:50:00
1185,Sathyabama Institute of Science and TechnologyIndiaCourses,"15,886",19.5,1%,48:52:00
1186,University of Sciences and Technology Houari BoumedieneAlgeriaCourses,"35,418",19,1%,n/a
1187,Sechenov UniversityRussian FederationCoursesExplore,"15,320",8.5,13%,79:21:00
1188,Seoul National University of Science and Technology (SeoulTech)South KoreaCourses,"12,407",17.3,3%,34 : 66
1189,Shahid Bahonar University of KermanIranCourses,"14,635",22.2,0%,56:44:00
1190,Shahrood University of TechnologyIranCourses,"8,453",27,0%,46:54:00
1191,Shanghai Maritime UniversityChinaCourses,"23,281",18,3%,40 : 60
1192,Shibaura Institute of Technology TokyoJapanCourses,"7,287",23.9,13%,0.847916667
1193,Shimane UniversityJapanCourses,"6,125",7.9,2%,36 : 64
1194,Shizuoka UniversityJapanCourses,"9,932",13.7,3%,29 : 71
1195,University of ShizuokaJapanCourses,"2,937",11.4,4%,60:40:00
1196,Showa UniversityJapanCourses,"3,650",2,0%,58:42:00
1197,Siberian Federal UniversityRussian FederationCourses,"26,705",15.9,3%,50:50:00
1198,University of Silesia in KatowicePolandCourses,"25,546",13.5,3%,67:33:00
1199,Simón Bolívar UniversityVenezuelaCourses,"11,040",14.9,0%,44:56:00
1200,Slovak University of Technology in BratislavaSlovakiaCourses,"14,579",13,2%,34 : 66
1201,Sofia UniversityBulgariaCourses,"23,029",14.4,5%,65:35:00
1202,University of SonoraMexicoCourses,"29,921",20.9,1%,53:47:00
1203,Sophia UniversityJapanCoursesExplore,"13,281",24.5,9%,54:46:00
1204,University of South AfricaSouth AfricaCourses,"163,520",106.7,8%,67:33:00
1205,University of South ChinaChinaCourses,"21,927",3.6,1%,44:56:00
1206,Southern Federal UniversityRussian FederationCourses,"17,627",8.3,8%,51:49:00
1207,University of Southern MississippiUnited StatesCoursesEnquire,"13,562",18.5,4%,64:36:00
1208,South Valley UniversityEgyptCourses,"46,462",55.9,0%,62:38:00
1209,Southwest Jiaotong UniversityChinaCourses,"36,351",16,2%,25 : 75
1210,Srinakharinwirot UniversityThailandCourses,"23,105",19.5,0%,66:34:00
1211,SRM Institute of Science and TechnologyIndiaCourses,"47,375",16.4,2%,0.929861111
1212,Universidade Estadual de MaringáBrazilCourses,"20,522",11.4,1%,55:45:00
1213,State University of Ponta GrossaBrazilCourses,"10,378",10.8,0%,57:43:00
1214,St Petersburg Electrotechnical University (LETI)Russian FederationCoursesExplore,"8,418",13.1,12%,30 : 70
1215,Tamil Nadu Agricultural UniversityIndiaCourses,"5,893",7.3,0%,62:38:00
1216,Tamkang UniversityTaiwanCourses,"27,041",23.9,7%,48:52:00
1217,University of TarapacáChileCourses,"8,857",25,2%,54:46:00
1218,Taras Shevchenko National University of KyivUkraineCourses,"22,400",8.8,4%,57:43:00
1219,Technical University of KošiceSlovakiaCourses,"9,013",11.6,5%,29 : 71
1220,Technical University of LiberecCzech RepublicCourses,"5,706",11,11%,55:45:00
1221,Universiti Teknologi MARAMalaysiaCourses,"54,418",16.4,0%,66:34:00
1222,Institut Teknologi Sepuluh NopemberIndonesiaCourses,"16,712",13.2,3%,40 : 60
1223,Thammasat UniversityThailandCourses,"33,023",12.2,1%,63:37:00
1224,University of Abou Bekr Belkaïd TlemcenAlgeriaCourses,"44,100",24.3,1%,72:28:00
1225,TOBB University of Economics and TechnologyTurkeyCourses,"5,474",16.5,1%,46:54:00
1226,Tokai UniversityJapanCourses,"30,070",12.9,2%,26 : 74
1227,Tokyo University of AgricultureJapanCourses,"12,145",34.9,2%,41:59:00
1228,Tokyo City UniversityJapanCourses,"7,760",15.9,1%,1.011805556
1229,Tokyo Denki UniversityJapanCourses,"9,315",25.2,2%,0.520138889
1230,Tokyo University of Marine Science and TechnologyJapanCourses,"2,686",11,7%,33 : 67
1231,Tomas Bata University in ZlínCzech RepublicCourses,"8,804",20.2,10%,59:41:00
1232,Tottori UniversityJapanCourses,"6,094",8.2,2%,36 : 64
1233,University of ToyamaJapanCourses,"9,289",12,3%,40 : 60
1234,Toyo UniversityJapanCourses,"30,484",31,4%,41:59:00
1235,University of Tunis El ManarTunisiaCourses,"34,455",10.3,1%,67:33:00
1236,Unisinos UniversityBrazilCourses,"13,475",21.1,1%,52:48:00
1237,Ural Federal UniversityRussian FederationCourses,"24,406",10.9,9%,49:51:00
1238,Urmia UniversityIranCourses,"13,569",27.8,0%,50:50:00
1239,Utsunomiya UniversityJapanCourses,"4,989",13.8,5%,37 : 63
1240,University of ValparaísoChileCourses,"16,535",17.9,3%,57:43:00
1241,University of VeracruzMexicoCourses,"61,886",13.6,0%,53:47:00
1242,"University of Veterinary and Animal Sciences, LahorePakistanCourses","5,255",28.9,1%,47:53:00
1243,V.N. Karazin Kharkiv National UniversityUkraineCourses,"16,069",10.1,29%,55:45:00
1244,Volgograd State Technical UniversityRussian FederationCourses,"13,061",12.5,7%,39 : 61
1245,Voronezh State UniversityRussian FederationCourses,"15,490",11.4,10%,57:43:00
1246,VSB - Technical University of OstravaCzech RepublicCoursesExplore,"14,835",17.3,10%,36 : 64
1247,University of West BohemiaCzech RepublicCourses,"11,984",17.5,4%,52:48:00
1248,Universidade Estadual do Oeste do Paraná (Unioeste)BrazilCourses,"10,919",4.1,0%,59:41:00
1249,West University of TimişoaraRomaniaCourses,"14,189",18.3,4%,64:36:00
1250,Wrocław University of Science and TechnologyPolandCourses,"34,819",18.5,2%,33 : 67
1251,Yamaguchi UniversityJapanCourses,"10,569",10.8,4%,36 : 64
1252,Yanshan UniversityChinaCourses,"32,183",16.3,1%,39 : 61
1253,Yarmouk UniversityJordanCourses,"35,320",34.5,9%,61:39:00
1254,Yazd UniversityIranCourses,"13,635",30.3,0%,57:43:00
1255,Yeditepe UniversityTurkeyCourses,"19,705",18.6,2%,55:45:00
1256,Yuan Ze UniversityTaiwanCourses,"8,186",19.2,9%,42:58:00
1257,Zagazig UniversityEgyptCourses,"135,036",20.6,2%,51:49:00
1258,University of ZanjanIranCourses,"10,606",26.7,0%,55:45:00
