Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
323,North Carolina State UniversityUnited StatesCoursesEnquire,"29,966",12.5,15%,46:54:00
324,University of OregonUnited StatesCoursesEnquire,"22,019",10.6,10%,54:46:00
325,University of OuluFinlandCoursesExplore,"9,822",26.6,7%,53:47:00
326,University of PassauGermanyCourses,"11,249",91.4,14%,59:41:00
327,Peter the Great St Petersburg Polytechnic UniversityRussian FederationCoursesExplore,"16,768",9.2,31%,39 : 61
328,Qatar UniversityQatarCourses,"8,808",9.2,37%,75:25:00
329,Reykjavík UniversityIcelandCourses,"2,501",23.4,9%,46:54:00
330,RMIT UniversityAustraliaCoursesEnquire,"33,427",23.1,33%,48:52:00
331,"Royal Holloway, University of LondonUnited KingdomCoursesEnquire","9,686",14.7,35%,58:42:00
332,Rush UniversityUnited StatesCoursesEnquire,"2,624",2.2,2%,74:26:00
333,Sejong UniversitySouth KoreaCourses,"12,207",20.2,11%,46:54:00
334,University of South AustraliaAustraliaCoursesEnquire,"20,930",30.6,20%,58:42:00
335,University of StirlingUnited KingdomCoursesExplore,"9,548",16.7,24%,63:37:00
336,Stony Brook UniversityUnited StatesCoursesEnquire,"24,593",10.6,23%,50:50:00
337,Syracuse UniversityUnited StatesCoursesEnquireAdmissions Support,"20,484",15,20%,53:47:00
338,Taipei Medical UniversityTaiwanCoursesExplore,"6,112",9.8,10%,58:42:00
339,Tampere UniversityFinlandCourses,"15,267",21.8,6%,52:48:00
340,Technical University of DarmstadtGermanyCourses,"17,814",39.8,17%,31 : 69
341,Temple UniversityUnited StatesCoursesEnquire,"36,398",13.1,9%,53:47:00
342,The University of Tennessee-KnoxvilleUnited StatesCoursesEnquire,"26,184",16.6,5%,n/a
343,University of Texas at DallasUnited StatesCoursesExplore,"23,587",20.8,23%,43:57:00
344,Tokyo Institute of TechnologyJapanCourses,"9,566",7.8,13%,0.684027778
345,University of TrentoItalyCourses,"13,180",20.1,7%,51:49:00
346,Tulane UniversityUnited StatesCoursesEnquireAdmissions Support,"11,224",9.1,11%,58:42:00
347,United Arab Emirates UniversityUnited Arab EmiratesCoursesExplore,"7,270",8.9,18%,83:17:00
348,University College CorkIrelandCourses,"17,051",17.6,19%,58:42:00
349,Washington State UniversityUnited StatesCoursesEnquire,"28,482",18.4,7%,53:47:00
350,Wuhan UniversityChinaCoursesExplore,"53,956",15.2,7%,n/a
351,Aix-Marseille UniversityFranceCourses,"68,841",16.7,13%,59:41:00
352,Babol Noshirvani University of TechnologyIranCourses,"5,140",23.8,0%,34 : 66
353,University of BayreuthGermanyCoursesVerify Documents,"9,162",30.5,12%,47:53:00
354,"Birkbeck, University of LondonUnited KingdomCoursesEnquire","8,148",17,38%,54:46:00
355,Universiti Brunei DarussalamBrunei DarussalamCoursesExplore,"3,818",10.9,17%,65:35:00
356,Brunel University LondonUnited KingdomCoursesEnquire,"11,679",18,36%,47:53:00
357,Catholic University of PortugalPortugalCourses,"11,187",23.7,17%,62:38:00
358,Central South UniversityChinaCoursesExplore,"53,277",19.1,3%,n/a
359,"City, University of LondonUnited KingdomCoursesEnquire","14,786",18.5,51%,57:43:00
360,University of CreteGreeceCourses,"13,649",24.5,5%,62:38:00
361,Drexel UniversityUnited StatesCoursesEnquire,"20,140",11.4,16%,51:49:00
362,East China Normal UniversityChinaCoursesExplore,"27,085",14.5,13%,65:35:00
363,University of FribourgSwitzerlandCourses,"10,888",31.7,18%,60:40:00
364,Grenoble Alpes UniversityFranceCourses,"40,486",17.1,14%,53:47:00
365,Hanyang UniversitySouth KoreaCoursesExplore,"20,019",15.3,21%,n/a
366,Hasselt UniversityBelgiumCourses,"5,503",30.9,13%,48:52:00
367,Heriot-Watt UniversityUnited KingdomCoursesEnquire,"9,420",18,36%,41:59:00
368,Hong Kong Baptist UniversityHong KongCoursesExplore,"8,224",15.4,51%,71:29:00
369,IMT AtlantiqueFranceCourses,"1,628",8.6,43%,24 : 76
370,Indian Institute of Technology RoparIndiaCourses,"1,765",10.9,0%,0.725
371,University of InnsbruckAustriaCourses,"13,492",22.8,42%,54:46:00
372,University of KansasUnited StatesCoursesEnquire,"24,467",9.9,9%,52:48:00
373,Khalifa UniversityUnited Arab EmiratesCoursesExplore,"3,164",9.7,19%,59:41:00
374,University of KwaZulu-NatalSouth AfricaCoursesExplore,"36,731",28.8,4%,58:42:00
375,Lappeenranta-Lahti University of Technology LUTFinlandCoursesExplore,"4,099",29.2,16%,31 : 69
376,University of LiègeBelgiumCoursesVerify Documents,"20,968",25.9,20%,57:43:00
377,Loughborough UniversityUnited KingdomCoursesEnquire,"14,802",13.7,27%,41:59:00
378,University of ManitobaCanadaCoursesEnquire,"28,786",28.9,18%,53:47:00
379,University of MilanItalyCourses,"45,752",20.9,6%,59:41:00
380,University of Milan-BicoccaItalyCourses,"27,098",29.4,6%,61:39:00
381,Nagoya UniversityJapanCourses,"15,589",9.4,11%,30 : 70
382,Nankai UniversityChinaCoursesExplore,"29,500",13.5,8%,n/a
383,National Tsing Hua UniversityTaiwanCourses,"14,758",17.9,11%,42:58:00
384,Northumbria UniversityUnited KingdomCoursesEnquire,"21,983",17.2,18%,55:45:00
385,NOVA University of LisbonPortugalCourses,"19,976",18.3,19%,51:49:00
386,"University of Occupational and Environmental Health, JapanJapanCoursesExplore","1,159",2.5,1%,52:48:00
387,Örebro UniversitySwedenCourses,"9,434",16.9,6%,60:40:00
388,Osaka UniversityJapanCourses,"22,867",7.4,12%,32 : 68
389,Politecnico di MilanoItalyCoursesExplore,"36,828",25.4,18%,34 : 66
390,University of StuttgartGermanyCoursesVerify Documents,"24,554",44,20%,33 : 67
391,Swedish University of Agricultural SciencesSwedenCoursesVerify Documents,"3,720",4.4,4%,69:31:00
392,Swinburne University of TechnologyAustraliaCoursesEnquire,"15,604",25.1,28%,35 : 65
393,University of TasmaniaAustraliaCoursesEnquire,"18,328",22.8,33%,60:40:00
394,University of TurkuFinlandCourses,"12,813",15.8,6%,63:37:00
395,UiT The Arctic University of NorwayNorwayCourses,"14,276",10.4,11%,58:42:00
396,Umeå UniversitySwedenCourses,"17,055",12.4,11%,60:40:00
397,Université de Versailles Saint-Quentin-en-YvelinesFranceCourses,"16,699",21.2,16%,60:40:00
398,Victoria UniversityAustraliaCoursesEnquire,"15,838",44.1,28%,52:48:00
399,University of VictoriaCanadaCoursesEnquire,"21,317",25.2,21%,55:45:00
400,Wayne State UniversityUnited StatesCoursesEnquire,"22,359",11.6,7%,57:43:00
401,Aberystwyth UniversityUnited KingdomCoursesEnquire,"6,809",17.2,22%,51:49:00
402,University of Alaska FairbanksUnited StatesCoursesEnquire,"3,342",8.2,5%,52:48:00
403,American UniversityUnited StatesCoursesEnquire,"12,460",13.5,13%,63:37:00
404,Aston UniversityUnited KingdomCoursesEnquire,"11,549",19.7,25%,48:52:00
405,Aswan UniversityEgyptCourses,"25,114",40.9,2%,57:43:00
406,Bangor UniversityUnited KingdomCoursesEnquire,"9,663",17,25%,59:41:00
407,University of Bari Aldo MoroItalyCourses,"29,396",21.1,1%,61:39:00
408,Bauman Moscow State Technical UniversityRussian FederationCourses,"19,501",5.6,8%,29 : 71
409,University of BordeauxFranceCoursesExplore,"54,812",22.4,13%,59:41:00
410,Bournemouth UniversityUnited KingdomCoursesEnquire,"13,713",17,18%,55:45:00
411,University of BremenGermanyCoursesVerify Documents,"18,843",32.3,13%,51:49:00
412,University of BresciaItalyCourses,"14,479",25.1,7%,45:55:00
413,University of CampinasBrazilCourses,"29,082",15.6,3%,47:53:00
414,Cankaya UniversityTurkeyCourses,"7,492",25.2,1%,45:55:00
415,University of CanterburyNew ZealandCoursesEnquireExplore,"14,069",18.6,24%,50:50:00
416,Centrale NantesFranceCourses,"1,776",16.5,48%,25 : 75
417,CEU UniversitiesSpainCoursesExplore,"17,654",11.5,19%,63:37:00
418,Charles University in PragueCzech RepublicCourses,"47,406",12.8,22%,62:38:00
419,"China Medical University, TaiwanTaiwanCoursesExplore","7,633",16.9,9%,55:45:00
420,Clark UniversityUnited StatesCoursesEnquire,"3,045",11.5,23%,60:40:00
421,Colorado School of MinesUnited StatesCoursesEnquire,"5,898",17.2,11%,30 : 70
422,"Colorado State University, Fort CollinsUnited StatesCoursesEnquire","26,178",16.1,6%,53:47:00
423,University of ConnecticutUnited StatesCoursesEnquire,"27,996",13.2,11%,52:48:00
424,University of DenverUnited StatesCoursesEnquire,"9,397",12.6,8%,57:43:00
425,University of DesarrolloChileCoursesExplore,"15,213",18.6,3%,56:44:00
426,Diego Portales UniversityChileCourses,"17,234",14.7,2%,49:51:00
427,Durban University of TechnologySouth AfricaCourses,"23,432",33.3,1%,52:48:00
428,University of Eastern FinlandFinlandCourses,"11,742",18.8,6%,64:36:00
429,Edith Cowan UniversityAustraliaCoursesExplore,"17,756",28.8,27%,60:40:00
430,Federal University of Toulouse Midi-PyrénéesFranceCourses,"104,479",16.5,14%,54:46:00
431,University of FlorenceItalyCourses,"36,497",21,10%,59:41:00
432,Florida International UniversityUnited StatesCoursesExplore,"33,974",23.7,8%,58:42:00
433,Free University of Bozen-BolzanoItalyCourses,"3,891",11.9,12%,67:33:00
434,University of GenoaItalyCourses,"23,405",19.3,9%,56:44:00
435,University of GeorgiaUnited StatesCoursesEnquire,"36,169",16.6,7%,57:43:00
436,Georgia State UniversityUnited StatesCoursesEnquire,"30,633",15.3,6%,58:42:00
437,"Goldsmiths, University of LondonUnited KingdomCoursesEnquire","9,015",15.7,36%,66:34:00
438,Harbin Institute of TechnologyChinaCourses,"31,873",10.6,12%,30 : 70
439,Hunan UniversityChinaCourses,"41,210",20.2,2%,47:53:00
440,University of IbadanNigeriaCourses,"38,170",25.7,1%,47:53:00
441,University of IcelandIcelandCourses,"8,309",14.1,12%,66:34:00
442,Indian Institute of Technology IndoreIndiaCourses,"1,309",9.2,0%,0.765972222
443,Iowa State UniversityUnited StatesCoursesEnquire,"31,814",18.1,12%,44:56:00
444,Jordan University of Science and TechnologyJordanCourses,"21,087",11.9,16%,57:43:00
445,Justus Liebig University GiessenGermanyCourses,"28,039",44.5,10%,62:38:00
446,University of JyväskyläFinlandCourses,"10,262",14.6,4%,61:39:00
447,University of KentuckyUnited StatesCoursesEnquire,"26,839",13.3,4%,56:44:00
448,King Saud UniversitySaudi ArabiaCourses,"38,189",10.1,10%,52:48:00
449,Koç UniversityTurkeyCourses,"5,440",16,6%,50:50:00
450,Kyushu UniversityJapanCourses,"18,714",9.3,13%,28 : 72
451,Linköping UniversitySwedenCoursesVerify Documents,"18,628",11.2,11%,54:46:00
452,L’institut AgroFranceCourses,"2,120",10.9,16%,62:38:00
453,Liverpool John Moores UniversityUnited KingdomCoursesEnquire,"20,201",16.9,15%,53:47:00
454,Makerere UniversityUgandaCourses,"30,486",20.8,3%,52:48:00
455,Mansoura UniversityEgyptCourses,"140,144",23.8,3%,58:42:00
456,Maynooth UniversityIrelandCourses,"10,107",28.6,12%,56:44:00
457,Middlesex UniversityUnited KingdomCoursesEnquire,"15,749",17.9,45%,60:40:00
458,Missouri University of Science and TechnologyUnited StatesCoursesEnquire,"7,862",21.6,12%,24 : 76
459,Mizzou - University of MissouriUnited StatesCoursesEnquire,"26,446",12.5,5%,53:47:00
460,University of Modena and Reggio EmiliaItalyCourses,"18,741",26.8,6%,53:47:00
461,University of Naples Federico IIItalyCourses,"50,375",19.7,2%,55:45:00
462,National and Kapodistrian University of AthensGreeceCourses,"59,348",28.3,10%,62:38:00
463,National Research Nuclear University MEPhIRussian FederationCourses,"5,797",10.5,26%,34 : 66
464,National Yang-Ming UniversityTaiwanCourses,"4,254",4.8,2%,49:51:00
465,University of Nebraska-LincolnUnited StatesCoursesExplore,"24,677",16.6,12%,48:52:00
466,University of NeuchâtelSwitzerlandCourses,"4,138",12.7,25%,58:42:00
467,Norwegian University of Science and TechnologyNorwayCoursesVerify Documents,"36,050",15.5,8%,48:52:00
468,Oklahoma State UniversityUnited StatesCoursesEnquire,"22,047",15.4,7%,50:50:00
469,Oregon State UniversityUnited StatesCoursesEnquire,"25,824",16.6,11%,47:53:00
470,University of PaviaItalyCourses,"25,589",44,8%,56:44:00
471,University of PeradeniyaSri LankaCourses,"17,301",11.5,1%,61:39:00
472,University of the PhilippinesPhilippinesCourses,"41,419",8.7,1%,54:46:00
473,University of PisaItalyCourses,"32,974",21.1,6%,51:49:00
474,University of PlymouthUnited KingdomCoursesEnquire,"17,481",17.6,15%,55:45:00
475,Polytechnic University of BariItalyCourses,"6,729",28.9,2%,32 : 68
476,Pontifical Javeriana UniversityColombiaCourses,"29,281",15.3,1%,55:45:00
477,University of PortoPortugalCourses,"32,586",17.6,18%,55:45:00
478,University of Rome II – Tor VergataItalyCourses,"25,893",13.8,13%,53:47:00
479,Royal Veterinary CollegeUnited KingdomCoursesEnquire,"2,191",10.9,23%,79:21:00
480,University of St GallenSwitzerlandCourses,"7,759",12,33%,35 : 65
481,Saint-Petersburg Mining UniversityRussian FederationCourses,"7,705",11.4,11%,40 : 60
482,University of SalernoItalyCourses,"25,123",27.5,2%,55:45:00
483,University of SannioItalyCourses,"2,998",15.8,2%,51:49:00
484,University of SaskatchewanCanadaCoursesEnquireExplore,"17,973",18.4,21%,55:45:00
485,Semmelweis UniversityHungaryCoursesExplore,"10,945",9.4,32%,69:31:00
486,Sharif University of TechnologyIranCourses,"8,742",20.1,2%,25 : 75
487,Shenzhen UniversityChinaCoursesExplore,"35,396",14.5,1%,49:51:00
488,University of SienaItalyCourses,"13,232",17.6,9%,61:39:00
489,University of South Carolina-ColumbiaUnited StatesCoursesEnquire,"32,445",16.4,6%,54:46:00
490,South China University of TechnologyChinaCourses,"40,581",13.4,5%,38 : 62
491,SRUC (Scotland’s Rural College)United KingdomCoursesEnquire,"1,442",9.4,11%,54:46:00
492,University of StrathclydeUnited KingdomCoursesEnquire,"18,787",18.5,27%,50:50:00
493,Technion Israel Institute of TechnologyIsraelCourses,"14,740",21.8,8%,37 : 63
494,Tianjin UniversityChinaCourses,"37,405",14.5,7%,n/a
495,Tokyo Medical and Dental University (TMDU)JapanCourses,"3,011",3.4,9%,50:50:00
496,Tongji UniversityChinaCourses,"33,740",12,14%,45:55:00
497,University of TsukubaJapanCourses,"16,633",13.4,20%,39 : 61
498,TU Dortmund UniversityGermanyCourses,"34,681",109.1,10%,45:55:00
499,The University of TulsaUnited StatesCoursesEnquire,"4,209",11.2,14%,46:54:00
500,University of TurinItalyCourses,"55,957",28.5,8%,61:39:00
501,TU WienAustriaCourses,"10,433",19.3,30%,29 : 71
502,University of ValenciaSpainCourses,"49,822",14.4,12%,59:41:00
503,Verona UniversityItalyCourses,"20,140",27.2,5%,65:35:00
504,University of the West of EnglandUnited KingdomCoursesEnquire,"22,045",15.5,21%,54:46:00
505,Xi’an Jiaotong UniversityChinaCourses,"36,551",12.5,7%,36 : 64
506,York UniversityCanadaCoursesExplore,"49,353",37.7,25%,57:43:00
507,Abdul Wali Khan University MardanPakistanCourses,"9,664",22.7,1%,29 : 71
508,Amirkabir University of TechnologyIranCourses,"11,672",22.1,2%,36 : 64
509,University of L’AquilaItalyCourses,"17,322",39.5,4%,57:43:00
510,Universidad Autónoma de ChileChileCourses,"24,541",23.2,1%,65:35:00
511,Bar-Ilan UniversityIsraelCourses,"16,587",17.5,5%,61:39:00
512,Beihang UniversityChinaCourses,"30,172",13.2,7%,n/a
513,Beijing University of Chemical TechnologyChinaCourses,"25,739",24.7,4%,38 : 62
514,Beijing Institute of TechnologyChinaCourses,"31,964",13.6,8%,35 : 65
515,SUNY Binghamton UniversityUnited StatesCoursesEnquire,"17,959",22.5,13%,49:51:00
516,Bond UniversityAustraliaCoursesEnquire,"3,498",10.2,47%,53:47:00
517,Carleton UniversityCanadaCoursesEnquire,"28,350",30.2,21%,49:51:00
518,University of CataniaItalyCourses,"26,838",21.9,3%,56:44:00
519,CentraleSupélecFranceCourses,"4,007",9.8,27%,0.929861111
520,Charles Darwin UniversityAustraliaCoursesEnquire,"6,219",23.7,30%,67:33:00
521,Claude Bernard University Lyon 1FranceCourses,"27,490",13,13%,53:47:00
522,Complutense University of MadridSpainCoursesVerify Documents,"61,732",20.1,12%,61:39:00
523,University of Costa RicaCosta RicaCourses,"34,776",15,2%,53:47:00
524,University of Côte d’AzurFranceCourses,"32,277",19.9,21%,55:45:00
525,University of CyprusCyprusCoursesExplore,"6,815",22.2,11%,64:36:00
526,Dublin City UniversityIrelandCourses,"13,423",22.8,14%,56:44:00
527,University of Electronic Science and Technology of ChinaChinaCoursesExplore,"32,932",15.3,3%,27 : 73
528,Ferhat Abbas Sétif University 1AlgeriaCourses,"35,899",24.3,1%,54:46:00
529,University of FerraraItalyCourses,"17,025",27.9,7%,59:41:00
530,Fujita Health UniversityJapanCoursesExplore,"3,065",3.1,0%,56:44:00
531,Graz University of TechnologyAustriaCourses,"6,297",9.6,21%,24 : 76
532,University of GuelphCanadaCoursesEnquire,"22,384",28.4,9%,59:41:00
533,Gwangju Institute of Science and TechnologySouth KoreaCourses,"1,933",11.1,5%,25 : 75
534,Hacettepe UniversityTurkeyCourses,"51,530",22.6,3%,55:45:00
535,Hofstra UniversityUnited StatesCoursesExplore,"10,042",13.5,9%,57:43:00
536,Hokkaido UniversityJapanCourses,"18,483",8.3,12%,31 : 69
537,University of HoustonUnited StatesCoursesEnquire,"46,052",26,9%,50:50:00
538,University of HullUnited KingdomCoursesEnquire,"13,813",17.8,18%,53:47:00
539,University of InsubriaItalyCourses,"8,414",24.2,5%,55:45:00
540,Iran University of Medical SciencesIranCourses,"8,660",8.7,4%,64:36:00
541,Iran University of Science and TechnologyIranCourses,"14,067",32.3,1%,32 : 68
542,ITMO UniversityRussian FederationCourses,"10,094",14.5,17%,36 : 64
543,Jagiellonian UniversityPolandCourses,"38,054",10.5,9%,66:34:00
544,University of KashanIranCourses,"8,245",26.7,4%,53:47:00
545,Keele UniversityUnited KingdomCoursesEnquire,"9,114",14.7,17%,57:43:00
546,King Fahd University of Petroleum and MineralsSaudi ArabiaCourses,"6,948",6.8,11%,0.110416667
547,King Khalid UniversitySaudi ArabiaCourses,"39,665",8.7,9%,54:46:00
548,Lagos State UniversityNigeriaCourses,"23,421",33.9,0%,44:56:00
549,Leibniz University HannoverGermanyCourses,"28,742",58.4,16%,40 : 60
550,University of LimerickIrelandCourses,"14,708",25.1,19%,50:50:00
551,University of LincolnUnited KingdomCourses,"12,904",14.8,12%,55:45:00
552,University of LisbonPortugalCourses,"49,019",17.9,15%,52:48:00
553,Louisiana State UniversityUnited StatesCoursesEnquire,"28,221",20,6%,53:47:00
554,Lviv Polytechnic National UniversityUkraineCourses,"21,840",10.4,1%,40 : 60
555,Mashhad University of Medical SciencesIranCourses,"9,592",10.5,3%,59:41:00
556,Memorial University of NewfoundlandCanadaCoursesExplore,"15,253",13.9,20%,56:44:00
557,University of MessinaItalyCourses,"15,857",15.9,2%,62:38:00
558,University of MontanaUnited StatesCoursesEnquire,"8,559",16.2,2%,57:43:00
559,Murdoch UniversityAustraliaCoursesExplore,"15,009",31.4,42%,60:40:00
560,National Cheng Kung University (NCKU)TaiwanCoursesExplore,"20,659",15.5,13%,37 : 63
561,National Chiao Tung UniversityTaiwanCourses,"12,090",16.9,12%,30 : 70
562,National Taiwan University of Science and Technology (Taiwan Tech)TaiwanCoursesExplore,"8,528",19.2,17%,30 : 70
563,University of Nebraska Medical CenterUnited StatesCoursesEnquire,"3,675",2.6,8%,64:36:00
564,New Jersey Institute of TechnologyUnited StatesCoursesEnquire,"9,284",14.8,27%,26 : 74
565,Northern Arizona UniversityUnited StatesCoursesEnquire,"30,486",27.6,5%,61:39:00
566,North-West UniversitySouth AfricaCourses,"39,056",28.4,4%,60:40:00
567,Northwestern Polytechnical UniversityChinaCoursesExplore,"27,813",13.2,4%,28 : 72
568,Universidad Peruana Cayetano HerediaPeruCourses,"6,281",10.4,2%,68:32:00
569,Polytechnic University of TurinItalyCourses,"29,006",31.3,15%,28 : 72
570,Pontifical Catholic University of ChileChileCourses,"29,071",15.1,7%,n/a
571,University of PortsmouthUnited KingdomCoursesEnquire,"20,871",15.4,26%,46:54:00
572,Quaid-i-Azam UniversityPakistanCourses,"15,258",25.6,1%,66:34:00
573,Renmin University of ChinaChinaCourses,"27,134",13.4,6%,n/a
574,Rensselaer Polytechnic InstituteUnited StatesCoursesEnquireAdmissions Support,"7,417",14.5,21%,32 : 68
575,Sabancı UniversityTurkeyCoursesExplore,"3,687",20.7,9%,39 : 61
576,University of SassariItalyCourses,"14,032",38.8,2%,63:37:00
577,Sciences PoFranceCourses,"12,435",46.1,36%,60:40:00
578,SOAS University of LondonUnited KingdomCoursesExplore,"4,986",11.6,53%,66:34:00
579,Soochow UniversityChinaCoursesExplore,"46,357",16.4,7%,56:44:00
580,Southeast UniversityChinaCourses,"33,469",11.5,5%,40 : 60
581,University of Southern QueenslandAustraliaCourses,"12,117",25.6,18%,59:41:00
582,Southwestern University of Finance and EconomicsChinaCourses,"23,766",16.8,3%,63:37:00
583,Stevens Institute of TechnologyUnited StatesCoursesEnquire,"6,178",17.9,38%,29 : 71
584,University of StrasbourgFranceCourses,"47,732",19,20%,58:42:00
585,Suez Canal UniversityEgyptCourses,"35,165",11.1,1%,58:42:00
586,Sumy State UniversityUkraineCoursesExplore,"9,288",10,14%,n/a
587,University of TehranIranCourses,"44,960",21.2,2%,44:56:00
588,Tehran University of Medical SciencesIranCourses,"11,748",6.5,7%,58:42:00
589,Teikyo UniversityJapanCourses,"23,031",16.6,3%,35 : 65
590,Télécom SudParisFranceCourses,960,11.3,34%,24 : 76
591,The University of Texas at San AntonioUnited StatesCoursesEnquire,"25,892",25.1,4%,51:49:00
592,Tomsk State UniversityRussian FederationCourses,"7,798",11.7,35%,n/a
593,University of TriesteItalyCourses,"16,217",24.7,9%,56:44:00
594,Universiti Tunku Abdul Rahman (UTAR)MalaysiaCoursesExplore,"17,626",15.1,2%,51:49:00
595,University of TusciaItalyCourses,"6,672",20.6,2%,49:51:00
596,University of Urbino Carlo BoItalyCourses,"14,432",40.3,6%,62:38:00
597,Victoria University of WellingtonNew ZealandCoursesEnquire,"17,775",18.9,22%,57:43:00
598,University of WaikatoNew ZealandCoursesEnquire,"10,257",19,29%,58:42:00
599,The University of the West IndiesJamaicaCoursesExplore,"23,753",15.5,1%,70:30:00
600,University of the West of ScotlandUnited KingdomCoursesEnquire,"12,499",22.8,22%,61:39:00
601,Xiamen UniversityChinaCourses,"41,546",14.8,5%,47:53:00
602,Zhejiang Normal UniversityChinaCourses,"23,939",10.8,6%,n/a
603,Åbo Akademi UniversityFinlandCourses,"5,230",17,14%,n/a
604,The University of AizuJapanCoursesExplore,"1,190",11.6,7%,0.561111111
605,Ajou UniversitySouth KoreaCourses,"9,224",14.7,8%,n/a
606,The University of AlabamaUnited StatesCoursesEnquire,"36,027",22.4,4%,56:44:00
607,University of Alabama in HuntsvilleUnited StatesCoursesEnquire,"7,672",18,7%,44:56:00
608,Al-Balqa Applied UniversityJordanCourses,"31,019",30.3,5%,59:41:00
609,Amedeo Avogadro University of Eastern PiedmontItalyCourses,"13,747",36.3,7%,61:39:00
610,University of AntofagastaChileCourses,"9,152",20.1,1%,53:47:00
611,Aristotle University of ThessalonikiGreeceCourses,"47,827",28.6,5%,57:43:00
612,University of ArkansasUnited StatesCoursesEnquire,"25,238",19.9,5%,53:47:00
613,Athens University of Economics and BusinessGreeceCourses,"9,698",47.5,5%,46:54:00
614,Auburn UniversityUnited StatesCoursesEnquire,"26,838",19,9%,50:50:00
615,University of AveiroPortugalCourses,"9,931",16.5,13%,51:49:00
616,University of the Balearic IslandsSpainCourses,"11,133",11.8,7%,59:41:00
617,Banaras Hindu UniversityIndiaCourses,"15,121",11.4,3%,0.479166667
618,University of Beira InteriorPortugalCourses,"7,180",16.1,18%,52:48:00
619,University of BelgradeSerbiaCourses,"95,099",19,5%,61:39:00
620,University of BergamoItalyCourses,"20,565",60,7%,61:39:00
621,Bilkent UniversityTurkeyCourses,"10,093",14.2,9%,46:54:00
622,Birmingham City UniversityUnited KingdomCoursesEnquire,"20,817",18,24%,62:38:00
623,Boğaziçi UniversityTurkeyCourses,"13,772",24.5,3%,45:55:00
624,Université Bourgogne Franche-Comté (UBFC)FranceCourses,"61,908",34.1,12%,54:46:00
625,University of BradfordUnited KingdomCoursesEnquire,"8,455",17.8,28%,57:43:00
626,University of BrightonUnited KingdomCoursesEnquire,"17,068",18.7,21%,60:40:00
627,Bucharest University of Economic StudiesRomaniaCourses,"21,340",15.8,4%,63:37:00
628,Ca’ Foscari University of VeniceItalyCourses,"16,187",26.3,10%,64:36:00
629,Cairo UniversityEgyptCourses,"222,102",41.6,2%,48:52:00
630,University of CalabriaItalyCourses,"26,745",33,3%,58:42:00
631,University of Central FloridaUnited StatesCoursesEnquire,"58,425",35.7,4%,56:44:00
632,Chapman UniversityUnited StatesCoursesEnquire,"8,792",12.8,7%,60:40:00
633,Institute of Chemical TechnologyIndiaCourses,"2,278",19.1,0%,36 : 64
634,China Agricultural UniversityChinaCourses,"20,609",12,1%,58:42:00
635,"China University of Petroleum, BeijingChinaCourses","15,445",17.6,5%,n/a
636,Chongqing UniversityChinaCourses,"42,095",20.6,5%,n/a
637,Chulalongkorn UniversityThailandCoursesExplore,"33,643",12.2,3%,59:41:00
638,Chung-Ang UniversitySouth KoreaCourses,"17,599",22.3,20%,n/a
639,Clemson UniversityUnited StatesCoursesEnquire,"22,236",16.1,7%,48:52:00
640,University of Clermont AuvergneFranceCourses,"35,625",20.9,14%,56:44:00
641,University of CoimbraPortugalCourses,"21,332",16.6,18%,57:43:00
642,COMSATS University IslamabadPakistanCourses,"33,324",13.3,1%,28 : 72
643,Concordia UniversityCanadaCoursesEnquire,"34,710",33.1,31%,50:50:00
644,Coventry UniversityUnited KingdomCoursesExplore,"29,609",14.6,45%,48:52:00
645,Creighton UniversityUnited StatesCoursesEnquire,"8,430",11.2,5%,58:42:00
646,Dalian University of TechnologyChinaCourses,"39,705",15.2,3%,35 : 65
647,University of DelhiIndiaCourses,"24,725",25.5,1%,47:53:00
648,De Montfort UniversityUnited KingdomCoursesEnquire,"21,134",19.9,30%,55:45:00
649,University of DeustoSpainCoursesVerify Documents,"9,553",22.6,11%,60:40:00
650,École des Mines de Saint-ÉtienneFranceCourses,"1,110",9,25%,26 : 74
651,École normale supérieure Paris-SaclayFranceCourses,"1,850",12.2,16%,29 : 71
652,Edinburgh Napier UniversityUnited KingdomCourses,"10,384",18.1,31%,55:45:00
653,Eötvös Loránd UniversityHungaryCoursesExplore,"27,199",14.8,10%,63:37:00
654,European University of MadridSpainCoursesVerify Documents,"10,307",10.3,31%,47:53:00
655,Ewha Womans UniversitySouth KoreaCourses,"14,824",17.2,13%,100:00:00
656,Federal University of Minas GeraisBrazilCourses,"43,833",12.2,2%,53:47:00
657,Universidade Federal do Rio Grande do SulBrazilCourses,"51,830",18.7,1%,51:49:00
658,Universidade Federal de Santa CatarinaBrazilCourses,"38,362",16.1,3%,48:52:00
659,Universidade Federal de São Paulo (UNIFESP)BrazilCourses,"14,526",5.3,1%,61:39:00
660,Universidade Federal de SergipeBrazilCourses,"25,821",15,0%,52:48:00
661,Gabriele d‘Annunzio UniversityItalyCourses,"24,710",37.4,2%,64:36:00
662,University of GironaSpainCourses,"13,920",21.1,14%,58:42:00
663,Glasgow Caledonian UniversityUnited KingdomCoursesEnquire,"13,236",21.2,18%,58:42:00
664,University of GranadaSpainCoursesVerify Documents,"56,173",15.7,12%,59:41:00
665,University of GrazAustriaCourses,"19,845",21.8,15%,65:35:00
666,University of GreenwichUnited KingdomCoursesEnquire,"14,212",17.5,38%,58:42:00
