Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
1012,Aksaray UniversityTurkeyCourses,"22,626",37.5,6%,45:55:00
1013,Al-Azhar UniversityEgyptCourses,"342,151",32.9,6%,44:56:00
1014,Alexandria UniversityEgyptCourses,"187,170",25.4,3%,54:46:00
1015,Alexandru Ioan Cuza UniversityRomaniaCourses,"23,919",19.6,6%,63:37:00
1016,Al-Farabi Kazakh National UniversityKazakhstanCourses,"22,116",4.6,17%,56:44:00
1017,University of AlicanteSpainCourses,"24,543",16.1,8%,58:42:00
1018,University of AlmeríaSpainCourses,"13,067",17.7,12%,56:44:00
1019,Alzahra UniversityIranCourses,"9,616",22.6,1%,100:00:00
1020,Amity UniversityIndiaCourses,"31,103",15.4,5%,46:54:00
1021,Anadolu UniversityTurkeyCourses,"513,690",339.1,0%,43:57:00
1022,"University of the Andes, ChileChileCourses","8,734",15.1,2%,59:41:00
1023,"University of the Andes, VenezuelaVenezuelaCourses","31,841",12.4,2%,60:40:00
1024,Andhra UniversityIndiaCourses,"8,869",13.9,5%,49:51:00
1025,Universidad Andrés Bello (UNAB)ChileCourses,"41,098",19.1,2%,52:48:00
1026,Ankara UniversityTurkeyCourses,"76,364",18.5,5%,45:55:00
1027,Anna UniversityIndiaCourses,"14,966",15.2,1%,45:55:00
1028,Annamalai UniversityIndiaCourses,"19,490",12.8,2%,49:51:00
1029,University of AntioquiaColombiaCourses,"40,807",23.4,0%,50:50:00
1030,Aoyama Gakuin UniversityJapanCourses,"19,084",11.6,3%,50:50:00
1031,Arak UniversityIranCourses,"6,369",21.4,0%,57:43:00
1032,Ariel UniversityIsraelCourses,"11,250",28.3,0%,49:51:00
1033,Assiut UniversityEgyptCourses,"96,833",21.3,1%,54:46:00
1034,Atatürk UniversityTurkeyCourses,"58,588",33.6,2%,49:51:00
1035,Atılım UniversityTurkeyCoursesExplore,"9,385",14.1,5%,41:59:00
1036,Austral University of ChileChileCourses,"16,392",17.8,2%,51:49:00
1037,Autonomous University of Baja CaliforniaMexicoCoursesExplore,"64,427",20,2%,53:47:00
1038,Universidad Autónoma del Estado de HidalgoMexicoCourses,"36,143",18.2,1%,57:43:00
1039,Universidad Autónoma de Nuevo León (UANL)MexicoCourses,"117,108",40.7,1%,49:51:00
1040,Benemérita Universidad Autónoma de PueblaMexicoCourses,"79,778",40.2,0%,53:47:00
1041,Universidad Autónoma de QuerétaroMexicoCourses,"22,411",39.7,1%,56:44:00
1042,Autonomous University of San Luis PotosiMexicoCourses,"31,551",8.9,0%,52:48:00
1043,Universidad Autónoma del Estado de Mexico (UAEMex)MexicoCourses,"58,936",21.3,0%,58:42:00
1044,Universidad Autónoma de YucatánMexicoCourses,"17,119",14.8,0%,50:50:00
1045,Babeş-Bolyai UniversityRomaniaCourses,"38,974",25.8,5%,65:35:00
1046,University of BaghdadIraqCourses,"70,590",11.2,0%,58:42:00
1047,Bahauddin Zakariya UniversityPakistanCourses,"28,987",34.9,0%,43:57:00
1048,Bahçeşehir UniversityTurkeyCourses,"18,422",50.6,14%,48:52:00
1049,Banasthali UniversityIndiaCoursesExplore,"10,368",17.6,4%,98:02:00
1050,Bandung Institute of Technology (ITB)IndonesiaCourses,"17,267",9.5,2%,42:58:00
1051,Bangladesh University of Engineering and TechnologyBangladeshCourses,"5,607",11.4,0%,24 : 76
1052,Bashkir State UniversityRussian FederationCourses,"14,166",11.9,3%,64:36:00
1053,Başkent UniversityTurkeyCourses,"13,227",14.4,2%,61:39:00
1054,University of BasrahIraqCourses,"32,479",13.4,0%,52:48:00
1055,Beijing Forestry UniversityChinaCourses,"19,353",16.3,2%,55:45:00
1056,Beijing University of TechnologyChinaCourses,"21,899",11.8,3%,43:57:00
1057,University of BéjaïaAlgeriaCourses,"43,062",25.4,1%,58:42:00
1058,Belarusian State UniversityBelarusCourses,"24,451",7.8,10%,61:39:00
1059,Belgorod State National Research UniversityRussian FederationCourses,"12,994",14.3,18%,64:36:00
1060,Bezmiâlem Vakif UniversityTurkeyCourses,"3,521",12.4,5%,73:27:00
1061,University of Bío-BíoChileCourses,"13,085",25.5,1%,42:58:00
1062,University of BirjandIranCourses,"12,055",26.2,1%,53:47:00
1063,"Birla Institute of Technology and Science, PilaniIndiaCourses","14,788",18.1,1%,0.888888889
1064,University of BiskraAlgeriaCourses,"32,650",23.6,1%,n/a
1065,Blida 1 UniversityAlgeriaCourses,"33,723",24.6,1%,62:38:00
1066,Bolu Abant Izzet Baysal UniversityTurkeyCourses,"22,466",24.2,1%,57:43:00
1067,University of BotswanaBotswanaCourses,"12,206",16.1,4%,56:44:00
1068,University of BrawijayaIndonesiaCourses,"52,540",17.2,2%,54:46:00
1069,Brno University of TechnologyCzech RepublicCourses,"19,589",18.9,23%,29 : 71
1070,Bu-Ali Sina UniversityIranCourses,"11,279",25.6,1%,55:45:00
1071,University of BucharestRomaniaCourses,"32,371",19.1,2%,68:32:00
1072,Budapest University of Technology and EconomicsHungaryCourses,"19,415",17.7,11%,31 : 69
1073,Burapha UniversityThailandCoursesExplore,"34,785",23.7,1%,64:36:00
1074,University of BurgosSpainCourses,"7,200",13,5%,55:45:00
1075,University of CadizSpainCourses,"18,995",18.7,9%,56:44:00
1076,University of CalcuttaIndiaCourses,"18,570",25.4,1%,60:40:00
1077,"California State University, Long BeachUnited StatesCoursesEnquire","30,440",19.5,4%,58:42:00
1078,Canterbury Christ Church UniversityUnited KingdomCoursesEnquire,"11,131",16.7,13%,69:31:00
1079,Polytechnic University of CartagenaSpainCourses,"4,497",10.2,9%,27 : 73
1080,University of CarthageTunisiaCourses,"31,188",9.6,1%,66:34:00
1081,University of Castilla-La ManchaSpainCoursesExplore,"23,198",13.6,7%,56:44:00
1082,The Catholic University of KoreaSouth KoreaCourses,"9,762",7.2,3%,59:41:00
1083,Catholic University of the NorthChileCourses,"11,567",20,2%,46:54:00
1084,Universidad Católica San Antonio de Murcia (UCAM)SpainCourses,"12,621",6.7,10%,56:44:00
1085,University of Caxias do SulBrazilCourses,"15,400",23.5,0%,53:47:00
1086,Ceará State UniversityBrazilCourses,"20,106",17.6,0%,61:39:00
1087,Central University of Finance and EconomicsChinaCourses,"15,859",14.1,3%,62:38:00
1088,Chaoyang University of TechnologyTaiwanCourses,"16,173",41.3,6%,55:45:00
1089,"University of Chemistry and Technology, PragueCzech RepublicCourses","4,159",9.2,22%,61:39:00
1090,University of ChesterUnited KingdomCoursesEnquire,"11,016",19.6,11%,68:32:00
1091,Chiang Mai UniversityThailandCourses,"36,296",15.4,2%,63:37:00
1092,Chiba Institute of TechnologyJapanCourses,"9,797",30.9,1%,0.643055556
1093,China Pharmaceutical UniversityChinaCourses,"16,470",16.1,3%,65:35:00
1094,Chubu UniversityJapanCourses,"12,227",23,2%,26 : 74
1095,Chungbuk National UniversitySouth KoreaCoursesExplore,"19,294",14.8,3%,32 : 68
1096,Chungnam National UniversitySouth KoreaCourses,"21,744",20.5,4%,46:54:00
1097,Chung Yuan Christian UniversityTaiwanCourses,"15,978",32.9,11%,44:56:00
1098,Chuo UniversityJapanCourses,"26,212",37.7,4%,37 : 63
1099,Cochin University of Science and TechnologyIndiaCourses,"8,463",19.3,0%,39 : 61
1100,University of ColomboSri LankaCourses,"29,197",35.6,0%,56:44:00
1101,Comenius University in BratislavaSlovakiaCourses,"21,141",9.9,13%,66:34:00
1102,University of ConcepciónChileCourses,"28,176",17.2,2%,52:48:00
1103,Université Frères Mentouri Constantine 1AlgeriaCourses,"35,321",21,1%,57:43:00
1104,Corvinus University of BudapestHungaryCourses,"11,232",24.9,16%,53:47:00
1105,Cracow University of TechnologyPolandCourses,"13,079",12.1,2%,38 : 62
1106,Cukurova UniversityTurkeyCourses,"42,974",18,3%,44:56:00
1107,Czech University of Life Sciences Prague (CULS)Czech RepublicCourses,"17,500",20.7,21%,51:49:00
1108,Czech Technical University in PragueCzech RepublicCourses,"18,282",11.6,20%,30 : 70
1109,De La Salle UniversityPhilippinesCoursesExplore,"13,346",16.4,3%,49:51:00
1110,Del Rosario UniversityColombiaCourses,"11,952",14.5,1%,57:43:00
1111,Democritus University of ThraceGreeceCourses,"30,414",48.4,3%,54:46:00
1112,University of DhakaBangladeshCourses,"210,856",16.9,3%,47:53:00
1113,Diponegoro UniversityIndonesiaCourses,"38,420",15.6,2%,56:44:00
1114,Dokkyo Medical UniversityJapanCourses,"1,344",1.3,1%,53:47:00
1115,Dokuz Eylül UniversityTurkeyCourses,"61,620",18.8,2%,47:53:00
1116,Doshisha UniversityJapanCourses,"28,272",18.7,4%,41:59:00
1117,Dunarea de Jos University of GalatiRomaniaCourses,"12,383",16.8,22%,58:42:00
1118,Duzce UniversityTurkeyCourses,"28,346",25.7,2%,42:58:00
1119,East Carolina UniversityUnited StatesCoursesEnquire,"26,230",14.5,2%,58:42:00
1120,"University of Economics, PragueCzech RepublicCourses","13,493",27.2,24%,53:47:00
1121,Edge Hill UniversityUnited KingdomCoursesEnquire,"11,624",14.5,6%,68:32:00
1122,Ege UniversityTurkeyCoursesExplore,"42,173",26.3,3%,48:52:00
1123,Ehime UniversityJapanCourses,"9,341",13.2,3%,38 : 62
1124,The University of Electro-CommunicationsJapanCourses,"4,838",15.8,5%,0.561111111
1125,University of Engineering & Technology (UET) LahorePakistanCourses,"13,832",13.4,3%,24 : 76
1126,Erciyes UniversityTurkeyCourses,"37,580",29.6,3%,46:54:00
1127,Eskişehir Osmangazi UniversityTurkeyCourses,"30,533",20.5,3%,38 : 62
1128,Far Eastern Federal UniversityRussian FederationCourses,"15,750",11.2,23%,n/a
1129,Fayoum UniversityEgyptCourses,"35,991",14.6,1%,66:34:00
1130,Universidade Federal do ABC (UFABC)BrazilCourses,"15,580",21.2,1%,35 : 65
1131,Federal University of AlagoasBrazilCourses,"30,196",18.4,0%,n/a
1132,Universidade Federal da BahiaBrazilCourses,"45,148",18.1,0%,44:56:00
1133,Universidade Federal do Ceará (UFC)BrazilCourses,"36,345",16.3,1%,45:55:00
1134,Federal University of Espírito SantoBrazilCourses,"24,617",12.8,1%,56:44:00
1135,Federal University of GoiásBrazilCourses,"34,803",13.1,0%,51:49:00
1136,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA)BrazilCourses,"6,047",16.8,10%,67:33:00
1137,Federal University of ItajubáBrazilCourses,"8,286",15.9,1%,29 : 71
1138,Universidade Federal de Juiz de ForaBrazilCourses,"28,458",18.3,0%,42:58:00
1139,Federal University of LavrasBrazilCourses,"14,546",18.4,1%,49:51:00
1140,Universidade Federal do Maranhão (UFMA)BrazilCourses,"29,443",14.3,0%,49:51:00
1141,Federal University of Mato Grosso do SulBrazilCourses,"27,263",17.3,1%,53:47:00
1142,Universidade Federal de Ouro Preto (UFOP)BrazilCourses,"13,936",16,1%,52:48:00
1143,Federal University of ParáBrazilCourses,"43,681",16.3,0%,53:47:00
1144,Federal University of Paraí­ba (UFPB)BrazilCourses,"30,829",11.9,0%,51:49:00
1145,Universidade Federal do Paraná (UFPR)BrazilCourses,"32,860",13.3,0%,51:49:00
1146,Federal University of PernambucoBrazilCourses,"40,131",17.4,1%,49:51:00
1147,Federal University of PiauíBrazilCourses,"30,467",15.5,0%,54:46:00
1148,Federal University of Rio Grande do Norte (UFRN)BrazilCourses,"40,206",18.6,0%,45:55:00
1149,Universidade Federal Rural do Semi-AridoBrazilCourses,"8,007",11.7,0%,42:58:00
1150,Federal University of Santa MariaBrazilCourses,"27,667",13.8,1%,53:47:00
1151,Federal University of São CarlosBrazilCourses,"19,404",15.1,2%,48:52:00
1152,Universidade Tecnológica Federal do Paraná (UTFPR)BrazilCourses,"31,943",12.7,1%,35 : 65
1153,Federal University of UberlândiaBrazilCourses,"29,867",15.8,1%,52:48:00
1154,Federal University of ViçosaBrazilCourses,"15,347",12.3,1%,49:51:00
1155,Federico Santa María Technical UniversityChileCoursesExplore,"19,430",24.7,4%,25 : 75
1156,Feng Chia UniversityTaiwanCourses,"19,790",23.2,8%,37 : 63
1157,Ferdowsi University of MashhadIranCourses,"24,186",29.9,5%,56:44:00
1158,Fluminense Federal UniversityBrazilCourses,"54,134",15.3,1%,45:55:00
1159,University of Fortaleza (UNIFOR)BrazilCourses,"22,101",18,0%,54:46:00
1160,University of La FronteraChileCourses,"10,827",23.4,1%,49:51:00
1161,University of FukuiJapanCourses,"5,047",8.2,4%,30 : 70
1162,Universitas Gadjah MadaIndonesiaCourses,"38,092",7.9,6%,53:47:00
1163,Gazi UniversityTurkeyCourses,"43,518",25.6,2%,49:51:00
1164,Gaziantep UniversityTurkeyCourses,"30,713",27.6,12%,47:53:00
1165,University of GdańskPolandCourses,"24,302",17.4,2%,69:31:00
1166,Gdańsk University of TechnologyPolandCourses,"15,540",13.9,5%,40 : 60
1167,Gebze Technical UniversityTurkeyCourses,"7,492",23.7,2%,37 : 63
1168,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu MuresRomaniaCourses","10,629",20.3,8%,53:47:00
1169,University of GhanaGhanaCourses,"39,872",25.4,1%,46:54:00
1170,Gifu UniversityJapanCourses,"7,203",7.5,4%,37 : 63
1171,GITAM UniversityIndiaCourses,"19,012",15.5,1%,30 : 70
1172,Government College University LahorePakistanCourses,"10,012",18.5,1%,41:59:00
1173,Grigore T. Popa University of Medicine and PharmacyRomaniaCourses,"9,416",11.1,26%,62:38:00
1174,University of GuadalajaraMexicoCoursesExplore,"127,330",56.8,0%,53:47:00
1175,University of GuanajuatoMexicoCourses,"27,203",19.8,3%,54:46:00
1176,Guangxi UniversityChinaCourses,"38,481",18.4,4%,47:53:00
1177,Gubkin Russian State University of Oil and GasRussian FederationCourses,"9,553",10.1,6%,37 : 63
1178,University of GuilanIranCourses,"17,364",29.8,1%,59:41:00
1179,Gunma UniversityJapanCourses,"6,344",7.7,4%,38 : 62
1180,Gyeongsang National UniversitySouth KoreaCoursesExplore,"15,611",14.5,3%,45:55:00
1181,Hakim Sabzevari UniversityIranCourses,"5,311",14.4,2%,53:47:00
1182,Hallym UniversitySouth KoreaCourses,"8,383",10.4,5%,n/a
1183,Hamamatsu University School of MedicineJapanCourses,"1,208",3.8,1%,49:51:00
1184,Hanoi University of Science and TechnologyVietnamCourses,"30,893",20.6,1%,26 : 74
1185,The Hashemite UniversityJordanCourses,"16,987",18.8,6%,62:38:00
1186,Université Hassan II de CasablancaMoroccoCourses,"117,685",35.3,2%,53:47:00
1187,University of HavanaCubaCourses,"16,058",10.6,6%,60:40:00
1188,Helwan UniversityEgyptCourses,"114,062",22.1,1%,52:48:00
1189,Hosei UniversityJapanCourses,"30,662",40.8,3%,38 : 62
1190,University of Hradec KrálovéCzech RepublicCourses,"6,245",13.3,5%,66:34:00
1191,Huaqiao UniversityChinaCourses,"30,890",17.4,12%,51:49:00
1192,University of HyogoJapanCourses,"6,570",12.9,3%,41:59:00
1193,Ibaraki UniversityJapanCourses,"7,975",14.5,3%,36 : 64
1194,Ibn Tofaïl UniversityMoroccoCourses,"47,086",76.1,2%,50:50:00
1195,Immanuel Kant Baltic Federal UniversityRussian FederationCourses,"7,282",10.4,9%,64:36:00
1196,Incheon National UniversitySouth KoreaCourses,"13,468",17.4,3%,n/a
1197,Indian Institute of Technology PatnaIndiaCourses,"1,535",13,0%,0.602083333
1198,Universidad Industrial de Santander (UIS)ColombiaCourses,"20,786",15.5,0%,45:55:00
1199,IPB UniversityIndonesiaCourses,"22,258",8.3,3%,58:42:00
1200,Irkutsk State UniversityRussian FederationCourses,"12,577",12.5,5%,69:31:00
1201,University of IsfahanIranCourses,"15,139",23.1,2%,62:38:00
1202,I-Shou UniversityTaiwanCourses,"13,419",28.3,15%,49:51:00
1203,The Islamia University of BahawalpurPakistanCourses,"15,509",27.4,0%,44:56:00
1204,Istanbul Medipol UniversityTurkeyCoursesExplore,"18,780",23.5,4%,67:33:00
1205,Ivane Javakhishvili Tbilisi State UniversityGeorgiaCoursesExplore,"20,319",24.8,3%,61:39:00
1206,Ivan Franko National University of LvivUkraineCourses,"18,646",10.2,1%,65:35:00
1207,Iwate UniversityJapanCourses,"5,436",14,3%,37 : 63
1208,Izmir Institute of TechnologyTurkeyCourses,"5,328",19.5,3%,46:54:00
1209,James Madison UniversityUnited StatesCoursesEnquire,"21,315",17.9,2%,60:40:00
1210,Jan Evangelista Purkyně UniversityCzech RepublicCourses,"7,438",17.7,3%,69:31:00
1211,Jawaharlal Nehru Technological University Anantapur (JNTUA)IndiaCourses,"5,402",15.2,0%,42:58:00
1212,Jeju National UniversitySouth KoreaCoursesExplore,"12,189",19.1,5%,52:48:00
1213,Jeonbuk National UniversitySouth KoreaCoursesExplore,"20,555",20.4,6%,45:55:00
1214,Jianghan UniversityChinaCourses,"17,149",13.8,2%,55:45:00
1215,Kagawa UniversityJapanCourses,"6,377",9.9,2%,41:59:00
1216,Kagoshima UniversityJapanCourses,"10,539",10.2,3%,37 : 63
1217,Kanagawa UniversityJapanCourses,"18,090",14.9,3%,29 : 71
1218,Kanazawa UniversityJapanCourses,"10,341",9.8,6%,36 : 64
1219,Kanazawa Medical UniversityJapanCourses,"1,149",2.3,1%,n/a
1220,Kangwon National UniversitySouth KoreaCoursesExplore,"21,454",21.3,3%,40 : 60
1221,Kansai UniversityJapanCourses,"30,766",12.3,3%,40 : 60
1222,Kasetsart UniversityThailandCourses,"67,668",18.6,1%,58:42:00
1223,Kaunas University of TechnologyLithuaniaCourses,"9,587",14.8,6%,37 : 63
1224,Kazan National Research Technical UniversityRussian FederationCourses,"6,993",11.1,11%,27 : 73
1225,Kazan National Research Technological UniversityRussian FederationCourses,"14,266",11,12%,45:55:00
1226,Kharazmi UniversityIranCourses,"12,226",19.2,1%,56:44:00
1227,Khon Kaen UniversityThailandCourses,"33,738",17.4,2%,62:38:00
1228,KIIT UniversityIndiaCoursesExplore,"21,668",12.7,3%,48:52:00
1229,King Faisal UniversitySaudi ArabiaCourses,"79,232",37,1%,43:57:00
1230,King Mongkut’s Institute of Technology LadkrabangThailandCourses,"25,154",22.6,1%,52:48:00
1231,King Mongkut's University of Technology North BangkokThailandCourses,"27,177",24.4,0%,43:57:00
1232,Kitasato UniversityJapanCourses,"8,561",5.4,0%,53:47:00
1233,KL UniversityIndiaCourses,"16,930",14.8,2%,33 : 67
1234,Kochi UniversityJapanCourses,"5,423",7.9,1%,44:56:00
1235,Kochi University of TechnologyJapanCourses,"2,477",20.2,2%,0.970833333
1236,Kogakuin UniversityJapanCoursesExplore,"6,278",17.8,1%,0.806944444
1237,Kookmin UniversitySouth KoreaCourses,"17,467",11.9,11%,47:53:00
1238,Universiti Kuala LumpurMalaysiaCourses,"15,533",12.1,2%,41:59:00
1239,Kumamoto UniversityJapanCourses,"10,045",7.8,7%,38 : 62
1240,Kunming University of Science and TechnologyChinaCourses,"43,099",18.3,4%,34 : 66
1241,Kuwait UniversityKuwaitCourses,"36,853",23.3,14%,75:25:00
1242,Kwansei Gakuin UniversityJapanCourses,"25,417",24.3,3%,48:52:00
1243,Kyoto Sangyo UniversityJapanCourses,"13,151",22.6,2%,32 : 68
1244,Kyoto Institute of TechnologyJapanCourses,"3,985",13,5%,27 : 73
1245,Kyushu Institute of Technology (Kyutech)JapanCourses,"5,649",16.2,5%,0.602083333
1246,Latvia University of Life Sciences and TechnologiesLatviaCourses,"3,880",39.9,2%,50:50:00
1247,Lebanese UniversityLebanonCourses,"49,737",15.5,16%,70:30:00
1248,University of LeónSpainCourses,"12,803",15.8,16%,52:48:00
1249,University of LethbridgeCanadaCoursesEnquire,"6,990",12.7,11%,n/a
1250,L.N. Gumilyov Eurasian National UniversityKazakhstanCourses,"18,985",6.7,4%,n/a
1251,Lobachevsky State University of Nizhni NovgorodRussian FederationCourses,"17,310",7.2,10%,53:47:00
1252,University of ŁódźPolandCourses,"25,026",12.3,10%,62:38:00
1253,Lodz University of TechnologyPolandCourses,"15,442",12.8,4%,40 : 60
1254,London South Bank UniversityUnited KingdomCoursesEnquire,"11,560",15.7,33%,57:43:00
1255,Londrina State UniversityBrazilCourses,"26,470",15.3,1%,58:42:00
1256,Lorestan UniversityIranCourses,"8,333",27.7,0%,57:43:00
1257,University of LucknowIndiaCourses,"20,942",46.2,0%,46:54:00
1258,Maharaja Sayajirao University of BarodaIndiaCourses,"41,564",28.5,0%,55:45:00
1259,Mahasarakham UniversityThailandCourses,"42,628",33.3,0%,67:33:00
1260,University of MalagaSpainCourses,"35,376",12.7,9%,55:45:00
1261,Universiti Malaysia PerlisMalaysiaCourses,"11,212",12.7,6%,42:58:00
1262,Universiti Malaysia Sarawak (UNIMAS)MalaysiaCoursesExplore,"16,217",18.6,6%,63:37:00
1263,Manipal Academy of Higher EducationIndiaCourses,"22,843",9.1,12%,45:55:00
1264,University of ManoubaTunisiaCourses,"16,894",13.1,1%,62:38:00
1265,University of MariborSloveniaCourses,"11,488",13,6%,54:46:00
1266,Marmara UniversityTurkeyCourses,"63,090",31.1,5%,50:50:00
1267,University of Marrakech Cadi AyyadMoroccoCourses,"100,717",43.3,1%,48:52:00
1268,University of MazandaranIranCourses,"12,452",32.1,2%,64:36:00
1269,Meiji UniversityJapanCourses,"33,449",11.7,5%,35 : 65
1270,Meijo UniversityJapanCourses,"15,437",31.8,1%,30 : 70
1271,Mendel University in BrnoCzech RepublicCourses,"8,459",17.7,19%,58:42:00
1272,Menoufia UniversityEgyptCourses,"94,466",36.6,1%,45:55:00
1273,M’Hamed Bougara University of BoumerdèsAlgeriaCourses,"31,889",21.6,1%,58:42:00
1274,Universidad Michoacana de San Nicolás de HidalgoMexicoCourses,"39,861",28.7,1%,53:47:00
1275,Mie UniversityJapanCourses,"7,247",8.6,4%,38 : 62
1276,Ming Chuan UniversityTaiwanCourses,"18,423",22.4,9%,60:40:00
1277,Minia UniversityEgyptCourses,"72,328",18.5,1%,59:41:00
1278,MIREA - Russian Technological UniversityRussian FederationCourses,"21,612",19.3,3%,32 : 68
1279,University of MiskolcHungaryCourses,"9,322",18,4%,n/a
1280,University of MiyazakiJapanCourses,"5,524",7.7,3%,35 : 65
1281,Mohammed V University of RabatMoroccoCourses,"83,521",33.4,5%,57:43:00
1282,University of MonastirTunisiaCourses,"18,876",9.4,1%,68:32:00
1283,University of MontenegroMontenegroCourses,"18,275",26.4,2%,57:43:00
1284,Morgan State UniversityUnited StatesCoursesEnquire,"7,120",13.8,13%,54:46:00
1285,Moscow Aviation InstituteRussian FederationCourses,"15,317",12.5,10%,28 : 72
1286,Moscow Power Engineering InstituteRussian FederationCourses,"12,082",18.1,10%,39 : 61
1287,Multimedia UniversityMalaysiaCourses,"9,519",11.6,8%,45:55:00
1288,University of MumbaiIndiaCourses,"12,167",22.2,0%,43:57:00
1289,University of MurciaSpainCoursesExplore,"27,120",15.7,8%,62:38:00
1290,Muroran Institute of TechnologyJapanCoursesExplore,"3,334",18.4,4%,0.561111111
1291,University of MysoreIndiaCourses,"7,950",21.5,10%,40 : 60
1292,Universidad Nacional del LitoralArgentinaCourses,"45,401",30.2,0%,60:40:00
1293,Nagaoka University of TechnologyJapanCourses,"2,301",11.2,12%,0.520138889
1294,Nagasaki UniversityJapanCourses,"9,090",7.1,4%,37 : 63
1295,Nagoya City UniversityJapanCourses,"4,412",7.4,2%,53:47:00
1296,Nagoya Institute of TechnologyJapanCourses,"5,711",16.3,4%,0.725
1297,Nanjing University of Aeronautics and AstronauticsChinaCourses,"29,583",16.3,3%,28 : 72
1298,Nara Medical UniversityJapanCourses,"1,252",3.4,1%,46:54:00
1299,Naresuan UniversityThailandCourses,"22,184",15.1,1%,63:37:00
1300,National Changhua University of EducationTaiwanCourses,"8,333",22.6,4%,49:51:00
1301,National Chiayi UniversityTaiwanCourses,"12,143",24.2,3%,48:52:00
1302,National Chi Nan UniversityTaiwanCourses,"6,143",15.6,12%,52:48:00
1303,National Chin-Yi University of TechnologyTaiwanCourses,"7,316",24.1,5%,30 : 70
1304,National Chung Cheng UniversityTaiwanCourses,"10,195",15.1,5%,45:55:00
1305,National Chung Hsing UniversityTaiwanCourses,"15,184",16.6,7%,38 : 62
1306,National University of ColombiaColombiaCourses,"52,166",22,1%,38 : 62
1307,National University of CórdobaArgentinaCourses,"80,219",12.9,2%,62:38:00
1308,National University of CuyoArgentinaCourses,"38,253",7.9,3%,74:26:00
1309,National Ilan UniversityTaiwanCourses,"5,470",23.3,3%,34 : 66
1310,"National Institute of Technology, TiruchirappalliIndiaCourses","5,848",17.3,8%,24 : 76
1311,National University of KaohsiungTaiwanCourses,"5,565",23.3,4%,41:59:00
1312,Instituto Politécnico Nacional (IPN)MexicoCourses,"180,801",11,0%,39 : 61
1313,National Research University of Electronic Technology (MIET)Russian FederationCourses,"4,306",8.7,5%,28 : 72
1314,National Research Saratov State UniversityRussian FederationCourses,"9,782",9.2,8%,60:40:00
1315,National University of San MartínArgentinaCourses,"15,841",15.8,5%,65:35:00
1316,National Taipei UniversityTaiwanCourses,"8,636",16.5,4%,54:46:00
1317,National Taiwan Ocean UniversityTaiwanCourses,"8,655",21.5,9%,32 : 68
1318,National Technical University Kharkiv Polytechnic InstituteUkraineCourses,"12,141",8,9%,31 : 69
1319,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic InstituteUkraineCourses,"21,072",10.4,3%,39 : 61
1320,National Yunlin University of Science and TechnologyTaiwanCourses,"9,200",25.2,5%,42:58:00
1321,Nicolaus Copernicus University in ToruńPolandCourses,"21,990",11.3,3%,69:31:00
1322,University of Nigeria NsukkaNigeriaCourses,"42,785",14.6,1%,49:51:00
1323,Slovak University of Agriculture in NitraSlovakiaCourses,"5,707",12.8,3%,54:46:00
1324,University of North Carolina WilmingtonUnited StatesCoursesEnquire,"14,865",18.8,2%,62:38:00
1325,North China Electric Power UniversityChinaCourses,"36,362",18.3,3%,35 : 65
1326,"University of the North, ColombiaColombiaCourses","14,861",20.4,4%,50:50:00
1327,North-Eastern Federal UniversityRussian FederationCourses,"12,806",11.2,5%,54:46:00
1328,Northwest UniversityChinaCourses,"23,351",13.4,5%,56:44:00
1329,University of Novi SadSerbiaCourses,"48,101",14.9,3%,55:45:00
1330,Novosibirsk State Technical UniversityRussian FederationCourses,"11,589",11.4,21%,52:48:00
1331,Oakland UniversityUnited StatesCoursesEnquire,"15,441",18.1,4%,57:43:00
1332,Obafemi Awolowo UniversityNigeriaCourses,"29,423",23.5,0%,49:51:00
1333,Ochanomizu UniversityJapanCourses,"2,802",14.8,5%,100:00:00
1334,Oita UniversityJapanCourses,"5,645",9,1%,37 : 63
1335,Omsk State Technical UniversityRussian FederationCourses,"13,102",11.4,17%,37 : 63
1336,Ondokuz Mayis UniversityTurkeyCourses,"37,333",28.1,10%,50:50:00
1337,Osaka City UniversityJapanCourses,"8,019",8.7,3%,36 : 64
1338,Osaka Institute of TechnologyJapanCourses,"7,120",26.1,1%,0.561111111
1339,Osaka Medical CollegeJapanCourses,"1,224",2.7,1%,51:49:00
1340,Osaka Prefecture UniversityJapanCourses,"7,710",12.2,4%,36 : 64
1341,University of OstravaCzech RepublicCourses,"8,796",17.7,9%,70:30:00
1342,Universitas PadjadjaranIndonesiaCourses,"42,928",15.3,1%,59:41:00
1343,University of PardubiceCzech RepublicCourses,"6,961",13.1,8%,55:45:00
1344,Paris Nanterre UniversityFranceCourses,"32,742",35.6,17%,62:38:00
1345,University of PatrasGreeceCourses,"25,636",27.3,5%,44:56:00
1346,Pavol Jozef Šafárik University in KošiceSlovakiaCourses,"6,802",10.1,22%,65:35:00
1347,Perm National Research Polytechnic UniversityRussian FederationCourses,"8,257",9.8,9%,38 : 62
1348,Perm State UniversityRussian FederationCourses,"9,273",10.9,2%,62:38:00
1349,Pirogov Russian National Research Medical UniversityRussian FederationCourses,"8,225",6.3,6%,72:28:00
